x,y,z,gt
1.4342716061176601,1.0711511645336482,-0.7607501618490393,1.0
-0.7835474220065028,1.1347191071689073,-0.7993457139383018,1.0
0.2468489150965249,1.0884878695403575,-0.711126117909419,1.0
-0.7801537680462762,0.961351984269839,-0.7320786773233479,1.0
2.52765993693906,0.961351984269839,-0.7320786773233479,1.0
-0.8008927046265787,0.9266785499790953,-0.6438590812944635,1.0
-0.7903346982452066,0.8948945786614657,-0.6736331370460591,1.0
-0.780530844228718,0.8082110050732688,-0.65488664661438,1.0
-0.784301542689637,0.8399950006682237,-0.6846607023659756,1.0
-0.7918429712932243,0.903562943303483,-0.5953385351111887,1.0
-0.7956137331176423,0.8804473123505453,-0.6515780064062276,1.0
-0.7933513393864903,0.9642414229656279,-0.6637081429520468,1.0
-0.7895805775620724,1.0711511645336482,-0.7144347581175696,1.0
5.353474407988025,1.065372262864745,-0.6350375849567966,1.0
-0.7929741998405496,1.224292119452893,-0.7000990158547239,1.0
-0.795236625253451,1.160724176817634,-0.6945856964599879,1.0
-0.813713199784351,1.2300710211217962,-0.7596475906231367,1.0
-0.7775142664509332,1.166503078486537,-0.6978934101376973,1.0
-0.7839244348254457,1.1780608818243432,-0.7817017947325252,1.0
-0.7793996473631424,1.007583221898389,-0.7596475906231367,1.0
-0.7820390539132369,1.1376085944193468,-0.750825167755027,1.0
-0.7726123394426889,0.9151207466412891,-0.7607501618490393,1.0
-0.7620543330613172,0.903562943303483,-0.6978934101376973,1.0
-0.7782684188158168,0.7244168944581862,-0.7794966522807184,1.0
-0.784301542689637,0.7273063574313003,-0.7750854408466652,1.0
-0.7680874569351371,0.80532156637748,-0.7375924599833052,1.0
-0.7545129044577298,0.704190750755688,-0.7982431427123992,1.0
-0.7484797489021603,0.5972810091876678,-0.7717777271689541,1.0
-0.7631855616086425,0.5886126445456505,-0.7199485407775287,1.0
-1.616621472287285,0.6377333451473146,-0.7442088138691653,1.0
-0.7760059617211662,0.5972810091876678,-0.6703249601031283,1.0
-0.7726123394426889,0.5481603328633289,-0.6581943602920893,1.0
-0.7831704091875602,0.6724067551607332,-0.66150300050024,1.0
-0.7669563234330603,0.6752962181338473,-0.6504754351803251,1.0
-3.7470745411404294,0.7533114270800269,-0.6207013794287295,1.0
-0.7560211775057476,0.7186379927892831,-0.5997497465452435,1.0
-0.7473484886730853,0.7013012877825738,-0.586516112243079,1.0
-0.779022539498951,0.7533114270800269,-0.5832083985653695,1.0
-0.7639396822917763,0.8717789719858533,-0.6129824543169652,1.0
-0.7571524060530729,0.7590903287489299,-0.6063661004311035,1.0
-0.7631855616086425,0.903562943303483,-0.66150300050024,1.0
0.9404239646581549,0.9786886892765483,-0.6581943602920893,1.0
-0.7876951966498636,0.8977840659119051,-0.825812056012188,1.0
-0.7760059617211662,0.9180102338917284,-0.7607501618490393,1.0
-0.7711040980764208,1.0364777545202295,-0.8577912542155904,1.0
-0.8024009143110973,0.7735375950598503,-0.7805992235066226,1.0
-0.792219984112167,0.863110607343836,-0.7850104349406775,1.0
-0.7888263935154396,0.8082110050732688,-0.8103732792582182,1.0
-0.784301542689637,0.8255477343573033,-0.7817017947325252,1.0
-0.7733664918075728,0.8717789719858533,-0.846763688895674,1.0
-0.7854328029187119,0.8862262140194485,-0.8114758504841209,1.0
-0.7850556950545206,0.8255477343573033,-0.7993457139383018,1.0
-0.7673333362520032,0.8313266360262065,-0.802654354146454,1.0
-0.7914659584742815,0.7215274557623972,-0.7309761060974436,1.0
-0.794105365024376,0.7822059597018676,-0.7761880120725677,1.0
-0.7918429712932243,0.7735375950598503,-0.7155373293434739,1.0
-0.7910888506100902,0.8082110050732688,-0.7122296156657645,1.0
-1.7861995707849467,0.7128590911203799,-0.6471677215026157,1.0
-0.8035322695854207,0.7244168944581862,-0.6846607023659756,1.0
-0.8042862952233064,0.813989906742172,-0.6581943602920893,1.0
