Attribute,Index,Dirty Value,Cleaned Value,Clean Value
X0,2979,j,z,j
X0,1812,ak,z,ak
X0,1245,t,z,t
X0,1404,s,z,s
X0,1383,y,z,y
X0,101,x,z,x
X0,3818,s,z,s
X0,1576,h,z,h
X0,1639,o,z,o
X0,4002,ay,z,ay
X0,1104,s,z,s
X0,1953,o,z,o
X0,4045,f,z,f
X0,1518,ak,z,ak
X0,3463,ak,z,ak
X0,3204,x,z,x
X0,1353,k,z,k
X0,3982,y,z,y
X0,3338,f,z,f
X0,983,f,z,f
X0,3791,o,z,o
X0,3213,h,z,h
X0,3201,ay,z,ay
X0,3066,ak,z,ak
X0,382,x,z,x
X0,4037,ba,z,ba
X0,2412,ak,z,ak
X0,2651,ay,z,ay
X0,1491,j,z,j
X0,1850,ay,z,ay
X0,1011,v,z,v
X0,1875,j,z,j
X0,4206,j,z,j
X0,1992,ai,z,ai
X0,3930,m,z,m
X0,2081,ay,z,ay
X0,3242,i,z,i
X0,3390,ak,z,ak
X0,1951,f,z,f
X0,2776,x,z,x
X0,543,ak,z,ak
X0,3222,i,z,i
X0,92,az,z,az
X0,2607,w,z,w
X0,2760,s,z,s
X0,1938,i,z,i
X0,1103,a,i,a
X0,2898,f,z,f
X0,2340,s,z,s
X0,2443,az,z,az
X0,2335,aj,z,aj
X0,4098,y,z,y
X0,3455,f,z,f
X0,3517,t,z,t
X0,1049,y,z,y
X0,1979,ad,z,ad
X0,899,ai,z,ai
X0,1460,ai,z,ai
X0,238,w,z,w
X0,3027,ak,z,ak
X0,3696,n,z,n
X0,2821,ay,z,ay
X0,164,d,z,d
X0,2488,al,z,al
X0,3940,al,z,al
X0,253,ak,z,ak
X0,2485,j,z,j
X0,2319,af,z,af
X0,2592,f,z,f
X0,4039,ak,z,ak
X0,2382,x,z,x
X0,931,j,z,j
X0,3650,i,z,i
X0,2578,n,z,n
X0,3298,o,z,o
X0,2577,x,z,x
X0,1924,o,z,o
X0,3433,b,z,b
X0,2415,ap,z,ap
X0,1091,al,z,al
X0,3454,j,z,j
X0,3741,ay,z,ay
X0,3154,aj,z,aj
X0,1182,t,z,t
X0,1453,t,z,t
X0,594,j,z,j
X0,678,t,z,t
X0,42,o,z,o
X0,3424,t,z,t
X0,3225,x,z,x
X0,244,o,z,o
X0,1125,j,z,j
X0,1340,ak,z,ak
X0,2305,aj,z,aj
X0,2310,au,z,au
X0,3807,n,z,n
X0,1443,ay,z,ay
X0,262,y,z,y
X0,3236,y,z,y
X0,3599,n,z,n
X0,1690,ak,z,ak
X0,2881,o,z,o
X0,1963,ak,z,ak
X0,3255,w,z,w
X0,341,af,z,af
X0,749,j,z,j
X0,114,y,z,y
X0,3824,o,z,o
X0,481,w,z,w
X0,2070,y,z,y
X0,2122,x,z,x
X0,3979,am,z,am
X0,2408,o,z,o
X0,3199,ay,z,ay
X0,3723,y,z,y
X0,2495,h,z,h
X0,2830,f,z,f
X0,3472,aq,z,aq
X0,3591,n,z,n
X0,3794,d,z,d
X0,2988,o,z,o
X0,3174,o,z,o
X0,2845,d,z,d
X0,2410,f,z,f
X0,3055,u,z,u
X0,1272,x,z,x
X0,3509,s,z,s
X0,2196,w,z,w
X0,1128,ay,z,ay
X0,627,t,z,t
X0,348,j,z,j
X0,1303,ay,z,ay
X0,1566,ay,z,ay
X0,3699,i,z,i
X0,980,at,z,at
X0,3214,o,z,o
X0,1424,ax,z,ax
X0,3739,ay,z,ay
X0,2160,x,z,x
X0,912,x,z,x
X0,2705,aj,z,aj
X0,633,d,z,d
X0,446,w,z,w
X0,618,ak,z,ak
X0,2284,y,z,y
X0,2615,az,z,az
X0,2356,aj,z,aj
X0,287,y,z,y
X0,3219,y,z,y
X0,3126,q,z,q
X0,3685,f,z,f
X0,2789,d,z,d
X0,1466,n,z,n
X0,2294,ay,z,ay
X0,1495,s,z,s
X0,354,y,z,y
X0,1954,f,z,f
X0,614,x,z,x
X0,2950,f,z,f
X0,2548,y,z,y
X0,1862,ay,z,ay
X0,4076,aj,z,aj
X0,58,w,z,w
X0,1836,b,z,b
X0,4159,t,z,t
X0,1736,ak,z,ak
X0,3621,am,z,am
X0,3001,f,z,f
X0,2536,t,z,t
X0,3124,y,z,y
X0,3101,t,z,t
X0,561,x,z,x
X0,2859,n,z,n
X0,3062,a,i,a
X0,425,t,z,t
X0,1094,as,z,as
X0,2751,f,z,f
X0,648,al,z,al
X0,73,y,z,y
X0,1923,x,z,x
X0,1765,x,z,x
X0,744,az,z,az
X0,3253,ak,z,ak
X0,1006,o,z,o
X0,1946,al,z,al
X0,288,n,z,n
X0,554,ay,z,ay
X0,1126,ay,z,ay
X0,1242,x,z,x
X0,3851,o,z,o
X0,2452,v,z,v
X0,2765,t,z,t
X0,2544,x,z,x
X0,2882,u,z,u
X0,1398,ay,z,ay
X0,1578,n,z,n
X0,2750,n,z,n
X0,3966,ay,z,ay
X0,1827,w,z,w
X0,2346,n,z,n
X0,4200,t,z,t
X0,2523,f,z,f
X0,2973,n,z,n
X0,509,aj,z,aj
X0,1101,w,z,w
X0,590,n,z,n
X0,2171,d,z,d
X0,650,f,z,f
X0,1547,t,z,t
X0,4166,x,z,x
X0,3861,f,z,f
X0,419,f,z,f
X0,4108,n,z,n
X0,1456,t,z,t
X0,2964,am,z,am
X0,661,y,z,y
X0,3931,a,i,a
X0,483,e,z,e
X0,1585,ax,z,ax
X0,3705,n,z,n
X0,2322,f,z,f
X0,1463,ak,z,ak
X0,3002,d,z,d
X0,3440,s,z,s
X0,2790,ay,z,ay
X0,857,f,z,f
X0,1191,n,z,n
X0,2378,s,z,s
X0,531,o,z,o
X0,3336,j,z,j
X0,2270,i,z,i
X0,1073,aj,z,aj
X0,720,x,z,x
X0,152,ak,z,ak
X0,2657,y,z,y
X0,3064,x,z,x
X0,2923,ba,z,ba
X0,3476,ay,z,ay
X0,3908,j,z,j
X0,2965,al,z,al
X0,2454,f,z,f
X0,2078,j,z,j
X0,3079,aj,z,aj
X0,1386,aj,z,aj
X0,4208,al,z,al
X0,1196,w,z,w
X0,4084,o,z,o
X0,2719,f,z,f
X0,1799,y,z,y
X0,1910,t,z,t
X0,1476,f,z,f
X0,2285,ak,z,ak
X0,2526,x,z,x
X0,298,o,z,o
X0,2380,y,z,y
X0,2261,x,z,x
X0,959,y,z,y
X0,1607,ay,z,ay
X0,909,aj,z,aj
X0,3094,w,z,w
X0,1610,ai,z,ai
X0,2616,ak,z,ak
X0,1287,o,z,o
X0,350,n,z,n
X0,3934,ay,z,ay
X0,3624,s,z,s
X0,1672,ay,z,ay
X0,1180,f,z,f
X0,2985,f,z,f
X0,3418,x,z,x
X0,2576,f,z,f
X0,1917,ay,z,ay
X0,1358,az,z,az
X0,787,ay,z,ay
X0,3895,f,z,f
X0,141,f,z,f
X0,789,h,z,h
X0,324,w,z,w
X0,2921,x,z,x
X0,715,t,z,t
X0,4000,ay,z,ay
X0,3385,x,z,x
X0,2326,ak,z,ak
X0,407,aj,z,aj
X0,1005,s,z,s
X0,891,t,z,t
X0,2447,n,z,n
X0,2797,j,z,j
X0,3258,e,z,e
X0,2359,ax,z,ax
X0,3534,n,z,n
X0,2667,y,z,y
X0,665,t,z,t
X0,1178,t,z,t
X0,1948,t,z,t
X0,3261,at,z,at
X0,3183,y,z,y
X0,962,o,z,o
X0,2010,y,z,y
X0,2367,ab,w,ab
X0,2759,az,z,az
X0,305,t,z,t
X0,3926,y,z,y
X0,2649,ak,z,ak
X0,1625,aj,z,aj
X0,3340,y,z,y
X0,822,ay,z,ay
X0,4093,d,z,d
X0,3556,t,z,t
X0,1001,o,z,o
X0,19,f,z,f
X0,1668,ax,z,ax
X0,494,o,z,o
X0,3877,w,z,w
X0,2654,af,z,af
X0,688,ay,z,ay
X0,2656,d,z,d
X0,2900,o,z,o
X0,2660,o,z,o
