index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,359399.0167,1.0,0.0,1.0,0.0,-3.469446951953614e-18,6.0,0.0,1.0,0.24,0.2879,0.81,0.0,3.0,13.0,16.0
2,359399.0167,1.0,0.0,1.0,1.0,-3.469446951953614e-18,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,8.0,32.000000000000014,40.0
3,359399.0167,10.0,0.0,1.0,12.56705226,32.0,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,5.0,27.0,32.0
4,359399.0167,45.0,0.0,1.0,3.0,52.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,3.0,10.0,13.0
5,359399.0167,23.0,0.0,1.0,3.999999999999999,98.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,0.0,1.0,1.0
6,359399.0167,98.0,0.0,1.0,5.0,91.0,6.0,0.0,2.0,0.24,0.25760000000000005,1.7486793349999998,0.0896,0.0,1.0,1.0
7,359399.0167,75.0,0.0,1.0,6.0,87.0,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,2.0,0.0,2.0
8,359399.0167,7.0,0.0,1.0,7.0,90.0,6.0,0.0,1.0,0.453009067,0.25760000000000005,0.86,0.0,1.0,2.0,3.0
9,359399.0167,71.0,0.0,-24.77026685,8.0,52.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,1.0,7.0,8.0
10,359399.0167,95.0,-0.200879421,1.0,9.0,92.0,6.0,0.0,1.0,0.32,0.3485,0.76,0.0,8.0,6.0,14.0
11,359399.0167,68.0,0.0,1.0,10.0,22.0,6.0,0.0,1.0,0.38,0.3939,0.76,0.2537,12.0,24.0,36.0
12,359399.0167,55.0,0.0,1.0,11.0,4.0,6.0,0.0,1.0,0.36,0.3333,0.81,0.2836,26.0,30.0,56.0
13,359399.0167,12.0,0.0,1.0,12.0,37.0,6.0,0.0,1.0,0.42,0.4242,0.77,0.2836,29.0,55.0,84.0
14,359399.0167,52.0,0.0,1.0,13.0,14.000000000000002,6.0,0.0,2.0,0.46,0.4545,0.72,0.2985,47.0,47.0,94.0
15,364186.6458,85.0,0.0,1.0,16.45978367,22.0,6.0,0.0,2.0,0.46,0.4545,0.72,0.2836,35.0,71.0,106.0
16,359399.0167,19.0,0.0,1.0,15.0,4.0,6.0,0.0,2.0,0.44,0.4394,0.77,0.2985,40.0,70.0,110.0
17,359399.0167,28.000000000000004,0.0,1.0,-23.992602420000004,26.0,6.0,0.0,2.0,0.42,0.4242,0.82,0.2985,41.0,52.0,93.0
18,359399.0167,36.0,0.0,1.0,43.07237736,49.0,6.0,0.0,2.0,0.44,0.4394,0.82,0.2836,15.0,52.0,67.0
19,359399.0167,142.3034573,0.0,1.0,18.0,16.0,-4.479331796,0.0,3.0,0.42,0.4242,0.88,0.2537,9.0,26.0,35.0
20,359399.0167,111.4387509,0.0,1.0,19.0,47.0,6.0,0.0,3.0,0.42,0.4242,0.88,0.2537,6.0,31.000000000000014,37.0
21,359399.0167,43.0,0.0,1.0,20.0,86.0,6.0,0.0,2.0,0.4,0.4091,0.87,0.2537,10.999999999999996,25.0,36.0
22,359399.0167,-76.51086844,0.0,1.0,21.0,31.0,6.0,0.0,2.0,0.4,0.4091,0.87,0.194,3.0,31.000000000000014,34.0
23,359399.0167,77.0,0.0,1.0,22.0,80.0,6.0,0.0,2.0,0.4,0.4091,0.94,0.2239,10.999999999999996,17.0,28.0
24,359399.0167,94.0,0.0,1.0,23.0,94.99999999999999,6.0,0.0,2.0,0.46,0.4545,0.88,0.2985,15.0,24.0,39.0
25,359423.0167,40.0,0.0,1.0,0.0,36.0,0.0,0.0,2.0,0.46,0.4545,0.88,0.2985,4.0000000000000036,13.0,17.0
26,359423.0167,49.0,0.0,1.0,1.0,53.0,0.0,0.0,2.0,0.44,0.4394,0.94,-0.012968808999999998,1.0,16.0,17.0
27,359423.0167,77.0,0.0,21.18572226,2.0,125.8884688,0.0,0.0,2.0,0.42,0.4242,1.0,0.2836,1.0,8.0,9.0
28,359423.0167,90.00000000000001,0.0,1.0,3.0,26.0,0.0,0.0,2.0,0.46,0.4545,0.94,0.194,2.0,4.0,6.0
29,359423.0167,77.0,0.0,1.0,3.999999999999999,37.0,0.0,0.0,2.0,0.46,0.4545,0.94,0.194,2.0,1.0,3.0
30,359423.0167,52.0,0.0,1.0,6.0,76.0,0.0,0.0,3.0,0.42,0.4242,0.77,0.2985,0.0,2.0,2.0
31,359423.0167,38.00000000000001,0.0,1.6728945880000001,7.0,60.0,0.0,0.0,2.0,0.4,0.4091,0.76,0.194,0.0,1.0,1.0
32,359423.0167,95.0,0.87351119,1.0,8.0,85.0,0.0,0.0,3.0,0.4,0.4091,0.71,0.2239,0.0,8.0,8.0
33,359423.0167,72.0,0.0,1.0,9.0,94.99999999999999,0.0,0.0,2.0,0.38,0.3939,0.76,0.2239,100.1042783,19.0,20.0
34,359423.0167,24.000000000000004,0.0,1.0,10.0,70.0,0.0,0.0,2.0,0.36,0.3485,0.81,0.2239,7.0,46.0,53.0
35,359423.0167,92.0,0.529491944,1.0,11.0,11.0,0.0,0.0,2.0,0.36,0.3333,0.71,0.2537,16.0,54.0,70.0
36,359423.0167,12.0,0.0,1.0,12.0,97.0,0.0,0.0,2.0,0.36,0.3333,0.66,0.2985,20.0,73.0,93.0
37,359423.0167,47.0,0.0,1.0,13.0,75.0,0.0,0.0,2.0,0.36,0.3485,0.66,0.1343,10.999999999999996,64.0,75.0
38,359423.0167,92.0,0.0,1.0,14.0,5.0,0.0,0.0,3.0,0.36,0.3485,0.76,0.194,4.0000000000000036,55.0,59.0
39,359423.0167,79.0,0.0,1.0,22.10059854,77.0,0.0,0.0,3.0,0.34,0.3333,0.81,0.910019921,19.0,55.0,74.0
40,359423.0167,70.0,0.0,1.0,26.961909730000002,71.0,0.0,0.0,3.0,0.34,0.3333,0.71,0.1642,9.0,67.0,76.0
41,359423.0167,87.0,0.0,1.0,17.0,79.0,0.0,0.0,1.0,0.34,0.3333,0.18406726800000006,0.194,7.0,57.999999999999986,65.0
42,353350.1244,85.0,0.0,1.0,18.0,5.0,0.0,0.0,2.0,1.063097957,0.3333,0.46,0.3284,10.0,43.0,53.0
43,359423.0167,13.0,0.0,1.0,19.0,29.000000000000004,0.0,0.0,1.0,0.32,0.2879,0.42000000000000004,0.4478,1.0,29.0,30.0
44,359423.0167,89.0,0.0,1.0,20.0,14.000000000000002,0.0,0.0,1.0,0.29999999999999993,0.2727,0.39,0.3582,457.5643166,17.0,22.0
45,359423.0167,39.0,0.0,1.0,21.0,42.0,0.0,0.0,1.0,0.26,0.2273,0.44,0.3284,10.999999999999996,20.0,31.0
46,359423.0167,26.0,0.0,1.0,22.0,97.0,0.0,0.0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9.0
47,359423.0167,34.0,0.0,1.0,23.0,33.0,0.0,0.0,1.0,0.21999999999999997,0.2273,0.47,0.1642,0.0,8.0,8.0
48,359447.0167,5.0,0.0,1.0,0.0,178.0950582,1.0,1.0,1.0,0.21999999999999997,0.197,0.44,0.3582,0.0,5.0,5.0
49,359447.0167,97.0,0.0,1.0,1.0,69.0,1.0,1.0,1.0,0.2,0.16670000000000001,0.44,0.4179,0.0,2.0,2.0
50,359447.0167,-132.5472742,0.0,1.0,3.999999999999999,11.0,1.0,1.0,1.0,0.16000000000000003,0.13640000000000002,0.47,0.3881,0.0,1.0,1.0
51,359447.0167,37.0,0.0,1.0,5.0,43.0,1.0,1.0,1.0,0.16000000000000003,0.13640000000000002,0.47,0.2836,0.0,3.0,3.0
52,359447.0167,57.0,0.0,1.0,11.27252353,12.999999999999998,1.0,1.0,1.0,0.14,0.10610000000000003,0.5,0.3881,0.0,30.0,30.0
53,359447.0167,31.0,0.0,1.0,7.0,60.60547295,1.0,1.0,1.0,0.14,0.13640000000000002,0.5,0.194,1.0,63.0,64.0
54,359447.0167,89.0,0.0,1.0,8.0,18.0,1.0,1.0,1.0,0.14,0.12120000000000003,0.5,0.2836,1.0,153.0,154.0
55,359447.0167,82.0,0.0,1.0,9.0,50.00000000000001,1.0,1.0,1.0,0.16000000000000003,0.13640000000000002,0.43,0.3881,7.0,81.0,88.0
56,359447.0167,96.0,0.0,1.0,10.0,61.00000000000001,1.0,1.0,1.0,0.18,0.16670000000000001,0.43,0.2537,10.999999999999996,32.999999999999986,44.0
57,359447.0167,70.0,0.0,1.0,11.0,60.0,1.0,1.0,1.0,0.2,0.18180000000000002,0.4,0.3284,10.0,41.0,51.0
58,359447.0167,90.00000000000001,0.0,1.0,12.0,47.0,1.0,1.0,1.0,0.21999999999999997,0.2121,0.35,0.2985,13.0,-754.8210989,61.0
59,359447.0167,16.0,0.0,1.0,13.0,45.0,1.0,1.0,1.0,0.24,0.2121,0.35,0.2836,8.0,53.0,61.0
60,359447.0167,85.0,0.0,1.0,14.0,31.0,1.0,1.0,1.0,0.26,0.24239999999999998,0.3,0.2836,10.999999999999996,66.0,77.0
61,359447.0167,427.5585974,0.0,1.0,15.0,90.0,1.0,1.0,1.0,0.26,0.24239999999999998,0.3,0.2537,14.0,57.999999999999986,72.0
62,359447.0167,50.0,0.0,1.0,16.0,94.99999999999999,1.0,1.0,1.0,0.26,0.24239999999999998,0.3,0.2537,9.0,67.0,76.0
63,359447.0167,25.0,0.0,1.0,17.0,14.000000000000002,1.0,1.0,1.0,0.24,0.2273,0.3,0.2239,10.999999999999996,146.0,157.0
64,359447.0167,73.0,0.0,1.0,18.0,39.0,1.0,1.0,1.0,0.24,0.25760000000000005,0.32,0.035811816999999996,9.0,148.0,157.0
65,354711.0519,7.0,0.0,1.0,19.0,90.0,1.0,1.0,1.0,-0.41769818699999994,0.25760000000000005,0.47,0.0,8.0,102.0,110.0
66,359447.0167,50.0,0.0,1.0,20.0,67.0,1.0,1.0,1.0,0.2,0.2273,0.47,0.1045,3.0,49.0,52.0
67,359447.0167,31.0,0.0,1.0,21.0,33.0,1.0,1.0,1.0,0.18,0.197,0.64,0.1343,39.07972388,49.0,52.0
68,359447.0167,5.0,0.0,1.0,22.0,44.0,1.0,1.0,1.0,0.14,0.15150000000000002,0.69,0.1343,0.0,20.0,20.0
