index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4,359399.0167,45.0,0.0,1.0,3.0,52.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,3.0,10.0,13.0
5,359399.0167,23.0,0.0,1.0,3.999999999999999,98.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,0.0,1.0,1.0
6,359399.0167,98.0,0.0,1.0,5.0,91.0,6.0,0.0,2.0,0.24,0.25760000000000005,0.75,0.0896,0.0,1.0,1.0
7,359399.0167,75.0,0.0,1.0,6.0,87.0,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,2.0,0.0,2.0
9,359399.0167,71.0,0.0,-24.77026685,8.0,52.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,1.0,7.0,8.0
10,359399.0167,95.0,0.0,1.0,9.0,92.0,6.0,0.0,1.0,0.32,0.3485,0.76,0.0,8.0,6.0,14.0
25,359423.0167,40.0,0.0,1.0,0.0,36.0,0.0,0.0,2.0,0.46,0.4545,0.88,0.2985,4.0000000000000036,13.0,17.0
26,359423.0167,49.0,0.0,1.0,1.0,53.0,0.0,0.0,2.0,0.44,0.4394,0.94,0.2537,1.0,16.0,17.0
27,359423.0167,77.0,0.0,21.18572226,2.0,125.8884688,0.0,0.0,2.0,0.42,0.4242,1.0,0.2836,1.0,8.0,9.0
28,359423.0167,90.00000000000001,0.0,1.0,3.0,26.0,0.0,0.0,2.0,0.46,0.4545,0.94,0.194,2.0,4.0,6.0
29,359423.0167,77.0,0.0,1.0,3.999999999999999,37.0,0.0,0.0,2.0,0.46,0.4545,0.94,0.194,2.0,1.0,3.0
30,359423.0167,52.0,0.0,1.0,6.0,76.0,0.0,0.0,3.0,0.42,0.4242,0.77,0.2985,0.0,2.0,2.0
31,359423.0167,38.00000000000001,0.0,1.6728945880000001,7.0,60.0,0.0,0.0,2.0,0.4,0.4091,0.76,0.194,0.0,1.0,1.0
32,359423.0167,95.0,0.0,1.0,8.0,85.0,0.0,0.0,3.0,0.4,0.4091,0.71,0.2239,0.0,8.0,8.0
33,359423.0167,72.0,0.0,1.0,9.0,94.99999999999999,0.0,0.0,2.0,0.38,0.3939,0.76,0.2239,1.0,19.0,20.0
46,359423.0167,26.0,0.0,1.0,22.0,97.0,0.0,0.0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9.0
47,359423.0167,34.0,0.0,1.0,23.0,33.0,0.0,0.0,1.0,0.21999999999999997,0.2273,0.47,0.1642,0.0,8.0,8.0
49,359447.0167,97.0,0.0,1.0,1.0,69.0,1.0,1.0,1.0,0.2,0.16670000000000001,0.44,0.4179,0.0,2.0,2.0
50,359447.0167,-132.5472742,0.0,1.0,3.999999999999999,11.0,1.0,1.0,1.0,0.16000000000000003,0.13640000000000002,0.47,0.3881,0.0,1.0,1.0
51,359447.0167,37.0,0.0,1.0,5.0,43.0,1.0,1.0,1.0,0.16000000000000003,0.13640000000000002,0.47,0.2836,0.0,3.0,3.0
69,359447.0167,33.0,0.0,1.0,23.0,74.0,1.0,1.0,1.0,0.18,0.2121,0.55,0.1045,1.0,11.0,12.0
70,359471.0167,81.0,0.0,1.0,0.0,10.0,2.0,1.0,1.0,0.16000000000000003,0.18180000000000002,0.55,0.1045,0.0,5.0,5.0
71,359471.0167,52.0,0.0,1.0,1.0,33.0,2.0,1.0,1.0,0.16000000000000003,0.18180000000000002,0.59,0.1045,0.0,2.0,2.0
72,359471.0167,26.0,0.0,1.0,2.0,39.0,2.0,1.0,1.0,0.14,0.15150000000000002,0.63,0.1343,0.0,1.0,1.0
