index,x,y,z,gt
11610,-5.8010864,0.08106995,8.272217,stand
4661,-5.804657,0.30958557,8.261505,stand
49597,0.42834473,-0.45332336,10.193176,sit
35300,-6.105774,0.4143219,8.031799,stand
649,-5.983185,0.26197815,7.97348,stand
32561,-6.139099,0.3321991,8.046082,stand
58243,0.30337524,-0.55329895,10.275299,sit
16244,-6.1105347,0.06440735,7.934204,stand
40190,-6.1748047,0.100112915,7.919922,empty
45991,0.4295349,-0.483078,10.15271,sit
55683,0.42001343,-0.5092621,10.230072,sit
13107,-5.8332214,0.07273865,8.247223,stand
6015,-5.848694,0.29411316,8.205566,stand
45200,0.42596436,-0.47712708,10.312195,sit
43552,0.36645508,-0.49617004,10.319336,sit
48290,0.37954712,-0.51878357,10.227692,sit
4549,-5.786804,0.2917328,8.186523,stand
19059,-6.130768,0.18223572,8.094879,stand
13035,-5.720154,0.04536438,8.274597,stand
33351,-6.1402893,0.4476471,8.015137,stand
62138,0.39978027,-0.49378967,10.297913,sit
48200,0.37954712,-0.5247345,10.252686,sit
15707,-5.9498596,0.5523834,8.075836,stand
23855,-6.14505,0.025131226,8.071075,stand
47761,0.39263916,-0.52116394,10.238403,sit
36375,-6.1414795,0.31791687,8.016327,stand
19529,-6.098633,0.1667633,7.9056396,stand
56970,0.37597656,-0.52830505,10.28006,sit
69767,0.372406,-0.5092621,10.224121,sit
23588,-6.053406,0.31077576,8.048462,stand
4060,-5.8070374,0.32624817,8.254364,stand
36007,-6.028412,0.3476715,8.054413,stand
69022,0.27719116,-0.48664856,10.227692,sit
15937,-6.2509766,-0.32002258,8.138916,stand
44746,0.4128723,-0.57710266,10.190796,sit
13756,-5.8141785,0.07154846,8.22937,stand
6989,-5.746338,0.29530334,8.312683,stand
9124,-5.848694,0.24412537,8.234131,stand
14056,-5.7106323,0.048934937,8.29245,stand
16112,-6.3021545,-0.041519165,7.7818604,stand
10419,-5.76062,0.121536255,8.281738,stand
22590,-6.1593323,0.34648132,7.9746704,stand
62749,0.6175842,-0.6330414,10.393127,sit
35212,-6.111725,0.4643097,8.082977,stand
54750,0.34979248,-0.48664856,10.288391,sit
49023,0.39263916,-0.54377747,10.245544,sit
33120,-6.118866,0.37980652,7.9865723,stand
6234,-5.818939,0.2834015,8.272217,stand
6254,-5.82489,0.23817444,8.268646,stand
43956,0.46524048,-0.64375305,10.227692,sit
28170,-6.189087,0.31791687,8.003235,stand
30420,-6.2307434,0.40003967,8.0329895,stand
15259,-5.536865,0.39646912,8.341248,stand
9862,-5.8796387,0.3155365,8.2127075,stand
30577,-6.222412,0.34648132,7.9425354,stand
61348,0.39144897,-0.4925995,10.319336,sit
60606,0.33312988,-0.5640106,10.251495,sit
10264,-5.8141785,-0.024856567,8.275787,stand
38097,-6.183136,0.3560028,7.958008,stand
31828,-6.093872,0.3726654,7.9175415,stand
42119,0.3640747,-0.5259247,10.21817,sit
6740,-5.7998962,0.27030945,8.279358,stand
1390,-5.7998962,0.3000641,8.299591,stand
18692,-6.259308,0.19294739,7.9104004,stand
27621,-6.2390747,0.34291077,7.9365845,stand
16581,-6.151001,0.05845642,8.017517,stand
63844,0.3390808,-0.58543396,10.211029,sit
37198,-6.0641174,0.45240784,8.029419,stand
5558,-5.816559,0.2167511,8.218658,stand
11299,-5.857025,0.07987976,8.236511,stand
61831,0.4640503,-0.5580597,10.200317,sit
27256,-6.1986084,0.28102112,7.9830017,stand
769,-5.9046326,0.21794128,8.09845,stand
59248,0.46166992,-0.54615784,10.195557,sit
26877,-6.068878,0.25483704,7.9294434,stand
9265,-5.792755,0.2584076,8.222229,stand
62277,0.37835693,-0.55448914,10.27887,sit
67013,0.37597656,-0.5747223,10.2907715,sit
12493,-5.7510986,0.18937683,8.254364,stand
52556,0.36050415,-0.48664856,10.259827,sit
53166,0.32122803,-0.48902893,10.186035,sit
5079,-5.8010864,0.26078796,8.248413,stand
38147,-6.117676,0.3488617,7.8984985,stand
43631,0.31765747,-0.483078,10.413361,sit
36087,-5.998657,0.36671448,8.1484375,stand
43331,0.52474976,-0.5890045,10.270538,sit
15074,-5.643982,0.17866516,8.305542,stand
37145,-6.055786,0.40361023,8.03537,stand
37168,-6.189087,0.4797821,8.087738,stand
22511,-6.1867065,0.19651794,7.887787,stand
43862,0.372406,-0.5747223,10.233643,sit
59989,0.39501953,-0.5425873,10.251495,sit
54714,0.40216064,-0.5318756,10.199127,sit
2251,-5.8534546,0.3000641,8.23056,stand
42701,0.36050415,-0.46284485,10.262207,sit
56103,0.44024658,-0.598526,10.240784,sit
1443,-5.857025,0.24888611,8.235321,stand
42484,0.38787842,-0.51997375,10.241974,sit
66529,0.32598877,-0.53663635,10.236023,sit
20229,-6.184326,0.21199036,7.9937134,stand
56859,0.3390808,-0.51878357,10.252686,sit
34761,-6.1355286,0.29768372,7.9437256,stand
23894,-6.1926575,0.31910706,7.9294434,stand
2490,-5.9296265,0.27149963,8.168671,stand
22342,-6.1152954,0.27149963,7.965149,stand
69285,0.33670044,-0.5413971,10.255066,sit
30339,-6.285492,0.3821869,7.8520813,stand
13986,-5.767761,0.07392883,8.351959,stand
28502,-6.233124,0.25483704,8.025848,stand
15260,-5.5380554,0.39527893,8.41861,stand
59960,0.33312988,-0.515213,10.234833,sit
4706,-5.8641663,0.24531555,8.22937,stand
3320,-5.816559,0.28935242,8.272217,stand
37885,-6.2128906,0.2667389,7.902069,stand
15602,-5.8129883,0.9308624,8.173431,stand
60026,0.31765747,-0.44380188,10.259827,sit
4080,-5.835602,0.36195374,8.278168,stand
43617,0.3735962,-0.54377747,10.161041,sit
8762,-5.8534546,0.21437073,8.22937,stand
5134,-5.786804,0.34291077,8.267456,stand
21823,-6.279541,0.40122986,7.8270874,stand
49703,0.39382935,-0.48069763,10.193176,sit
1801,-5.8736877,0.32981873,8.1805725,stand
23847,-6.0772095,0.21080017,8.031799,stand
19487,-6.1593323,0.12748718,8.040131,stand
13378,-5.8237,0.01322937,8.266266,stand
36981,-6.165283,0.27149963,7.990143,stand
27443,-6.101013,0.36790466,8.003235,stand
40995,0.30099487,-0.77467346,10.246735,sit
60151,0.4069214,-0.4759369,10.222931,sit
49239,0.30218506,-0.48545837,10.178894,sit
912,-5.9474792,0.27983093,8.152008,stand
63409,0.34503174,-0.5318756,10.309814,sit
48119,0.3652649,-0.534256,10.232452,sit
64879,0.067718506,-0.7699127,10.120575,sit
44021,0.3985901,-0.6151886,10.301483,sit
68311,0.43429565,-0.5175934,10.191986,sit
