index,x,y,z,gt
11610,-5.8010864,0.08106995,-3.622761311,stand
4661,-5.804657,0.30958557,8.261505,stand
49597,0.42834473,-0.45332336,10.193176,sit
35300,empty,0.4143219,7.958900988,stand
649,-5.983185,0.26197815,7.97348,stand
32561,-6.139099,0.3321991,8.046082,stand
58243,0.30337524,-0.55329895,10.275299,sit
16244,-6.1105347,1.610429199,empty,stand
40190,-2.933593153,0.100112915,12.04210448,empty
45991,0.4295349,-0.483078,10.15271,sit
55683,0.42001343,-0.5092621,10.230072,sit
13107,18.76093767,0.07273865,8.247223,stand
6015,-7.749739256,1.226764564,8.205566,stand
45200,0.42596436,-0.47712708,16.30190986,sit
43552,0.36645508,-0.49617004,10.319336,sit
48290,0.37954712,-0.51878357,10.227692,sit
4549,-5.786804,0.2917328,2.359302546,stand
19059,-6.130768,0.18223572,8.094879,stand
13035,-5.720154,0.04536438,8.274597,stand
33351,-6.1402893,0.4476471,8.015137,stand
62138,7.02435405,-0.49378967,10.297913,sit
48200,0.37954712,-0.5247345,14.53297226,sit
15707,-5.9498596,0.5523834,8.075836,stand
23855,empty,0.025131226,8.071075,stand
47761,0.39263916,-0.52116394,10.238403,sit
36375,-6.1414795,0.31791687,8.016327,stand
19529,-6.098633,0.1667633,7.9056396,stand
56970,0.37597656,-0.52830505,10.28006,sit
69767,0.372406,-0.5092621,12.84164828,sit
23588,-21.46310868,0.31077576,8.048462,stand
4060,-5.8070374,0.32624817,8.254364,stand
36007,-6.028412,0.3476715,8.054413,stand
69022,0.240380851,-0.48664856,10.227692,sit
15937,-6.2509766,empty,10.86084515,stand
44746,0.4128723,-0.57710266,10.190796,sit
13756,-5.8141785,0.07154846,8.22937,stand
6989,-15.58441143,1.612258703,8.312683,stand
9124,-5.848694,0.24412537,8.234131,stand
14056,-5.7106323,-1.060305636,8.29245,stand
16112,-6.3021545,-0.041519165,7.7818604,stand
10419,-5.76062,0.121536255,12.37723134,stand
22590,-6.1593323,0.34648132,7.9746704,stand
62749,0.6175842,-0.6330414,5.204299737,sit
35212,-6.111725,0.4643097,7.187115637,stand
54750,0.34979248,-0.48664856,10.288391,sit
49023,0.39263916,-0.54377747,11.9432868,sit
33120,-6.118866,0.37980652,empty,stand
6234,-3.656494246,0.2834015,empty,stand
6254,-5.82489,1.502503178,8.268646,stand
43956,0.46524048,-0.64375305,10.227692,sit
28170,-6.189087,0.31791687,8.003235,stand
30420,4.849808385,0.40003967,8.0329895,stand
15259,-5.536865,0.39646912,8.341248,stand
9862,-5.8796387,0.3155365,8.2127075,stand
30577,-6.129926004,0.34648132,7.9425354,stand
61348,0.39144897,-0.4925995,10.319336,sit
60606,0.33312988,-0.5640106,10.251495,sit
10264,-5.8141785,empty,8.275787,stand
38097,-6.183136,1.643428505,7.958008,stand
31828,-6.093872,0.3726654,13.13464265,stand
42119,0.3640747,-3.394293659,10.21817,sit
6740,empty,0.27030945,8.279358,stand
1390,-5.7998962,0.3000641,8.299591,stand
18692,-6.259308,0.19294739,7.9104004,stand
27621,-15.46046571,0.34291077,7.9365845,stand
16581,empty,-1.354919114,8.017517,stand
63844,0.3390808,-0.58543396,10.211029,sit
37198,-6.0641174,0.45240784,8.029419,stand
5558,-15.3593572,2.774108247,8.218658,stand
11299,-5.885990768,0.07987976,8.236511,stand
61831,-15.10759999,-0.004607205,10.200317,sit
27256,-6.1986084,0.28102112,7.9830017,stand
769,-5.9046326,empty,8.09845,stand
59248,0.46166992,-0.54615784,10.195557,sit
26877,-6.068878,0.25483704,7.9294434,stand
9265,-5.792755,0.2584076,8.222229,stand
62277,0.37835693,-0.429704024,10.27887,sit
67013,11.2941546,-0.5747223,10.2907715,sit
12493,-5.7510986,-0.02640476,8.254364,stand
52556,0.36050415,-0.48664856,10.259827,sit
53166,18.14562023,-0.48902893,10.186035,sit
5079,10.0912751,0.26078796,8.248413,stand
38147,1.292970548,0.457778401,7.8984985,stand
