i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.5687898186965017,-0.5353074734119386,-0.09485987304257867,1.030629020606315,-0.6023325993219578,-0.2909659409396229,1.0310578503150083,-0.6972351427798258,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.5687898186965017,-0.5353074734119386,-0.09485987304257867,1.030629020606315,-0.6023325993219578,-0.2909659409396229,1.0310578503150083,-0.6972351427798258,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.381570778264696,1.7790092543808238,1.7659804321464279,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.3235806723080351,-0.2915947569069081,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.381570778264696,1.7790092543808238,1.7659804321464279,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.3235806723080351,-0.2915947569069081,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,0.009397120120925554,-1.381570778264696,1.7790092543808238,1.7659804321464279,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.3235806723080351,-0.2915947569069081,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.1160601391068625,1.923059188872615,1.852531144015684,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.7356344164251482,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.1160601391068625,1.923059188872615,1.852531144015684,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.7356344164251482,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.1160601391068625,1.923059188872615,0.0021096575569234622,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.7356344164251482,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-1.1160601391068625,1.923059188872615,1.852531144015684,1.030629020606315,-0.666217056519537,-0.2909659409396229,1.0310578503150083,-0.7356344164251482,-0.31422634319901793,0.0
-0.7584744373511332,-0.5435129467889163,-0.5634297508086732,-0.1535443120178084,-0.6772384949301103,-0.7218822947530842,-2.2280088439587584,-0.6710065031233627,-0.7085325513617721,-0.850549499949029,1.9050930500495853,1.852531144015684,1.030629020606315,-0.7376173322109488,-0.2909659409396229,1.0310578503150083,-0.7356344164251482,-0.31422634319901793,0.0
