Attribute,Index,Dirty Value,Clean Value
frequency,22,22..,2500
frequency,30,2200,200
frequency,31,225500..,250
frequency,44,000000..,5000
frequency,50,22..00,250
frequency,71,220000..,2000
frequency,74,44000000..00,4000
frequency,78,0,10000
frequency,82,0,400
frequency,86,11,1000
frequency,87,550000,1250
frequency,107,55..,3150
frequency,109,0,5000
frequency,118,112255..,1250
frequency,126,8800..,8000
frequency,131,0,630
frequency,132,0,800
frequency,155,550000..,5000
frequency,160,0,500
frequency,169,00..,4000
frequency,175,55,250
frequency,180,8800..00,800
frequency,181,0000..00,1000
frequency,183,1166..,1600
frequency,208,1100,1250
frequency,210,220000,2000
frequency,219,00..00,630
frequency,230,1155,315
frequency,239,..00,2500
frequency,243,663300..00,6300
frequency,249,112255..00,1250
frequency,252,00..00,2500
frequency,264,00..00,1250
frequency,305,6600..00,1600
frequency,321,110000,1000
frequency,333,5500..,500
frequency,340,..00,2500
frequency,343,0,5000
frequency,350,6633,630
frequency,364,8800,800
frequency,393,331155,315
frequency,394,440000,400
frequency,415,11225500,1250
frequency,416,6600,1600
frequency,424,5500,250
frequency,428,663300,630
frequency,432,11000000,1600
frequency,439,220000..,200
frequency,447,225500..00,1250
frequency,460,225500..,2500
frequency,477,3355..,3150
frequency,480,3300,6300
frequency,493,11550000,3150
frequency,516,..00,1600
frequency,525,11000000,12500
frequency,536,0,4000
frequency,540,11000000..00,10000
frequency,547,..00,1250
frequency,559,1100..,1000
frequency,567,..00,6300
frequency,586,66..00,630
frequency,596,66330000,6300
frequency,614,3355..,315
frequency,631,55..,250
frequency,634,0,500
frequency,642,5500,3150
frequency,649,0,400
frequency,659,00..,4000
frequency,665,0,400
frequency,679,5500,250
frequency,686,1155..00,1250
frequency,687,11660000..,1600
frequency,727,11000000,1000
frequency,734,550000,5000
frequency,740,0,1000
frequency,743,220000..00,2000
frequency,750,1100000000,10000
frequency,752,0,800
frequency,758,1155,3150
frequency,762,0000..00,8000
frequency,773,00..,5000
frequency,819,00..,5000
frequency,832,0,500
frequency,841,44000000,4000
frequency,856,..00,200
frequency,893,0,800
frequency,894,110000..00,1000
frequency,897,0,2000
frequency,904,55..,250
frequency,915,5500,3150
frequency,946,55000000,2500
frequency,956,110000..,1000
frequency,964,1100..00,3150
frequency,976,44000000..00,4000
frequency,978,0,6300
frequency,1002,00..,5000
frequency,1008,00..00,2000
frequency,1028,11225500,12500
frequency,1030,0000..,20000
frequency,1035,11..00,1250
frequency,1044,0,10000
frequency,1049,5500..00,1250
frequency,1054,44000000,4000
frequency,1071,3300,630
frequency,1096,55..,5000
frequency,1102,550000,500
frequency,1115,1155..00,315
frequency,1116,00..00,400
frequency,1146,880000,8000
frequency,1147,1100000000,10000
frequency,1166,2255,250
frequency,1170,00..,630
frequency,1171,00..,800
frequency,1189,1122..00,1250
frequency,1234,11225500,1250
frequency,1240,0,5000
frequency,1268,22550000,12500
frequency,1301,3300..00,3150
frequency,1313,225500..,2500
frequency,1332,000000..,10000
frequency,1342,..00,5000
frequency,1347,110000,1000
frequency,1354,66330000,630
frequency,1355,8800,800
frequency,1361,0,400
frequency,1366,0,1250
frequency,1393,66330000,6300
frequency,1409,330000,6300
frequency,1432,880000,800
frequency,1447,33..,630
frequency,1476,33115500,315
frequency,1486,331155..,3150
frequency,1496,5500..00,1250
frequency,1501,0000..00,4000
angle,21,00..,0
angle,53,00..00,0
angle,79,11..55,1.5
angle,80,..,1.5
angle,85,11,1.5
angle,92,11..,1.5
angle,96,11..55,1.5
angle,111,3300,3
angle,112,33..,3
angle,121,33..,3
angle,124,3300,3
angle,127,0,3
angle,133,..00,3
angle,150,33..,3
angle,165,4400,4
angle,172,44..00,4
angle,187,0,4
angle,202,..,0
angle,212,00..,0
angle,227,00..,0
angle,229,..00,0
angle,255,..00,2
angle,284,22..00,2
angle,298,22..00,2
angle,310,0,4
angle,318,0,4
angle,344,44,4
angle,362,55,5.3
angle,373,..33,5.3
angle,383,55..,5.3
angle,392,77,7.3
angle,403,..,7.3
angle,404,33,7.3
angle,413,7733,7.3
angle,443,77,7.3
angle,444,7733,7.3
angle,462,00..,0
angle,470,..00,0
angle,478,..,0
angle,489,00..,0
angle,512,..,2.7
angle,519,..77,2.7
angle,526,22..77,2.7
angle,530,2277,2.7
angle,531,..,2.7
angle,537,22,2.7
angle,550,55,5.4
angle,568,..44,5.4
angle,569,55,5.4
angle,576,5544,5.4
angle,590,55,5.4
angle,607,77..,7.2
angle,647,99,9.9
angle,650,..99,9.9
angle,663,..,9.9
angle,685,99,9.9
angle,702,11..,12.6
angle,706,..,12.6
angle,721,..66,12.6
angle,787,44,4.2
angle,798,44..22,4.2
angle,813,88,8.4
angle,821,8844,8.4
angle,824,88,8.4
angle,828,88..,8.4
angle,830,88..,8.4
angle,835,88,8.4
angle,836,44,8.4
angle,845,11..,11.2
angle,846,11,11.2
angle,867,..22,11.2
angle,886,115544,15.4
angle,913,11,15.4
angle,921,1155..,15.4
angle,922,5544,15.4
angle,930,1155..44,15.4
angle,937,1177,19.7
angle,939,1199,19.7
angle,955,11..77,19.7
angle,982,..00,0
angle,995,..,0
angle,1001,..00,0
angle,1011,88,4.8
angle,1021,4488,4.8
angle,1024,44,4.8
angle,1027,88,4.8
angle,1033,44..88,4.8
angle,1036,44,4.8
angle,1038,..,4.8
angle,1047,..88,4.8
angle,1077,99..,9.5
angle,1083,..55,9.5
angle,1087,99..55,9.5
angle,1095,99..55,9.5
angle,1149,77..44,17.4
angle,1155,77,17.4
angle,1158,..44,17.4
angle,1175,77..44,17.4
angle,1176,1177..44,17.4
angle,1180,11..44,17.4
angle,1193,1144,17.4
angle,1198,7744,17.4
angle,1213,22..,22.2
angle,1215,22..22,22.2
angle,1238,2222..,22.2
angle,1253,..00,0
angle,1324,33..,3.3
angle,1356,6677,6.7
angle,1439,11..33,12.3
angle,1441,1122..33,12.3
angle,1443,..,12.3
angle,1466,11,12.3
angle,1468,1133,12.3
chord_length,6,..0088,0.3048
chord_length,8,3300,0.3048
chord_length,16,4488,0.3048
chord_length,25,44,0.3048
chord_length,41,..3344,0.3048
chord_length,45,00..88,0.3048
chord_length,46,330044,0.3048
chord_length,55,..44,0.3048
chord_length,63,33004488,0.3048
chord_length,77,00..3344,0.3048
chord_length,88,3388,0.3048
chord_length,95,3344,0.3048
chord_length,101,33004488,0.3048
chord_length,128,330044,0.3048
chord_length,143,330088,0.3048
chord_length,145,44,0.3048
chord_length,156,330088,0.3048
chord_length,163,..004488,0.3048
chord_length,178,3388,0.3048
chord_length,251,..2288,0.2286
chord_length,314,..2222,0.2286
velocity,1,33,71.3
velocity,26,55..,55.5
velocity,54,11..77,31.7
velocity,56,3311,31.7
velocity,69,7711..,71.3
velocity,106,77,71.3
thickness,13,663377,0.00266337
thickness,14,2266663377,0.00266337
thickness,28,223388,0.00283081
thickness,48,33113388,0.00310138
thickness,51,00..33116666,0.00331266
thickness,65,1122,0.00331266
thickness,72,3377,0.00336729
thickness,83,332211,0.00392107
thickness,94,..0000339922110077,0.00392107
thickness,99,44225577,0.00425727
thickness,142,44557711,0.00495741
thickness,153,55229911,0.00529514
thickness,157,00..0000449977777733,0.00497773
thickness,159,449977,0.00497773
thickness,194,11334455,0.00214345
thickness,200,44,0.00214345
thickness,215,..002266,0.00229336
thickness,248,229911,0.00293031
thickness,250,223311,0.00293031
thickness,257,00..00229900,0.00293031
thickness,259,00..00331155,0.00313525
thickness,266,3355,0.00313525
thickness,279,33,0.00346574
thickness,285,66557744,0.00346574
thickness,287,337722,0.00372371
thickness,288,00..0000777711,0.00372371
thickness,306,..00006633,0.00400603
thickness,313,66,0.00400603
thickness,328,4488,0.0042862
thickness,331,44773300,0.00473801
thickness,332,77,0.00473801
thickness,338,..004433,0.00473801
thickness,361,994422,0.0051942
thickness,445,3377,0.0132672
thickness,584,55225544,0.00525474
