i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
-0.7451654658978136,-0.5459630599534446,-0.5687328232081544,0.21614534296419227,1.3861465488648133,1.4348969122471635,0.6752208497266586,0.9720267323197769,1.3492685429359472,0.47085615741286707,-0.5472735751690079,-0.5277405558213742,-1.0216820605343995,-0.19336299562040493,-0.2987697460042277,-1.0171666440954883,0.23525460072462404,-0.2881953586473161,0.0
1.6400475682366409,2.2478005291972205,1.9277284611684748,1.6704839949644221,-0.6826187973209007,-0.6861369638568485,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.05636410399998272,-0.2987697460042277,-1.0171666440954883,-0.30213672689716703,-0.2881953586473161,1.0
-0.765727647226559,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6804354038156915,-0.7261564709531506,0.20265910915474133,1.8926223471293229,1.5516863740811515,0.4742836048671749,-0.5480311924825683,-0.5277405558213742,-1.0216820605343995,0.7077239938618001,-0.2652098204658265,-1.0171666440954883,0.9411447422203332,-0.2656999372646725,0.0
-0.7605871018943726,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6826187973209007,-0.7261564709531506,0.18203823320251222,1.6188288575040535,1.5112028078521107,0.2720642050630133,1.7430035637238186,1.8844899403278395,1.0482641275630271,0.32763914518183634,-0.28758310415809396,1.0487481602242446,-0.9530144080418831,-0.2994430693386379,0.0
-0.16942438869294527,-0.5459630599534446,-0.5687328232081544,-1.2965335414944994,-0.6740837136187193,-0.6461174567605464,-1.3731194948614338,0.9720267323197769,1.3087849767069064,-1.798114057338912,1.7371590873049247,1.8406312040342174,1.0482641275630271,1.3649993965618978,-0.2652098204658265,1.0487481602242446,-1.1525427247448734,-0.2994430693386379,0.0
1.85080992685628,2.148694405719182,1.9277284611684748,1.6704839949644221,-0.6826187973209007,-0.7261564709531506,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.48799339468440617,-0.5439184127803837,-0.5277405558213742,-1.0216820605343995,-0.23864229030851059,-0.2987697460042277,-1.0171666440954883,-0.3555420693643416,-0.2994430693386379,0.0
-0.9764900058461983,-0.5459630599534446,-0.5687328232081544,0.607858332328151,1.5460305005417232,1.5149359264397677,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.47085615741286707,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.4914516856504338,-0.32114302969649516,-1.0171666440954883,1.7602740027370702,-0.24320451588202896,1.0
-0.1745649340251316,-0.5459630599534446,-0.5687328232081544,-1.2923663820331808,-0.6549293978684749,-0.6060979496642444,-0.5551580820896788,1.6167012189343684,1.5921699403101923,0.46742870995855923,-0.5480311924825683,-0.5715992921149964,1.0482641275630271,1.263991739180739,-0.2652098204658265,1.0487481602242446,-0.33217722930432597,-0.2994430693386379,1.0
-0.7605871018943726,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.679939178019053,-0.6861369638568485,0.5893005332590373,-0.6784608928691171,-0.7153933347451357,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,-0.8377972851211828,-0.39566856227174874,1.882625413991852,-0.8386001784159915,-1.1429000923391526,1.9500990689257203,1.0
-0.16942438869294532,-0.5459630599534446,-0.5687328232081544,-1.2965335414944994,-0.6785497457884654,-0.7261564709531506,-0.8197926568099525,1.6742594412932186,1.5112028078521107,0.47085615741286707,-0.5454336474075043,-0.5277405558213742,1.0482641275630271,2.2292243961377602,-0.242836536773559,1.0487481602242446,-0.8291436686760861,-0.3219384907212815,0.0
-0.765727647226559,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6756716361679623,-0.6861369638568485,-2.2409146911844093,-0.6784608928691171,-0.7153933347451357,-1.2394401222867368,1.5532745421993575,1.8844899403278395,1.0482641275630271,-1.2318842545565716,-0.32114302969649516,1.0487481602242446,-0.3739619697291158,-0.3219384907212815,0.0
-0.16942438869294527,-0.5459630599534446,-0.5687328232081544,-1.2965335414944994,-0.6756716361679623,-0.6461174567605464,-0.8026085935164282,1.685681500983107,1.5516863740811515,0.47085615741286707,-0.5480311924825683,-0.5715992921149964,1.0482641275630271,1.6006839304512681,-0.2652098204658265,1.0487481602242446,-0.7460686817960307,-0.33318620141260324,0.0
-0.7451654658978136,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6766640877612392,-0.6861369638568485,0.2868610192930102,1.9321516321345253,1.5921699403101923,0.45029147268702013,0.028299121047241388,0.5248691152255555,1.0482641275630271,0.3589863491966787,-0.28758310415809396,1.0487481602242446,-0.7460686817960307,-0.2994430693386379,0.0
-0.75030601123,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6777557845138439,-0.6461174567605464,-2.2615355671366384,-0.6784608928691171,-0.7153933347451357,-0.5779428497329914,1.90448428255696,1.7967724677405954,1.0482641275630271,-0.5782370004693029,-0.2987697460042277,1.0487481602242446,-0.38039039133292957,-0.2994430693386379,0.0
-0.1128783900388957,0.13715330131109385,0.813236818832149,-0.5922835925316374,1.1236431024430713,1.3548578980545594,0.7336466649246411,-0.6784608928691171,-0.7153933347451357,0.47085615741286707,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.4537189400770124,-0.2987697460042277,-1.0171666440954883,0.2619572750789276,-0.2656999372646725,0.0
-0.75030601123,-0.5459630599534446,-0.5687328232081544,-0.019299166600314843,1.2633802867764599,1.5149359264397677,0.48275934083918687,1.4525371061365586,1.5112028078521107,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.11412422991622005,-0.2987697460042277,-1.0171666440954883,0.7547205157097325,-0.2656999372646725,0.0
-0.75030601123,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6802369134970361,-0.6861369638568485,0.2731137686581908,2.055666650153614,1.5516863740811515,0.46742870995855923,-0.08923979359940147,0.6125865878127995,1.0482641275630271,1.2008619533175149,-0.2652098204658265,1.0487481602242446,-0.7846392114189136,-0.3219384907212815,0.0
0.8689657684086921,2.2785614591706524,2.0168877927533546,-0.1818183855917445,1.5798730998724657,1.3148383909582573,0.737083477583346,-0.6784608928691171,-0.7153933347451357,0.47085615741286707,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.20468281929243134,-0.2987697460042277,-1.0171666440954883,-0.05513698287842685,-0.2881953586473161,0.0
-0.15914329802857263,-0.5459630599534446,-0.5687328232081544,-0.6964625790646052,1.721595187392408,1.5549554335360698,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,1.0482641275630271,-0.7819938265657783,-0.2987697460042277,1.0487481602242446,-0.193966164822329,-0.2994430693386379,0.0
-0.7554465565621863,-0.5459630599534446,-0.5687328232081544,0.5953568539441949,1.6256251183225312,1.594974940632372,0.7336466649246411,-0.6576324310816734,-0.634426202287054,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.15563025004698355,-0.2987697460042277,-1.0171666440954883,1.3247484390786843,-0.2656999372646725,0.0
-0.75030601123,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6826187973209007,-0.7261564709531506,0.5875821269296849,-0.6784608928691171,-0.7153933347451357,0.48799339468440617,-0.544351336959561,-0.5277405558213742,-1.0067724841495442,-0.6219199097677638,0.26671060111804396,-1.0047661950899678,1.6341780405084145,0.21795162246216448,0.0
0.9255117670627417,2.5032840348674688,2.0168877927533546,1.6725675746950814,-0.6826187973209007,-0.7261564709531506,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.48799339468440617,-0.5480311924825683,-0.5715992921149964,-1.0216820605343995,-0.5782370004693029,-0.2987697460042277,-1.0171666440954883,1.0307717741965834,-0.2656999372646725,1.0
-0.1745649325482425,-0.5459630599534446,-0.5687328232081544,-1.2923663820331808,-0.5158869296503802,-0.2459223857975253,-0.4829850162568769,1.7296900250823835,1.5112028078521107,0.4742836048671749,-0.5480311924825683,-0.5715992921149964,1.0482641275630271,0.6058455808135623,-0.2652098204658265,1.0487481602242446,-0.6629936949159753,-0.3219384907212815,1.0
-0.75030601123,-0.5459630599534446,-0.5687328232081544,-0.15681542882383226,-0.6546316623904919,-0.6060979496642444,0.20265910915474133,1.0449263485758302,1.4707192416230699,0.30633867960609157,1.639967609079616,1.9283486766214615,1.0482641275630271,0.25710793614844096,-0.2652098204658265,1.0487481602242446,-0.7460686817960307,-0.3219384907212815,0.0
1.0694470363639588,2.0318028718201413,1.8831488034534483,1.6704839949644221,-0.6543339269125088,-0.6060979496642444,0.7353650712539935,-0.6784608928691171,-0.7153933347451357,0.47085615741286707,-0.5459748026314759,-0.5715992921149964,-1.0216820605343995,-0.5291844312238552,-0.2987697460042277,-1.0171666440954883,0.7762310033840326,-0.2656999372646725,0.0
