Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: X0, MSE: nan, Jaccard: 0.0
Attribute: X1, MSE: nan, Jaccard: 0.0
Attribute: X2, MSE: nan, Jaccard: 0.0
Attribute: X3, MSE: nan, Jaccard: 0.0
Attribute: X4, MSE: nan, Jaccard: 0.0
Attribute: X5, MSE: nan, Jaccard: 0.0
Attribute: X6, MSE: nan, Jaccard: 0.0
Attribute: X8, MSE: nan, Jaccard: 0.0
Attribute: X10, MSE: 0.0, Jaccard: 0.0
Attribute: X11, MSE: 0.0, Jaccard: 0.0
Attribute: X12, MSE: 0.0, Jaccard: 0.0
Attribute: X13, MSE: 0.0, Jaccard: 0.0
Attribute: X14, MSE: 0.0, Jaccard: 0.0
Attribute: X15, MSE: 0.0, Jaccard: 0.0
Attribute: X16, MSE: 1.2885290385826695e-34, Jaccard: 0.6666666666666667
Attribute: X17, MSE: 7.465967066206236e-37, Jaccard: 0.6666666666666667
Attribute: X18, MSE: 0.0, Jaccard: 0.0
Attribute: X19, MSE: 0.0, Jaccard: 0.0
Attribute: X20, MSE: 0.0, Jaccard: 0.0
Attribute: X21, MSE: 1.2885290385826695e-34, Jaccard: 0.6666666666666667
Attribute: X22, MSE: 0.0, Jaccard: 0.0
Attribute: X23, MSE: 0.0, Jaccard: 0.0
Attribute: X24, MSE: 0.0, Jaccard: 0.0
Attribute: X26, MSE: 0.0, Jaccard: 0.0
Attribute: X27, MSE: 0.0, Jaccard: 0.0
Attribute: X28, MSE: 0.0, Jaccard: 0.0
Attribute: X29, MSE: 0.0, Jaccard: 0.0
Attribute: X30, MSE: 0.0, Jaccard: 0.0
Attribute: X31, MSE: 0.0, Jaccard: 0.0
Attribute: X32, MSE: 5.505533164853224e-34, Jaccard: 0.6666666666666667
Attribute: X33, MSE: 1.1713900350751542e-35, Jaccard: 0.6666666666666667
Attribute: X34, MSE: 0.0, Jaccard: 0.0
Attribute: X35, MSE: 0.0, Jaccard: 0.0
Attribute: X36, MSE: 0.0, Jaccard: 0.0
Attribute: X37, MSE: 0.0, Jaccard: 0.0
Attribute: X38, MSE: 0.0, Jaccard: 0.0
Attribute: X39, MSE: 1.1713900350751542e-35, Jaccard: 0.6666666666666667
Attribute: X40, MSE: 0.0, Jaccard: 0.0
Attribute: X41, MSE: 0.0, Jaccard: 0.0
Attribute: X42, MSE: 0.0, Jaccard: 0.0
Attribute: X43, MSE: 0.0, Jaccard: 0.0
Attribute: X44, MSE: 0.0, Jaccard: 0.0
Attribute: X45, MSE: 0.0, Jaccard: 0.0
Attribute: X46, MSE: 0.0, Jaccard: 0.0
Attribute: X47, MSE: 6.325506189405833e-34, Jaccard: 0.6666666666666667
Attribute: X48, MSE: 0.0, Jaccard: 0.0
Attribute: X49, MSE: 0.0, Jaccard: 0.0
Attribute: X50, MSE: 6.054622243794703e-34, Jaccard: 0.6666666666666667
Attribute: X51, MSE: 0.0, Jaccard: 0.0
Attribute: X52, MSE: 0.0, Jaccard: 0.0
Attribute: X53, MSE: 0.0, Jaccard: 0.0
Attribute: X54, MSE: 0.0, Jaccard: 0.0
Attribute: X55, MSE: 0.0, Jaccard: 0.0
Attribute: X56, MSE: 0.0, Jaccard: 0.0
Attribute: X57, MSE: 0.0, Jaccard: 0.0
Attribute: X58, MSE: 0.0, Jaccard: 0.0
Attribute: X59, MSE: 0.0, Jaccard: 0.0
Attribute: X60, MSE: 0.0, Jaccard: 0.0
Attribute: X61, MSE: 0.0, Jaccard: 0.0
Attribute: X62, MSE: 0.0, Jaccard: 0.0
Attribute: X63, MSE: 5.62267216836074e-34, Jaccard: 0.6666666666666667
Attribute: X64, MSE: 0.0, Jaccard: 0.0
Attribute: X65, MSE: 0.0, Jaccard: 0.0
Attribute: X66, MSE: 0.0, Jaccard: 0.0
Attribute: X67, MSE: 0.0, Jaccard: 0.0
Attribute: X68, MSE: 0.0, Jaccard: 0.0
Attribute: X69, MSE: 0.0, Jaccard: 0.0
Attribute: X70, MSE: 9.86896104550817e-34, Jaccard: 0.6666666666666667
Attribute: X71, MSE: 0.0, Jaccard: 0.0
Attribute: X73, MSE: 0.0, Jaccard: 0.0
Attribute: X74, MSE: 0.0, Jaccard: 0.0
Attribute: X75, MSE: 0.0, Jaccard: 0.0
Attribute: X76, MSE: 0.0, Jaccard: 0.0
Attribute: X77, MSE: 0.0, Jaccard: 0.0
Attribute: X78, MSE: 7.480266260970337e-37, Jaccard: 0.6666666666666667
Attribute: X79, MSE: 0.0, Jaccard: 0.0
Attribute: X80, MSE: 6.530499445543981e-34, Jaccard: 0.6666666666666667
