index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
14,1980,Troll Destroyer,Belgian IPA,12.802249999999999,0.085,42.92580765790207,177.0,18th Street Brewery,Gary,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.802249999999999,0.13637410071942446,60.0,177.0,18th Street Brewery,Gary,IN
16,2318,Ginja Ninja,Cider,12.802249999999999,0.06,42.92580765790207,154.0,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12.0,0.06,43.03556187766714,154.0,2 Towns Ciderhouse,Corvallis,OR
23,1024,Fireside Chat,Winter Warmer,12.802249999999999,0.079,45.0,368.0,21st Amendment Brewery,San Francisco,CA
26,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.802249999999999,0.049,17.0,368.0,21st Amendment Brewery,San Francisco,CA
29,799,21st Amendment IPA (2006),American IPA,12.802249999999999,0.07,70.0,368.0,21st Amendment Brewery,San Francisco,CA
33,432,Hop Crisis,American Double / Imperial IPA,12.802249999999999,0.097,94.0,368.0,21st Amendment Brewery,San Francisco,CA
36,173,Back in Black,American Black Ale,12.802249999999999,0.13637410071942446,65.0,368.0,21st Amendment Brewery,San Francisco,CA
37,11,Monk's Blood,Belgian Dark Ale,12.802249999999999,0.083,35.0,368.0,21st Amendment Brewery,San Francisco,CA
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.802249999999999,0.049,17.0,368.0,21st Amendment Brewery,San Francisco,CA
40,2519,Bimini Twist,American IPA,12.802249999999999,0.07,82.0,67.0,3 Daughters Brewing,St Petersburg,FL
43,2545,Passion Fruit Prussia,Berliner Weissbier,12.802249999999999,0.035,11.0,60.0,4 Hands Brewing Company,Saint Louis,MO
59,866,British Pale Ale (2010),English Pale Ale,12.802249999999999,0.054,30.0,481.0,7 Seas Brewing Company,Gig Harbor,WA
62,1583,Wolfman's Berliner,Berliner Weissbier,12.802249999999999,0.038,42.92580765790207,373.0,7venth Sun,Dunedin,FL
64,431,Colorado Native (2011),American Amber / Red Lager,12.802249999999999,0.055,26.0,462.0,AC Golden Brewing Company,Golden,CO
65,516,Jockamo IPA,American IPA,12.802249999999999,0.065,52.0,533.0,Abita Brewing Company,Abita Springs,LA
66,515,Purple Haze,Fruit / Vegetable Beer,12.802249999999999,0.042,13.0,533.0,Abita Brewing Company,Abita Springs,LA
67,514,Abita Amber,American Amber / Red Lager,12.802249999999999,0.045,17.0,533.0,Abita Brewing Company,Abita Springs,LA
69,2539,The Brown Note,American Brown Ale,12.802249999999999,0.05,20.000000000000004,62.0,Against The Grain Brewery,Louisville,KY
73,2683,A Beer,American Pale Ale (APA),12.802249999999999,0.042,42.0,1.0,Against the Grain Brewery,Louisville,KY
77,2679,Bloody Show,American Pilsner,12.802249999999999,0.055,17.0,1.0,Against the Grain Brewery,Louisville,KY
79,2677,Coq de la Marche,Saison / Farmhouse Ale,12.802249999999999,0.13637410071942446,38.0,1.0,Against the Grain Brewery,Louisville,KY
82,2674,The Brown Note,English Brown Ale,12.802249999999999,0.05,20.000000000000004,1.0,Against the Grain Brewery,Louisville,KY
86,2403,P-Town Pilsner,American Pilsner,12.802249999999999,0.04,20.000000000000004,117.0,Alameda Brewing,Portland,OR
96,837,Desolation IPA,American IPA,12.802249999999999,0.062,43.0,401.0,Amnesia Brewing Company,Washougal,WA
100,2103,California Lager,American Amber / Red Lager,12.802249999999999,0.049,42.92580765790207,35.0,Anchor Brewing Company,San Francisco,CA
107,1350,Summer Solstice,Cream Ale,12.802249999999999,0.056,4.0,171.0,Anderson Valley Brewing Company,Boonville,CA
113,753,Summer Solstice Cerveza Crema (2009),Cream Ale,12.802249999999999,0.056,4.0,171.0,Anderson Valley Brewing Company,Boonville,CA
115,523,Winter Solstice,Winter Warmer,12.802249999999999,0.13637410071942446,6.0,171.0,Anderson Valley Brewing Company,Boonville,CA
119,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.802249999999999,0.055,28.0,171.0,Anderson Valley Brewing Company,Boonville,CA
141,428,Shiva IPA,American IPA,12.802249999999999,0.06,69.0,528.0,Asheville Brewing Company,Asheville,NC
153,2495,Michelada,Fruit / Vegetable Beer,12.802249999999999,0.052,42.92580765790207,72.0,Atwater Brewery,Detroit,MI
165,108,White Rascal,Witbier,12.802249999999999,0.056,10.0,37.0,Avery Brewing Company,Boulder,CO
167,106,Ellie’s Brown Ale,American Brown Ale,12.802249999999999,0.055,17.0,37.0,Avery Brewing Company,Boulder,CO
169,1579,OktoberBeast,M?rzen / Oktoberfest,12.802249999999999,0.072,22.0,360.0,Aviator Brewing Company,Fuquay-Varina,NC
170,1228,Mad Beach,American Pale Wheat Ale,12.802249999999999,0.13637410071942446,23.0,360.0,Aviator Brewing Company,Fuquay-Varina,NC
171,705,Hog Wild India Pale Ale,American IPA,12.0,0.067,43.03556187766714,360.0,Aviator Brewing Company,Fuquay-Varina,NC
173,702,Hot Rod Red,American Amber / Red Ale,12.802249999999999,0.061,41.0,360.0,Aviator Brewing Company,Fuquay-Varina,NC
178,1131,Back East Ale,American Amber / Red Ale,12.802249999999999,0.05,42.92580765790207,235.0,Back East Brewing Company,Bloomfield,CT
181,966,Topcutter India Pale Ale,American IPA,12.802249999999999,0.068,70.0,483.0,Bale Breaker Brewing Company,Yakima,WA
186,1400,Big Eye India Pale Ale,American IPA,12.802249999999999,0.07,75.0,34.0,Ballast Point Brewing Company,San Diego,CA
190,1644,Banner American Rye,Rye Beer,12.802249999999999,0.13637410071942446,20.000000000000004,318.0,Banner Beer Company,Williamsburg,MA
191,1643,Banner American Ale,American Amber / Red Ale,12.802249999999999,0.035,45.0,318.0,Banner Beer Company,Williamsburg,MA
195,2404,Hop in the ‘Pool Helles,American Pilsner,12.802249999999999,0.13637410071942446,22.0,116.0,Base Camp Brewing Co.,Portland,OR
202,1964,Stargrazer,Schwarzbier,12.802249999999999,0.05,28.0,258.0,Bauhaus Brew Labs,Minneapolis,MN
205,1778,On the Count of 3 (2015),Hefeweizen,12.802249999999999,0.13637410071942446,42.0,292.0,Baxter Brewing Company,Lewiston,ME
207,954,Phantom Punch Winter Stout,Foreign / Export Stout,12.802249999999999,0.068,42.92580765790207,292.0,Baxter Brewing Company,Lewiston,ME
208,910,Hayride Autumn Ale,Rye Beer,12.802249999999999,0.066,42.92580765790207,292.0,Baxter Brewing Company,Lewiston,ME
211,183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.802249999999999,0.13637410071942446,28.0,292.0,Baxter Brewing Company,Lewiston,ME
213,1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0,0.088,108.0,306.0,Beach Brewing Company,Virginia Beach,VA
227,2496,Cold Press,American Black Ale,12.802249999999999,0.06,42.92580765790207,75.0,Bent Paddle Brewing Company,Duluth,MN
228,2410,Harness the Winter,American IPA,12.802249999999999,0.072,87.0,75.0,Bent Paddle Brewing Company,Duluth,MN
233,1900,Lost Sailor IPA,English India Pale Ale (IPA),12.802249999999999,0.055,40.0,278.0,Berkshire Brewing Company,South Deerfield,MA
243,1067,Disconnected Red,American Amber / Red Ale,12.802249999999999,0.067,85.0,220.0,Big Choice Brewing,Broomfield,CO
249,2586,Blueberry Blonde,Fruit / Vegetable Beer,12.802249999999999,0.06,42.92580765790207,40.0,Big Muddy Brewing,Murphysboro,IL
250,2585,Galaxy IPA,American IPA,12.802249999999999,0.075,60.0,40.0,Big Muddy Brewing,Murphysboro,IL
251,643,Big River Pilsner,Czech Pilsener,12.802249999999999,0.05,32.0,519.0,Big River Brewing Company,Chattanooga,TN
253,1714,Big Sky IPA,American IPA,12.802249999999999,0.062,65.0,336.0,Big Sky Brewing Company,Missoula,MT
256,1711,Moose Drool Brown Ale,American Brown Ale,12.802249999999999,0.051,26.0,336.0,Big Sky Brewing Company,Missoula,MT
261,168,Summer Honey,American Blonde Ale,12.802249999999999,0.047,42.92580765790207,336.0,Big Sky Brewing Company,Missoula,MT
265,2096,Arcus IPA,American IPA,12.802249999999999,0.069,81.0,221.0,Big Storm Brewing Company,Odessa,FL
267,1257,Jack Pine Savage,American Pale Ale (APA),12.802249999999999,0.053000000000000005,43.0,444.0,Big Wood Brewery,Vadnais Heights,MN
274,1413,Single Hop Ale,American Pale Ale (APA),12.802249999999999,0.063,42.92580765790207,407.0,Bitter Root Brewing,Hamilton,MT
281,1850,American India Red Ale,American Strong Ale,12.802249999999999,0.071,83.0,294.0,Black Shirt Brewing Company,Denver,CO
289,2153,North Third Stout,Foreign / Export Stout,12.802249999999999,0.06,30.0,11.999999999999972,Blackrocks Brewery,Marquette,MI
292,1481,51K IPA,American IPA,12.802249999999999,0.07,51.0,11.999999999999972,Blackrocks Brewery,Marquette,MI
301,1012,467 Ethan's Stout,American Stout,12.802249999999999,0.05,42.92580765790207,380.0,Blue Blood Brewing Company,Lincoln,NE
309,1371,Green Collar,Mead,12.802249999999999,0.13637410071942446,42.92580765790207,422.0,Blue Dog Mead,Eugene,OR
312,1546,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.802249999999999,0.065,30.0,382.0,Blue Mountain Brewery,Afton,VA
315,1408,K?lsch 151,K?lsch,12.802249999999999,0.049,16.0,414.0,Blue Mountain Brewery,Arrington,VA
318,2488,Van Dayum!,American Amber / Red Ale,12.802249999999999,0.13637410071942446,42.92580765790207,77.0,Blue Owl Brewing,Austin,TX
321,692,Blue Point White IPA,American White IPA,12.802249999999999,0.13637410071942446,40.0,489.0,Blue Point Brewing Company,Patchogue,NY
332,1891,Longhop IPA,American IPA,12.802249999999999,0.13637410071942446,30.0,281.0,Bolero Snort Brewery,Ridgefield Park,NJ
333,1890,Lucky Buck,Irish Dry Stout,12.802249999999999,0.04,34.0,281.0,Bolero Snort Brewery,Ridgefield Park,NJ
343,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.802249999999999,0.047,42.92580765790207,107.0,Bonfire Brewing Company,Eagle,CO
345,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.802249999999999,0.048,38.0,107.0,Bonfire Brewing Company,Eagle,CO
347,1183,Kindler Pale Ale,American Pale Ale (APA),12.802249999999999,0.053000000000000005,45.0,107.0,Bonfire Brewing Company,Eagle,CO
363,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,12.802249999999999,0.053000000000000005,7.0,300.0,Boston Beer Company,Boston,MA
365,1395,Hazed & Infused,American Pale Ale (APA),12.802249999999999,0.049,35.0,417.0,Boulder Beer Company,Boulder,CO
367,81,Hazed & Infused (2010),American Pale Ale (APA),12.802249999999999,0.049,35.0,417.0,Boulder Beer Company,Boulder,CO
374,1289,Bozone HopZone IPA,American IPA,12.802249999999999,0.07,80.0,219.0,Bozeman Brewing Company,Bozeman,MT
379,1522,Agave Wheat,American Pale Wheat Ale,12.802249999999999,0.042,9.0,391.0,Breckenridge Brewery,Denver,CO
384,1801,Last Stop IPA,American IPA,12.802249999999999,0.072,60.0,308.0,Brew Bus Brewing,Tampa,FL
394,2542,Verdun,Bière de Garde,12.802249999999999,0.077,42.92580765790207,10.0,Brewery Vivant,Grand Rapids,MI
398,2499,Beach Patrol,Witbier,12.802249999999999,0.065,42.92580765790207,10.0,Brewery Vivant,Grand Rapids,MI
423,1974,Coq D'Or,Belgian Pale Ale,12.802249999999999,0.05,42.92580765790207,10.0,Brewery Vivant,Grand Rapids,MI
444,671,Zaison (2012),Saison / Farmhouse Ale,12.802249999999999,0.09,42.92580765790207,10.0,Brewery Vivant,Grand Rapids,MI
445,670,Vivant Tripel (2012),Tripel,12.802249999999999,0.092,42.92580765790207,10.0,Brewery Vivant,Grand Rapids,MI
455,920,Polar Pale Ale,American Pale Ale (APA),12.802249999999999,0.052,17.0,493.0,Broken Tooth Brewing Company,Anchorage,AK
460,566,East India Pale Ale,English India Pale Ale (IPA),12.802249999999999,0.068,47.0,437.0,Brooklyn Brewery,Brooklyn,NY
470,26,Black Noddy Lager (Current),Schwarzbier,12.802249999999999,0.052,40.0,530.0,Buckbean Brewing Company,Reno,NV
477,2607,Black Beer'd,American Black Ale,12.802249999999999,0.068,42.92580765790207,24.00000000000003,Burn 'Em Brewing,Michigan City,IN
488,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.802249999999999,0.056,36.0,517.0,Butcher's Brewing,Carlsbad,CA
513,790,Caldera Pale Ale (2009),American Pale Ale (APA),12.802249999999999,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR
516,38,Caldera Pale Ale (2011),American Pale Ale (APA),12.802249999999999,0.056,55.0,155.0,Caldera Brewing Company,Ashland,OR
517,37,Ashland Amber Ale,American Amber / Red Ale,12.802249999999999,0.054,24.0,155.0,Caldera Brewing Company,Ashland,OR
520,2256,Flower Child (2014),American IPA,12.802249999999999,0.13637410071942446,42.92580765790207,178.0,Cambridge Brewing Company,Cambridge,MA
527,2066,Fisherman's IPA,American IPA,12.802249999999999,0.13637410071942446,64.0,230.0,Cape Ann Brewing Company,Gloucester,MA
528,2065,Fisherman's Pils,German Pilsener,12.802249999999999,0.054,35.0,230.0,Cape Ann Brewing Company,Gloucester,MA
532,2227,Dark Voyage Black IPA (2013),American Black Ale,12.802249999999999,0.065,80.0,192.0,Capital Brewery,Middleton,WI
533,2226,Wisconsin Amber,Vienna Lager,12.802249999999999,0.052,28.0,192.0,Capital Brewery,Middleton,WI
536,1910,Lake House,Munich Helles Lager,12.802249999999999,0.046,18.0,192.0,Capital Brewery,Middleton,WI
545,782,Carolina Blonde Light (2005),American Blonde Ale,12.802249999999999,0.035,42.92580765790207,504.0,Carolina Beer & Beverage,Mooresville,NC
550,1941,Monkey Chased the Weasel,Berliner Weissbier,12.802249999999999,0.039,9.0,222.0,Carton Brewing Company,Atlantic Highlands,NJ
560,507,Firewater India Pale Ale,American IPA,12.802249999999999,0.052,42.92580765790207,331.0,Catawba Brewing Company,Morganton,NC
562,1882,Whitecap Wit,Witbier,12.802249999999999,0.048,16.0,285.0,Catawba Island Brewing,Port Clinton,OH
563,1881,Seiche Scottish Ale,Scottish Ale,12.802249999999999,0.078,16.0,285.0,Catawba Island Brewing,Port Clinton,OH
566,2600,Gone A-Rye,American Double / Imperial IPA,12.802249999999999,0.085,90.0,29.0,Cedar Creek Brewery,Seven Points,TX
576,1248,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122.0,Center of the Universe Brewing C...,Ashland,VA
583,2056,Black Me Stout,American Stout,12.802249999999999,0.06,45.0,236.0,Champion Brewing Company,Charlottesville,VA
584,2055,Killer Kolsch,K?lsch,12.802249999999999,0.05,22.0,236.0,Champion Brewing Company,Charlottesville,VA
587,2018,Ale Cider,Fruit / Vegetable Beer,12.802249999999999,0.065,8.0,250.0,Chapman's Brewing,Angola,IN
592,2380,IPA #11,American IPA,12.802249999999999,0.13637410071942446,58.0,121.0,Cheboygan Brewing Company,Cheboygan,MI
596,567,Churchkey Pilsner Style Beer,American Pilsner,12.802249999999999,0.049,29.0,526.0,Churchkey Can Company,Seattle,WA
601,2013,Wandering Pelican,American Black Ale,12.802249999999999,0.082,65.0,141.0,Cigar City Brewing Company,Tampa,FL
608,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.802249999999999,0.063,42.92580765790207,141.0,Cigar City Brewing Company,Tampa,FL
610,1693,Hopped on the High Seas (Citra),American IPA,12.802249999999999,0.07,60.0,141.0,Cigar City Brewing Company,Tampa,FL
615,1141,Jai Alai IPA Aged on White Oak,American IPA,12.802249999999999,0.075,70.0,141.0,Cigar City Brewing Company,Tampa,FL
622,546,Jai Alai IPA,American IPA,12.802249999999999,0.075,70.0,141.0,Cigar City Brewing Company,Tampa,FL
633,893,Wheat the People,American Pale Wheat Ale,12.802249999999999,0.044,13.0,418.0,Coalition Brewing Company,Portland,OR
635,1406,Savannah Brown Ale,American Brown Ale,12.802249999999999,0.062,55.0,415.0,Coastal Empire Beer Company,Savannah,GA
637,2437,Newport Storm IPA,American IPA,12.802249999999999,0.065,75.0,101.0,Coastal Extreme Brewing Company,Newport,RI
638,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.802249999999999,0.052,24.0,101.0,Coastal Extreme Brewing Company,Newport,RI
642,969,Capital Gold Golden Lager,German Pilsener,12.802249999999999,0.048,22.0,482.0,Confluence Brewing Company,Des Moines,IA
652,556,Eclipse Black IPA,American Black Ale,12.802249999999999,0.077,71.0,515.0,Crabtree Brewing Company,Greeley,CO
658,685,Lava Lake Wit,Witbier,12.802249999999999,0.052,15.0,63.0,Crazy Mountain Brewing Company,Edwards,CO
664,1105,3 Picket Porter,American Porter,12.802249999999999,0.13637410071942446,42.92580765790207,169.0,Crooked Fence Brewing Company,Garden City,ID
676,1788,Monon Wheat,Witbier,16.0,0.054,43.03556187766714,315.0,Cutters Brewing Company,Avon,IN
681,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.802249999999999,0.08,42.92580765790207,227.0,DC Brau Brewing Company,Washington,DC
687,185,The Citizen,Belgian Pale Ale,12.802249999999999,0.07,42.92580765790207,227.0,DC Brau Brewing Company,Washington,DC
694,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.802249999999999,0.05,42.92580765790207,333.0,David's Ale Works,Diamond Springs,CA
698,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.802249999999999,0.085,100.0,127.0,Deep Ellum Brewing Company,Dallas,TX
704,943,Deep Ellum IPA,American IPA,12.802249999999999,0.07,70.0,127.0,Deep Ellum Brewing Company,Dallas,TX
706,1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.802249999999999,0.05,16.0,283.0,Defiance Brewing Company,Hays,KS
707,1213,Chuli Stout,Irish Dry Stout,12.802249999999999,0.059,55.0,453.0,Denali Brewing Company,Talkeetna,AK
708,1159,Mother Ale,American Blonde Ale,12.802249999999999,0.056,46.0,453.0,Denali Brewing Company,Talkeetna,AK
714,2550,Weissenheimer,Hefeweizen,12.802249999999999,0.13637410071942446,16.0,57.0,Destihl Brewery,Bloomington,IL
719,1888,Hoperation Overload,American Double / Imperial IPA,12.802249999999999,0.096,85.0,57.0,Destihl Brewery,Bloomington,IL
725,730,California Sunshine Rye IPA,American IPA,12.802249999999999,0.071,85.0,491.0,Devil's Canyon Brewery,Belmont,CA
742,1685,Category 3 IPA,American IPA,12.802249999999999,0.13637410071942446,64.0,340.0,Due South Brewing Company,Boynton Beach,FL
745,1382,Crank Yanker IPA,American IPA,12.802249999999999,0.078,74.0,369.0,Eddyline Brewery & Restaurant,Buena Vista,CO
752,673,Dottie Seattle Lager,American Amber / Red Lager,12.802249999999999,0.049,25.0,516.0,Emerald City Beer Company,Seattle,WA
763,2431,Bobblehead,American Pale Wheat Ale,12.802249999999999,0.051,42.92580765790207,26.0,Evil Czech Brewery,Mishawaka,IN
768,2248,Molotov Lite,American Double / Imperial IPA,12.802249999999999,0.085,42.92580765790207,173.0,Evil Twin Brewing,Brooklyn,NY
769,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.802249999999999,0.055,42.92580765790207,173.0,Evil Twin Brewing,Brooklyn,NY
772,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.802249999999999,0.05,32.0,335.0,Fargo Brewing Company,Fargo,ND
777,1455,Sudice American Stout,American Stout,12.802249999999999,0.07,58.0,405.0,Fate Brewing Company,Boulder,CO
781,1451,Moirai India Pale Ale,American IPA,12.802249999999999,0.13637410071942446,70.0,405.0,Fate Brewing Company,Boulder,CO
785,895,Loki Red Ale (2013),American Amber / Red Ale,12.802249999999999,0.075,53.0,201.0,Fearless Brewing Company,Estacada,OR
796,1664,Sobek & Set,American Black Ale,12.802249999999999,0.08,80.0,256.0,Finch's Beer Company,Chicago,IL
797,1663,Nuclear Winter,Belgian Strong Dark Ale,12.802249999999999,0.086,42.92580765790207,256.0,Finch's Beer Company,Chicago,IL
802,481,Threadless IPA,American IPA,12.802249999999999,0.075,42.92580765790207,256.0,Finch's Beer Company,Chicago,IL
805,2569,Easy Jack,American IPA,12.802249999999999,0.045,47.0,48.00000000000003,Firestone Walker Brewing Company,Paso Robles,CA
812,1610,Half Cycle IPA,American IPA,12.802249999999999,0.06,104.0,16.0,Flat 12 Bierwerks,Indianapolis,IN
816,607,Underdog Atlantic Lager,American Pale Lager,12.802249999999999,0.047,28.0,521.0,Flying Dog Brewery,Frederick,MD
831,1214,Tender Loving Empire NWPA,American Pale Ale (APA),12.802249999999999,0.058,42.92580765790207,206.0,Fort George Brewery,Astoria,OR
832,674,Quick Wit Belgianesque Ale,Witbier,12.802249999999999,0.052,42.92580765790207,206.0,Fort George Brewery,Astoria,OR
839,2660,Westfalia,American Amber / Red Ale,12.802249999999999,0.056,16.0,4.0,Fort Point Beer Company,San Francisco,CA
846,1873,Block Party Robust Porter,American Porter,12.802249999999999,0.057,40.0,287.0,Four Corners Brewing Company,Dallas,TX
851,2610,The Gadget,American IPA,12.802249999999999,0.064,90.0,22.0,Four Fathers Brewing,Valparaiso,IN
854,1635,Kilt Lifter Scottish-Style Ale,16,12.802249999999999,0.06,21.0,160.0,Four Peaks Brewing Company,Tempe,AZ
