index,x,y,z,gt
11610,-5.8010864,0.08106995000000002,8.272217,stand
4661,-5.804657,0.30958557,8.261505,stand
49597,0.4283447299999996,-0.45332336000000006,10.193176,sit
35300,-7.1662292,0.4143219,7.958900988,stand
649,-5.983185,0.26197815,7.97348,stand
32561,-6.139099,0.3321991,8.046082,stand
58243,0.3033752399999998,-0.55329895,10.275299,sit
16244,-6.1105347,1.610429199,7.885643237397908,stand
40190,-2.933593153,0.10011291499999998,7.919922,sit
45991,0.4295348999999997,-0.483078,10.15271,sit
55683,0.42001343,-0.5092621,10.230072,sit
13107,18.76093767,0.07273865,8.247223,stand
6015,-7.749739256,1.226764564,8.205566,stand
45200,0.42596436000000004,-0.47712708,10.312195,sit
43552,0.36645508000000016,-0.49617004,10.319336,sit
48290,0.37954711999999935,-0.51878357,10.227692,sit
4549,-5.786804,0.2917328,8.186523,stand
19059,-6.130768,0.18223572,8.094879,stand
13035,-5.720154,0.045364379999999996,8.274597,stand
33351,-6.1402893,0.44764709999999996,8.015137,stand
62138,7.02435405,-0.49378967,10.297913,sit
48200,0.37954711999999935,-0.5247345,10.252686,sit
15707,-5.9498596,0.5523834,8.075836,stand
23855,-5.10676290071866,0.025131225999999993,8.071075,stand
47761,0.3926391599999999,-0.52116394,10.238403,sit
36375,-6.1414795,0.31791686999999996,8.016327,stand
19529,-6.098633,0.1667633,7.9056396,stand
56970,0.3759765599999998,-0.52830505,10.28006,sit
69767,0.37240600000000024,-0.5092621,10.224121,sit
23588,-21.46310868,0.31077576,8.048462,stand
4060,-5.8070374,0.32624816999999995,8.254364,stand
36007,-6.028412,0.34767149999999997,8.054413,stand
69022,0.24038085100000028,-0.48664855999999995,10.227692,sit
15937,-6.2509766,0.34818176595868017,8.138916,stand
44746,0.4128723000000001,-0.57710266,10.190796,sit
13756,-5.8141785,0.07154846,8.22937,stand
6989,-15.58441143,1.6122587029999997,8.312683,stand
9124,-5.848694,0.24412537,8.234131,stand
14056,-5.7106323,-1.060305636,8.29245,stand
16112,-6.3021545,-0.041519165,7.7818604,stand
10419,-5.76062,0.121536255,8.281738,stand
22590,-6.1593323,0.34648132,7.9746704,stand
62749,0.6175841999999996,-0.6330414,10.393127,sit
35212,-6.111725,0.46430969999999994,7.187115637,stand
54750,0.34979248000000007,-0.48664855999999995,10.288391,sit
49023,0.3926391599999999,-0.54377747,10.245544,sit
33120,-6.118866,0.37980652,7.965689333297987,stand
6234,-3.656494246,0.2834015,8.147112903773133,stand
6254,-5.82489,1.502503178,8.268646,stand
43956,0.46524047999999985,-0.64375305,10.227692,sit
28170,-6.189087000000001,0.31791686999999996,8.003235,stand
30420,4.849808385,0.40003967,8.0329895,stand
15259,-5.536865,0.39646912,8.341248,stand
9862,-5.8796387,0.31553649999999994,8.2127075,stand
30577,-6.129926004,0.34648132,7.9425354,stand
61348,0.3914489699999999,-0.49259949999999997,10.319336,sit
60606,0.33312988,-0.5640106,10.251495,sit
10264,-5.8141785,0.19269744956317802,8.275787,stand
38097,-6.183136,1.643428505,7.958008,stand
31828,-6.093872,0.3726653999999999,7.9175415,stand
42119,0.3640746999999993,-3.394293659,10.21817,sit
6740,-5.81362885434508,0.27030945,8.279358,stand
1390,-5.7998962,0.3000641,8.299591,stand
18692,-6.259308,0.19294739,7.9104004,stand
27621,-15.460465710000001,0.34291077000000003,7.9365845,stand
16581,-7.130851793589617,-1.354919114,8.017517,stand
63844,0.33908080000000007,-0.58543396,10.211029,sit
37198,-6.0641174,0.45240784,8.029419,stand
5558,-15.359357200000002,2.774108247,8.218658,stand
11299,-5.885990768,0.07987975999999998,8.236511,stand
61831,-15.10759999,-0.004607205000000003,10.200317,sit
27256,-6.1986084,0.28102112,7.9830017,stand
769,-5.9046326,1.1665192,8.09845,stand
59248,0.4616699200000003,-0.54615784,10.195557,sit
26877,-6.068878,0.25483704,7.9294434,stand
9265,-5.792755,0.2584076,8.222229,stand
62277,0.37835693000000026,-0.429704024,10.27887,sit
67013,11.294154599999999,-0.5747223,10.2907715,sit
12493,-5.7510986,-0.02640476,8.254364,stand
52556,0.36050415000000013,-0.48664855999999995,10.259827,sit
53166,18.14562023,-0.48902893,10.186035,sit
5079,10.0912751,0.26078796,8.248413,stand
38147,1.2929705480000004,0.457778401,7.8984985,stand
43631,0.3176574699999999,-0.483078,10.413361,sit
36087,-5.998657,0.36671448000000006,8.1484375,stand
43331,0.5247497599999997,-4.535631689,10.270538,sit
15074,-5.643982,0.17866516000000005,8.305542,stand
37145,-6.055786,0.40361023,8.03537,stand
37168,-6.189087000000001,-2.692929463,8.087738,stand
22511,-6.1867065,0.19651794,7.887787,stand
43862,0.37240600000000024,-1.482032358,10.233643,sit
59989,0.3950195299999999,-0.5425873,10.251495,sit
54714,5.548908619,-0.5318756,10.199127,sit
2251,-7.1662292,0.3000641,8.23056,stand
42701,0.36050415000000013,-0.4628448499999999,10.262207,sit
56103,4.935655544,-0.598526,10.240784,sit
1443,-5.857025,0.24888611,8.235321,stand
42484,0.38787841999999983,-0.51997375,10.241974,sit
66529,0.32598876999999993,-0.53663635,10.236023,sit
20229,-6.184326,1.298674985,7.9937134,stand
56859,0.33908080000000007,-0.8403850620814921,10.252686,sit
34761,-6.1355286,-0.568887257,7.9437256,sit
