x,y,z,gt
-0.4370323431896466,0.19788092848318536,-6.372109284971386,1.0
-0.4376467884506164,0.5040224948791756,-0.3621824880677689,1.0
0.6349568004742561,-0.5180438953644712,0.6146722038332536,0.0
-0.49519910513948284,0.5343177608918128,-0.47112286574771206,1.0
0.6134514761880536,-0.6519808390358196,0.6562021734103651,0.0
-0.4902836290940227,0.17555810230513313,-0.5277000723323233,1.0
0.6351616103987081,-0.5579060811404316,0.5942083660666435,0.0
0.6335231120737862,-0.5929848271301773,0.6333306765816566,0.0
-0.4452248778354055,0.48329416202682624,-0.39047109136007474,1.0
0.6345471754628141,-0.5499336547028111,0.6748606461587674,0.0
0.6243065450142269,-0.5754454407383398,0.6784718818996704,0.0
0.6265594834375806,-0.605740706750977,0.6321270999028512,0.0
-0.4345745621457674,0.48010520216934977,-0.40010122190397746,1.0
-0.49376546836439195,0.3334123520832722,-0.4464460039007958,1.0
-0.4231051237758469,0.15004630287263987,-0.35556180492536604,1.0
-0.4954039374349325,0.6889830374155107,-0.4867718910946154,1.0
0.6265594834375806,-0.6137131465855621,2.809326644716567,0.0
-0.4626339193111148,0.8292978874048478,-0.4560761344446985,1.0
-0.4962231805744326,0.12294001815262248,-0.458483793506796,1.0
0.6288124218609346,-0.6089296800054181,0.637543700661962,0.0
-0.49560875252192244,0.5151839079682017,-0.48617010275521216,1.0
-0.4882355298495024,0.3126840058339583,-0.5421452175777289,1.0
0.6259450450599947,-0.6184965997687415,0.6586098324724626,0.0
-0.43805641862459627,0.5263453210572278,-0.36579372380867103,1.0
-0.47615157738477343,0.5550460803471976,-0.46690984166740673,1.0
0.6026111121627529,-0.5626895477205754,0.6321270999028512,0.0
-0.5144515168150211,-0.33946131273398267,-0.42417629541149054,1.0
0.6322942335977684,-0.6838705849771951,0.6134686271544489,0.0
-0.43928529193807625,0.1851250220684564,-0.3784333017540745,1.0
-0.4452248778354055,0.4163256968896342,-0.37602564269197697,1.0
-0.4214665858714678,-1.3312158997519319,-0.34653346272086566,1.0
-0.5232584450963707,0.03364872549768184,-0.6047409144017506,1.0
-0.4300686990658275,0.2520934939041307,-0.351950569184463,1.0
-0.49868094440985217,0.5534516004184593,-0.5072360322839179,1.0
0.6675219983485459,-0.7588115167429013,0.7157883216919892,0.0
-0.4904884613894723,0.7113058635935628,-0.45246489870379636,1.0
0.621439168213287,-0.5626895477205754,0.662822856552768,0.0
0.6288124218609346,-0.6392249460180554,0.641154936402865,0.0
-0.49171731749449255,0.5980972527745637,-0.5012171880513666,1.0
-0.06798106728690063,0.4689437890803236,-0.35676538160417154,1.0
0.6413059907328756,-0.7731618762924394,0.6321270999028512,0.0
-0.5038012699592216,0.5151839079682017,-0.49279078589761505,1.0
-0.39156391013167047,0.620420078952616,-0.32185609516946284,1.0
-0.45054998405484553,0.5119949347137606,-0.386859602766928,1.0
0.6286076084947906,-0.570662000952125,0.6784718818996704,0.0
0.6185717914123473,-0.6663311985853578,0.6441643838043649,0.0
-0.43928529193807625,0.05597154899634112,-0.3549600165859637,1.0
-0.5027771945242719,0.5662074934362237,-0.5156622827263231,1.0
-0.4874162350846233,0.5885303196142758,-0.5361263733451777,1.0
0.6238969182819388,-0.6153076533082295,0.627311781778657,0.0
-0.43682752810265674,0.49126661525837584,-0.3429222269799635,1.0
-0.5158852224239505,0.3477627384267394,-0.5397376596565286,1.0
-0.5124033831535812,0.54866814723528,-0.5264962428012745,1.0
-0.49724725600938224,-1.725908532300598,-0.48556831441580983,1.0
0.6195958530805292,-0.6950319980662213,0.6237005460377539,0.0
-0.48229592674371347,0.6953609839243929,-0.4795494196128093,1.0
-0.4396949393205158,0.37965248436811483,-0.38385040821767186,1.0
-0.5054397562382218,0.465754802428918,-0.5030228564922665,1.0
-0.45485104925625525,0.38124696429685306,-0.44464013317810147,1.0
0.6406915523552897,-0.6424139192724965,0.6158762862165464,0.0
-0.48311515267475386,0.4306760832331014,-0.5301075291126259,1.0
-0.43559863758071704,0.43545954981324536,-0.38204453749497663,1.0
0.6263546700714367,-0.6535753323615225,0.6580080441330595,0.0
-0.42843021278682725,0.05389744032007948,-0.36579372380867103,1.0
0.623282481625199,-0.5626895477205754,0.6483779135891568,0.0
0.6159092279775514,-0.5579060811404316,0.7260207462797816,0.0
-0.47103120021002487,0.5805578931766555,-0.4193612301395392,1.0
0.6515466211814629,-0.699815437852436,0.6537945143482676,0.0
-0.4099970958761683,0.3286288855031283,-0.3399127795784628,1.0
-0.480862221134784,0.6299869987159392,-0.47653997221130945,1.0
-0.5033916225767819,0.35254619160991874,-0.5511733575004341,1.0
0.6253306066824088,-0.6806816251197186,0.6351365473043519,0.0
0.6292220468723765,-0.6376304794862816,0.6441643838043649,0.0
-0.4460441037664459,0.49126661525837584,-0.3778315134146713,1.0
0.623282481625199,-0.5307998017791999,0.6495814902679623,0.0
-0.4466585146104964,0.4227036433985164,-0.37542385435257375,1.0
0.6279931718380506,-0.6073351866797153,0.6393495713846572,0.0
0.6173429163780213,-0.6296580128577675,0.6363401239831565,0.0
