Attribute,Index,Dirty Value,Clean Value
Clump Thickness,11,5,1
Clump Thickness,24,5,8
Clump Thickness,125,3,5
Clump Thickness,167,3,5
Clump Thickness,198,6,5
Clump Thickness,216,5,8
Clump Thickness,253,5,6
Clump Thickness,254,7,6
Clump Thickness,275,2,3
Clump Thickness,419,3,5
Clump Thickness,451,8,4
Clump Thickness,462,7,3
Clump Thickness,493,3,4
Clump Thickness,503,3,4
Clump Thickness,520,10,4
Clump Thickness,544,3,4
Clump Thickness,579,5,1
Clump Thickness,609,8,5
Clump Thickness,631,3,6
Clump Thickness,671,6,3
Clump Thickness,687,3,1
Uniformity of Cell Size,21,4,3
Uniformity of Cell Size,220,3,1
Uniformity of Cell Size,307,2,1
Uniformity of Cell Size,375,3,1
Uniformity of Cell Size,399,1,2
Uniformity of Cell Size,400,1,2
Uniformity of Cell Size,410,4,1
Uniformity of Cell Size,446,3,1
Uniformity of Cell Size,506,5,3
Uniformity of Cell Size,512,3,1
Uniformity of Cell Size,622,1,3
Uniformity of Cell Shape,15,2,5
Uniformity of Cell Shape,36,7,1
Uniformity of Cell Shape,68,3,4
Uniformity of Cell Shape,159,1,2
Uniformity of Cell Shape,206,8,10
Uniformity of Cell Shape,309,2,7
Uniformity of Cell Shape,351,4,1
Uniformity of Cell Shape,371,1,2
Uniformity of Cell Shape,379,7,1
Uniformity of Cell Shape,532,1,2
Uniformity of Cell Shape,600,6,4
Uniformity of Cell Shape,668,2,1
Marginal Adhesion,124,8,1
Marginal Adhesion,131,2,1
Marginal Adhesion,213,2,1
Marginal Adhesion,360,3,4
Marginal Adhesion,408,2,1
Single Epithelial Cell Size,4,2,3
Single Epithelial Cell Size,44,1,10
Single Epithelial Cell Size,45,2,8
Single Epithelial Cell Size,102,5,2
Single Epithelial Cell Size,207,2,7
Single Epithelial Cell Size,271,2,3
Single Epithelial Cell Size,283,2,4
Single Epithelial Cell Size,354,9,7
Single Epithelial Cell Size,357,2,3
Single Epithelial Cell Size,382,2,4
Single Epithelial Cell Size,508,3,2
Single Epithelial Cell Size,551,4,2
Single Epithelial Cell Size,566,3,5
Single Epithelial Cell Size,575,2,4
Single Epithelial Cell Size,620,5,2
Single Epithelial Cell Size,669,2,6
Single Epithelial Cell Size,672,6,2
Single Epithelial Cell Size,684,6,2
Single Epithelial Cell Size,692,2,4
Bare Nuclei,41,1,?
Bare Nuclei,182,2,1
Bare Nuclei,262,1,10
Bare Nuclei,283,1,10
Bare Nuclei,286,3,10
Bare Nuclei,367,1,10
Bare Nuclei,426,1,10
Bare Nuclei,516,1,10
Bare Nuclei,550,2,5
Bare Nuclei,569,1,10
Bare Nuclei,595,1,10
Bare Nuclei,626,1,4
Bare Nuclei,649,1,2
Bland Chromatin,13,3,4
Bland Chromatin,42,2,6
Bland Chromatin,51,9,2
Bland Chromatin,80,4,2
Bland Chromatin,120,5,3
Bland Chromatin,231,5,7
Bland Chromatin,458,3,10
Bland Chromatin,588,3,2
Normal Nucleoli,6,2,7
Normal Nucleoli,109,2,3
Normal Nucleoli,190,3,1
Normal Nucleoli,218,3,1
Normal Nucleoli,223,3,1
Normal Nucleoli,398,3,1
Normal Nucleoli,525,2,1
Normal Nucleoli,576,3,1
Normal Nucleoli,605,3,1
Normal Nucleoli,673,2,1
Mitoses,85,2,7
Mitoses,145,4,1
Mitoses,161,1,2
Mitoses,395,3,1
Mitoses,444,3,1
Mitoses,659,1,3
class,30,4,2
class,38,4,2
class,64,2,4
class,146,4,2
class,233,4,2
class,332,4,2
class,405,4,2
class,573,4,2
class,580,4,2
class,688,4,2
