Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: datetime, MSE: 0.7108195050447058, Jaccard: 0.49537892791127547
Attribute: soil_temperature, MSE: 0.3405743445326932, Jaccard: 0.6451845906902086
Attribute: 454, MSE: 0.2106699559286536, Jaccard: 0.4981549815498155
Attribute: 458, MSE: 0.17494535702448033, Jaccard: 0.48134328358208955
Attribute: 462, MSE: 0.165535895340842, Jaccard: 0.44952380952380955
Attribute: 466, MSE: 0.2820195236417781, Jaccard: 0.49537892791127547
Attribute: 470, MSE: 0.2730822315676901, Jaccard: 0.47565543071161054
Attribute: 474, MSE: 0.2123231591498161, Jaccard: 0.4524714828897338
Attribute: 478, MSE: 0.2195264206942104, Jaccard: 0.4641509433962264
Attribute: 482, MSE: 0.20236205955027167, Jaccard: 0.4524714828897338
Attribute: 486, MSE: 0.2630457047034262, Jaccard: 0.4670433145009416
Attribute: 490, MSE: 0.24775738138161937, Jaccard: 0.4897959183673469
Attribute: 494, MSE: 0.20265955153484674, Jaccard: 0.44359464627151046
Attribute: 498, MSE: 0.2509987802721488, Jaccard: 0.47565543071161054
Attribute: 502, MSE: 0.32613357828472983, Jaccard: 0.46124763705103966
Attribute: 506, MSE: 0.31072658146702076, Jaccard: 0.5036764705882353
Attribute: 510, MSE: 0.2488577836201167, Jaccard: 0.44656488549618323
Attribute: 514, MSE: 0.29786637031828883, Jaccard: 0.42248062015503873
Attribute: 518, MSE: 0.36090015164796824, Jaccard: 0.4670433145009416
Attribute: 522, MSE: 0.3657842662156514, Jaccard: 0.5009208103130756
Attribute: 526, MSE: 0.26843883799123025, Jaccard: 0.4727954971857411
Attribute: 530, MSE: 0.2215663717406944, Jaccard: 0.4727954971857411
Attribute: 534, MSE: 0.2687512903964315, Jaccard: 0.48698884758364314
Attribute: 538, MSE: 0.27219780920247894, Jaccard: 0.4285714285714286
Attribute: 542, MSE: 0.2711963080273967, Jaccard: 0.4897959183673469
Attribute: 546, MSE: 0.30678398722877764, Jaccard: 0.4641509433962264
Attribute: 550, MSE: 0.27839901767036546, Jaccard: 0.5036764705882353
Attribute: 554, MSE: 0.3186277405428195, Jaccard: 0.5145985401459854
Attribute: 558, MSE: 0.27459316010013407, Jaccard: 0.44656488549618323
Attribute: 562, MSE: 0.32484302549365496, Jaccard: 0.4897959183673469
Attribute: 566, MSE: 0.29127686702402095, Jaccard: 0.4554079696394687
Attribute: 570, MSE: 0.3164301061315782, Jaccard: 0.4727954971857411
Attribute: 574, MSE: 0.25660743869833935, Jaccard: 0.45833333333333337
Attribute: 578, MSE: 0.24443629947114853, Jaccard: 0.45833333333333337
Attribute: 582, MSE: 0.2303520798978601, Jaccard: 0.4554079696394687
Attribute: 586, MSE: 0.23514072160267585, Jaccard: 0.44656488549618323
Attribute: 590, MSE: 0.3176691354756908, Jaccard: 0.4897959183673469
