index,x,y,z,gt
2,-5.8237,0.3976593,8.124634,stand
3,-2.60341773,0.37861633000000006,8.219849,stand
6,-5.8129883,0.32624817,8.197235,stand
8,-5.8784485,0.31196594,8.29245,stand
9,-5.8451233,0.2988739,8.260315,stand
11,-5.8141785,0.26316833,8.280548,stand
12,-5.8260803,0.27626038,8.248413,stand
14,-5.849884,0.30244446,8.344818,stand
17,-5.861786,0.29292297,8.284119,stand
19,-5.842743,-1.103370649,8.216278,stand
21,-5.8534546,0.43455505,8.2317505,stand
23,-5.8605957,0.40837097000000006,8.237701,stand
25,-5.8641663,-0.659604217,8.219849,stand
27,-5.918915,0.43693542,8.16748,stand
30,-5.82489,0.41551208000000006,8.143677,stand
31,-5.810608,0.34529114,8.16748,stand
32,-5.818939,0.3988495,8.177002,stand
34,-5.7891846,0.3072052,8.16629,stand
35,-5.7558594,0.30244446,8.234131,stand
37,-5.798706,-0.275418914,8.156769,stand
38,-5.8070374,0.22865295000000002,8.146057,stand
40,-5.8260803,0.22984314,8.150818,stand
42,-5.7749023,0.26197815,8.191284,stand
43,-5.7320557,0.22032166000000003,8.125824,stand
44,-5.7130127,0.17628479,8.154388,stand
47,-5.75943,0.17271423,8.210327,stand
49,-5.7998962,0.17628479,8.2638855,stand
50,-5.7891846,0.15605164,8.276978,stand
51,-5.82251,0.20722961,8.273407,stand
52,-5.771332,0.2084198,8.285309,stand
54,-5.7368164,0.22627258,8.340057,stand
55,-5.709442,0.21913147,8.35434,stand
57,-5.8094177,0.24055481,8.35791,stand
58,-5.7618103,0.28935242,8.325775,stand
59,-5.740387,0.24293517999999997,8.332916,stand
61,-5.75943,0.30244446,8.273407,stand
62,-0.41374559300000024,0.33338928,8.276978,stand
63,-5.82489,-0.6413041990000001,8.193665,stand
64,-5.836792,0.3000641,8.096069,stand
65,-5.7998962,0.3083954,8.16629,stand
68,-5.883209,0.24888611,8.144867,stand
70,-5.851074,0.28578186,8.140106,stand
71,-5.8403625,0.26316833,8.112732,stand
73,-5.8260803,0.27030945,8.143677,stand
74,-5.791565,0.28935242,8.073456,stand
76,-5.829651,0.29530334,8.111542,stand
78,-5.8284607,0.27030945,8.124634,stand
79,-5.772522,0.27268982,8.121063,stand
81,-5.848694,0.22746276999999998,8.198425,stand
84,-5.849884,0.24888611,8.215088,stand
85,-5.8475037,0.26316833,8.218658,stand
87,-5.88678,0.22865295000000002,8.248413,stand
88,-5.88916,0.2655487,8.276978,stand
90,-5.9034424,0.27745056,8.211517,stand
92,-5.908203,0.33695984,8.269836,stand
97,-5.9819946,0.28578186,8.240082,stand
99,-5.9760437,0.32862854,8.269836,stand
100,-6.036743,0.3512420700000001,8.288879,stand
102,-5.966522,0.37504578,8.16272,stand
103,-6.0010376,0.36314392,8.22937,stand
106,-5.8915405,0.41789245999999997,8.140106,stand
111,-5.7998962,0.35957335999999995,8.222229,stand
112,-5.792755,0.38456726,8.168671,stand
113,-5.7760925,0.43693542,8.211517,stand
114,-5.8451233,0.3476715,8.194855,stand
