Attribute,Index,Dirty Value,Clean Value
Clump Thickness,142,22,2
Clump Thickness,418,11,1
Clump Thickness,172,11,1
Clump Thickness,582,1,5
Clump Thickness,671,6,3
Clump Thickness,659,77,7
Clump Thickness,254,7,6
Clump Thickness,504,44,4
Clump Thickness,267,1,10
Clump Thickness,451,8,4
Clump Thickness,523,1,10
Clump Thickness,198,6,5
Clump Thickness,130,11,1
Clump Thickness,233,88,8
Clump Thickness,503,3,4
Clump Thickness,201,99,9
Clump Thickness,419,3,5
Clump Thickness,493,3,4
Clump Thickness,462,7,3
Clump Thickness,556,44,4
Clump Thickness,340,88,8
Clump Thickness,167,3,5
Clump Thickness,253,5,6
Clump Thickness,103,44,4
Uniformity of Cell Size,150,88,8
Uniformity of Cell Size,622,1,3
Uniformity of Cell Size,148,11,1
Uniformity of Cell Size,220,3,1
Uniformity of Cell Size,506,5,3
Uniformity of Cell Size,407,22,2
Uniformity of Cell Size,380,33,3
Uniformity of Cell Size,253,33,3
Uniformity of Cell Size,21,4,3
Uniformity of Cell Shape,532,1,2
Uniformity of Cell Shape,351,4,1
Uniformity of Cell Shape,334,1,6
Uniformity of Cell Shape,435,1,7
Uniformity of Cell Shape,539,11,1
Uniformity of Cell Shape,46,11,1
Uniformity of Cell Shape,676,10,4
Uniformity of Cell Shape,600,6,4
Uniformity of Cell Shape,68,3,4
Uniformity of Cell Shape,104,33,3
Uniformity of Cell Shape,36,7,1
Uniformity of Cell Shape,379,7,1
Uniformity of Cell Shape,15,2,5
Uniformity of Cell Shape,697,1,10
Uniformity of Cell Shape,653,11,1
Uniformity of Cell Shape,206,8,10
Uniformity of Cell Shape,309,2,7
Marginal Adhesion,313,1,10
Marginal Adhesion,550,77,7
Marginal Adhesion,646,11,1
Marginal Adhesion,270,11,1
Marginal Adhesion,414,11,1
Marginal Adhesion,131,2,1
Single Epithelial Cell Size,4,2,3
Single Epithelial Cell Size,620,5,2
Single Epithelial Cell Size,39,22,2
Single Epithelial Cell Size,144,22,2
Single Epithelial Cell Size,551,4,2
Single Epithelial Cell Size,283,2,4
Single Epithelial Cell Size,684,6,2
Single Epithelial Cell Size,575,2,4
Single Epithelial Cell Size,207,2,7
Single Epithelial Cell Size,566,3,5
Single Epithelial Cell Size,373,22,2
Single Epithelial Cell Size,271,2,3
Bare Nuclei,262,1,10
Bare Nuclei,286,3,10
Bare Nuclei,426,1,10
Bare Nuclei,283,1,10
Bare Nuclei,623,11,1
Bare Nuclei,289,11,5
Bare Nuclei,41,1,?
Bare Nuclei,367,1,10
Bare Nuclei,565,11,1
Bland Chromatin,51,9,2
Bland Chromatin,592,1,7
Bland Chromatin,514,1,2
Bland Chromatin,458,3,10
Bland Chromatin,528,1,3
Bland Chromatin,152,1,5
Bland Chromatin,417,77,7
Bland Chromatin,574,8,2
Bland Chromatin,135,1,2
Bland Chromatin,231,5,7
Bland Chromatin,477,8,1
Bland Chromatin,2,33,3
Bland Chromatin,436,1,5
Normal Nucleoli,58,1,4
Normal Nucleoli,223,3,1
Normal Nucleoli,6,2,7
Normal Nucleoli,470,11,1
Normal Nucleoli,398,3,1
Mitoses,145,4,1
Mitoses,603,11,1
