index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3220,359831.0833333333,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0.0,2,4,6
14198,368591.13333333336,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377
6283,359951.15,4,0,9,8,0,6,0,2,0.58,0.5455,0.9,0.0896,19,102,121
16020,368255.18333333335,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16
7450,359663.18333333335,4,0,11,0,0,6,0,1,0.24,0.2424,0.6,0.1343,12,52,64
9993,368759.0333333333,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87
1194,359903.0333333333,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167
46,359423.01666666666,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
7845,360047.18333333335,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178
977,359687.0333333333,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12
12510,368375.1,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413
7782,359975.18333333335,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95
5675,360071.13333333336,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202
6787,359735.1666666667,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125
13582,368735.1166666666,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12
2964,359567.0833333333,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160
5564,359951.13333333336,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567
8650,368159.01666666666,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8
1585,359639.05,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111
12017,368615.0833333333,2,1,5,21,0,0,0,1,0.64,0.6061,0.69,0.3881,51,182,233
14873,368519.15,3,1,9,21,0,0,0,1,0.6,0.6212,0.56,0.1045,43,148,191
4516,359663.11666666664,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14
15826,368759.1666666667,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343,99,252,351
6076,359735.15,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261
11954,368567.0833333333,2,1,5,6,0,5,1,1,0.44,0.4394,0.77,0.1343,14,168,182
1976,360047.05,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
3913,359759.1,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151
16189,368423.18333333335,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71
12080,368687.0833333333,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248
13289,368423.1166666666,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373
4412,359543.11666666664,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569
15905,368879.1666666667,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297
9181,368687.01666666666,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,10,139,149
16414,368639.18333333335,4,1,11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,449
6890,359831.1666666667,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201
12958,368831.1,3,1,6,2,0,5,1,1,0.72,0.6667,0.58,0.194,3,15,18
14437,368831.13333333336,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,762,870
8360,359831.2,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60
2841,359447.0833333333,2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,7,102,109
8820,368327.01666666666,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24
12805,368663.1,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646
13371,368519.1166666666,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483
14025,368423.13333333336,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543
6213,359879.15,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0.0,30,103,133
15076,368735.15,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805
9750,368519.0333333333,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896,0,3,3
8501,359975.2,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19
433,359855.01666666666,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
7378,359591.18333333335,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13
12300,368159.1,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222
7277,359471.18333333335,4,0,11,19,0,5,1,1,0.4,0.4091,0.37,0.3582,14,182,196
1833,359903.05,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
11855,368471.0833333333,2,1,5,3,0,1,1,2,0.58,0.5455,0.68,0.3284,0,2,2
10003,368759.0333333333,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143
15404,368351.1666666667,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31
461,359879.01666666666,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
4506,359639.11666666664,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146
9982,368735.0333333333,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82
38,359423.01666666666,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
17308,368831.2,1,1,12,0,0,6,0,2,0.24,0.2424,0.7,0.0,1,25,26
577,359999.01666666666,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
11502,368831.06666666665,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380
6204,359879.15,3,0,9,1,0,3,1,1,0.54,0.5152,0.94,0.0,0,17,17
3989,359855.1,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2
15913,368879.1666666667,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723
11052,368375.06666666665,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203
714,359423.0333333333,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4
560,359975.01666666666,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106
13296,368447.1166666666,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11
8310,359783.2,4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,8,88,96
5184,359567.13333333336,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186
