index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3220,359831.0833,98.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.94,0.0,2.0,4.0,6
14198,368591.1333,3.0,1.0,8.0,18.0,14.0,0.0,0.0,2.0,0.64,0.5909,0.78,0.1045,86.0,291.0,377
6283,359951.15,4.0,0.0,1.0,8.0,72.0,6.0,0.0,2.0,0.58,0.5455,0.514320033,0.0896,19.0,102.0,121
16020,368255.1833,4.0,1.908696956,11.0,4.0,0.0,1.0,1.0,2.0,0.3,0.2879,0.52,0.2537,5.0,11.0,16
7450,335006.3787,4.0,0.0,1.0,0.0,40.0,6.0,0.0,1.0,0.24,0.2424,0.6,0.1343,12.0,52.0,64
9993,368759.0333,74.0,1.0,2.0,9.0,57.0,0.0,0.0,1.0,0.22,0.2121,0.47,0.2239,11.0,76.0,87
1194,359903.0333,14.0,0.0,2.0,18.0,58.0,2.0,1.0,1.0,0.22,0.2273,0.47,0.1343,6.0,161.0,167
46,359423.0167,26.0,0.0,1.0,22.0,97.0,0.0,0.0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9
7845,360047.1833,4.0,0.0,1.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.1045,-223.5452432,165.0,178
977,350720.2995,51.0,0.0,2.0,8.0,31.0,0.0,0.0,2.0,0.22,0.2273,0.64,0.194,-376.0837215,11.0,12
12510,368375.1,34.0,1.0,6.0,10.0,56.0,0.0,0.0,1.0,0.76,0.6818,0.4,0.1045,148.0,265.0,413
7782,359975.1833,4.0,0.0,8.137403306,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.0896,19.0,76.0,95
5675,360071.1333,3.0,0.0,1.0,21.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.53,0.194,34.0,168.0,202
6787,333022.099,4.0,0.0,1.0,8.0,41.0,6.0,0.221300235,2.976428534,0.46,0.4545,0.59,-0.159884787,24.0,101.0,125
13582,368735.1167,29.0,1.0,7.0,2.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.2239,1.0,11.0,12
2964,359567.0833,85.0,0.0,5.0,9.0,92.0,0.0,0.0,1.0,0.56,0.5303,0.52,0.2239,48.0,-315.7372945,160
5564,359951.1333,3.0,0.0,1.0,17.0,-132.3172987,3.0,-1.832871511,1.0,0.76,0.697,0.52,0.3582,83.0,484.0,567
8650,388400.2683,71.0,1.0,1.0,4.0,86.0,0.0,0.0,1.0,0.28,0.303,0.81,0.0896,0.0,8.0,8
1585,359639.05,91.0,0.0,16.76669763,12.0,72.0,5.0,1.0,2.0,0.34,0.3182,0.53,0.2537,15.0,96.0,111
12017,368615.0833,2.0,1.0,1.0,21.0,30.0,0.0,0.0,1.0,0.64,0.6061,2.983852648,0.3881,51.0,182.0,233
14873,368519.15,3.0,1.0,9.0,21.0,86.0,3.4406563,0.0,1.0,0.6,0.6212,0.56,0.269734522,247.1354102,148.0,191
4516,359663.1167,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.0896,6.0,51.53916978,14
15826,368759.1667,4.0,1.0,10.0,14.0,0.0,5.0,1.0,2.0,0.6,0.6061,0.64,0.1343,99.0,252.0,351
6076,359735.15,-90.33371597,0.0,1.0,17.0,0.0,4.0,1.0,3.0,0.48,0.4697,0.82,0.4627,31.0,230.0,261
11954,368567.0833,2.0,1.0,1.0,6.0,0.0,13.41918255,1.0,1.0,0.44,0.4394,0.77,0.1343,14.0,168.0,182
1976,360047.05,3.0,0.246600834,3.0,3.0,26.0,1.0,1.0,1.0,0.22,0.2273,0.44,0.1642,0.0,2.0,2
3913,359759.1,2.0,0.0,1.0,22.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2537,24.0,127.0,151
16189,368423.1833,4.0,1.0,11.0,6.0,1.0,1.0,1.0,4.896216845,1.110788731,0.3939,0.87,0.1045,7.0,64.0,71
12080,368687.0833,2.0,1.0,1.0,12.0,0.0,3.0,1.0,2.0,0.66,0.6212,0.69,0.0896,42.0,206.0,248
13289,368423.1167,82.0,1.0,7.0,21.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.48,0.2239,44.0,329.0,373
4412,359543.1167,3.0,0.0,8.049829602,17.0,0.0,4.0,1.0,1.0,0.86,0.7576,0.36,0.2537,80.0,489.0,569
15905,368879.1667,-78.86166329,1.0,10.0,9.0,0.0,3.0,1.0,1.0,0.34,0.3333,0.76,0.1343,17.0,280.0,297
9181,368687.0167,56.0,1.0,1.0,10.0,0.0,1.0,1.0,2.0,0.2,0.2576,0.93,0.0,10.0,139.0,149
16414,368639.1833,4.0,1.0,11.0,15.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.36,0.0896,68.0,381.0,449
6890,359831.1667,4.0,0.0,27.80066114,16.0,0.0,3.0,1.0,3.0,0.56,0.5303,0.94,0.132489006,21.0,180.0,201
12958,368831.1,93.0,1.0,34.73349482,2.0,0.0,5.0,1.0,1.0,0.72,0.6667,-0.515121892,0.194,3.0,15.0,18
14437,368831.1333,3.0,1.0,8.0,17.0,0.0,3.0,1.0,1.0,0.78,0.6818,0.35,0.2239,108.0,762.0,870
8360,359831.2,4.0,0.0,1.0,23.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.53,0.1642,10.0,50.0,60
2841,359447.0833,13.0,0.0,5.0,6.0,28.0,2.0,1.0,2.0,0.52,0.286717723,0.94,0.1642,7.0,102.0,109
8820,368327.0167,88.0,1.0,1.0,7.0,25.0,0.0,0.0,2.0,0.3,0.3333,0.52,0.0,1.0,23.0,24
12805,368663.1,21.0,1.0,6.0,17.0,0.0,5.24007674,1.0,2.0,0.82,0.599638069,0.38,0.1642,95.0,551.0,646
13371,368519.1167,85.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.7,0.0896,24.0,550.4966087,483
14025,368423.1333,22.0,1.0,8.0,13.0,86.0,0.0,0.0,1.0,0.78,0.697,0.4,0.0,178.0,-438.300349,543
6213,359879.15,3.0,0.0,1.0,10.0,0.0,7.001142196,1.0,2.0,0.6,0.5455,0.88,0.0,30.0,103.0,133
15076,368735.15,4.0,1.0,9.0,8.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.67,0.194,41.0,764.0,805
9750,368519.0333,90.27036907,1.0,2.0,4.0,0.0,4.0,1.0,3.0,1.225876624,0.3182,0.7,0.0896,0.0,3.0,3
8501,359975.2,1.0,0.0,12.0,21.0,11.0,0.0,-5.582532461,1.0,0.3,0.303,0.56,0.1343,4.0,15.0,19
433,359855.0167,94.0,0.0,1.0,1.0,31.0,4.0,1.0,1.0,0.26,0.465488517,0.56,0.0,2.0,3.0,5
7378,359591.1833,4.0,0.957587263,1.0,0.0,0.0,5.970963168,1.0,1.0,0.36,0.3788,0.87,0.0,0.0,13.0,13
12300,368159.1,2.0,1.0,1.0,16.0,0.0,12.40929481,-1.029493028,3.0,0.74,0.6818,0.58,0.4478,36.0,-327.5457645,222
7277,359471.1833,4.0,0.0,1.0,19.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.37,0.3582,14.0,182.0,196
1833,359903.05,86.0,0.0,3.0,2.0,83.0,2.0,1.0,1.0,0.44,0.4394,0.94,0.0896,0.0,-244.5157646,1
11855,368471.0833,2.0,1.0,1.0,3.0,0.0,1.0,1.0,-0.134451131,0.58,0.5455,0.68,0.880512729,0.0,2.0,2
10003,368759.0333,37.0,1.0,2.0,19.0,9.0,0.0,0.0,1.0,0.34,0.3333,0.34,0.1642,13.0,130.0,143
15404,368351.1667,4.0,1.0,10.0,0.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.82,0.2239,9.0,22.0,31
461,359879.0167,44.0,0.0,1.0,5.0,17.0,5.0,1.0,1.0,1.484606763,0.197,0.6,0.4179,1.0,4.0,5
4506,359639.1167,3.0,0.0,1.0,15.0,0.0,1.0,1.0,1.0,0.86,0.8485,1.240976458,0.4179,38.0,108.0,146
9982,376918.8254,73.0,1.0,2.0,22.0,82.0,6.0,0.0,4.488748778,0.24,0.197,0.38,0.4627,4.0,78.0,82
38,359423.0167,92.0,0.0,1.0,14.0,5.0,0.0,0.0,3.0,0.36,0.3485,0.76,0.194,4.0,55.0,59
17308,368831.2,1.0,1.0,12.0,0.0,78.0,6.0,0.0,2.0,0.24,0.2424,0.7,0.0,1.0,25.0,26
577,359999.0167,96.0,0.0,1.0,7.0,96.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985,1.0,29.0,30
11502,368831.0667,2.0,1.0,1.0,10.0,60.0,0.0,0.0,1.0,0.42,0.4242,0.67,0.0896,127.0,253.0,380
6204,373182.6461,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.94,0.0,0.0,17.0,17
3989,359855.1,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.64,0.5758,0.89,1.597719905,2.0,0.0,2
15913,368879.1667,4.0,1.0,10.0,17.0,0.0,3.0,1.0,2.0,0.4,-0.028266301,0.58,0.1642,39.0,684.0,723
11052,368375.0667,2.0,1.0,1.0,15.0,0.0,2.0,1.0,1.0,0.56,0.285601398,0.21,0.2985,46.0,157.0,203
714,359423.0333,67.0,0.0,2.0,2.0,13.0,3.0,1.0,3.0,0.22,0.2273,0.93,0.1343,4.0,0.0,4
560,359975.0167,56.0,0.0,1.0,12.0,1.0,2.0,-0.247779806,2.0,0.26,0.2879,0.56,0.0896,34.66067055,85.0,106
13296,368447.1167,29.0,1.0,7.0,4.0,0.0,5.0,1.0,2.0,0.66,0.6212,0.61,0.0,0.0,11.0,11
8310,359783.2,4.0,0.0,33.61550795,21.0,54.0,6.0,2.125696831,1.0,0.2,0.2121,0.75,0.1642,8.0,88.0,96
5184,339544.9861,3.0,0.474895298,1.0,21.0,0.0,1.0,1.972258054,1.0,0.76,0.7121,0.58,0.0896,30.0,156.0,186
12923,368783.1,35.0,1.0,6.0,15.0,0.0,3.0,1.0,3.683723552,0.940477883,0.697,0.26,0.4627,61.0,188.0,249
2336,387351.6105,45.0,0.0,4.0,5.0,40.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.1343,1.0,15.0,16
4900,360047.1167,3.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.51,0.0,3.0,26.0,29
7284,359495.1833,4.0,0.0,1.0,2.0,26.0,6.0,0.0,1.0,0.3,0.2727,0.52,0.192507509,7.0,24.0,31
