Attribute,Index,Clean Value,Dirty Value
ounces,507,12,12.0 oz.
ounces,508,12,12.0 oz
ounces,1796,12,12.0 ounce
ounces,1802,12,12.0 oz
ounces,1819,12,12.0 oz
ounces,1821,12,12.0 oz.
ounces,1830,16,16.0 oz
ounces,1831,16,16.0 oz
ounces,1838,16,16.0 oz.
ounces,1841,12,12.0 oz.
ounces,1846,12,12.0 oz.
ounces,1862,24,24.0 ounce
ounces,1864,12,12.0 oz.
ounces,1870,16,16.0 oz
ounces,1881,16,16.0 ounce
ounces,1884,12,12.0 oz.
ounces,1893,12,12.0 oz.
ounces,1895,12,12.0 ounce
ounces,1900,12,12.0 oz
ounces,1904,12,12.0 oz.
ounces,1905,12,12.0 oz.
ounces,1907,12,12.0 oz.
ounces,1924,12,12.0 oz.
ounces,1925,12,12.0 oz
ounces,1938,12,12.0 ounce
ounces,1945,16,16.0 ounce
ounces,1946,16,16.0 oz
ounces,1947,16,16.0 oz.
ounces,1949,12,12.0 oz.
ounces,1954,16,16.0 ounce
ounces,1955,12,12.0 oz
ounces,1957,12,12.0 oz.
ounces,1958,12,12.0 oz.
ounces,1959,12,12.0 ounce
ounces,1962,16,16.0 oz.
ounces,1963,12,12.0 oz
ounces,1964,12,12.0 ounce
ounces,1965,12,12.0 oz
ounces,1967,16,16.0 ounce
ounces,1968,12,12.0 oz.
ounces,1969,12,12.0 oz.
ounces,1970,16,16.0 oz
ounces,1971,16,16.0 oz
ounces,1972,16,16.0 oz.
ounces,1973,16,16.0 oz.
ounces,1974,16,16.0 oz
ounces,1975,16,16.0 oz.
ounces,1976,16,16.0 oz.
ounces,1977,12,12.0 oz
ounces,1978,16,16.0 oz.
ounces,1979,12,12.0 oz.
ounces,1980,12,12.0 oz.
ounces,1981,12,12.0 oz
ounces,1982,12,12.0 oz.
ounces,1983,12,12.0 ounce
ounces,1984,12,12.0 ounce
ounces,1985,12,12.0 oz
ounces,1986,16,16.0 oz
ounces,1987,12,12.0 oz
ounces,1988,16,16.0 ounce
ounces,1989,12,12.0 oz
ounces,1990,12,12.0 ounce
ounces,1991,12,12.0 oz.
ounces,1992,12,12.0 oz
ounces,1993,12,12.0 oz
ounces,1994,12,12.0 oz. alumi-tek
ounces,1995,12,12.0 oz.
ounces,1996,12,12.0 oz. alumi-tek
ounces,1997,12,12.0 oz
ounces,1998,12,12.0 ounce
ounces,1999,12,12.0 oz.
ounces,2000,12,12.0 oz. alumi-tek
ounces,2001,12,12.0 oz
ounces,2002,12,12.0 oz
ounces,2003,16,16.0 oz.
ounces,2004,12,12.0 oz.
ounces,2005,16,16.0 ounce
ounces,2006,16,16.0 oz
ounces,2007,12,12.0 oz. alumi-tek
ounces,2008,12,12.0 oz. alumi-tek
ounces,2009,12,12.0 oz
ounces,2010,12,12.0 oz.
ounces,2011,12,12.0 ounce
ounces,2012,12,12.0 oz
ounces,2013,12,12.0 oz
ounces,2014,12,12.0 ounce
ounces,2015,12,12.0 oz.
ounces,2016,12,12.0 oz
ounces,2017,16,16.0 ounce
ounces,2018,12,12.0 oz.
ounces,2019,12,12.0 oz.
ounces,2020,12,12.0 ounce
ounces,2021,12,12.0 oz
ounces,2022,12,12.0 oz.
ounces,2023,12,12.0 oz.
ounces,2024,12,12.0 oz.
ounces,2025,12,12.0 oz
ounces,2026,12,12.0 oz.
ounces,2027,12,12.0 oz.
ounces,2028,12,12.0 oz.
ounces,2029,12,12.0 oz.
ounces,2030,12,12.0 ounce
ounces,2031,16,16.0 ounce
ounces,2032,16,16.0 oz.
ounces,2033,16,16.0 ounce
ounces,2034,16,16.0 ounce
ounces,2035,16,16.0 oz.
ounces,2036,16,16.0 ounce
ounces,2037,16,16.0 oz.
ounces,2038,16,16.0 ounce
ounces,2039,16,16.0 oz
ounces,2040,16,16.0 ounce
ounces,2041,16,16.0 oz. alumi-tek
ounces,2042,16,16.0 oz
ounces,2043,16,16.0 oz.
ounces,2044,16,16.0 oz
ounces,2045,16,16.0 ounce
ounces,2046,16,16.0 ounce
ounces,2047,16,16.0 oz. silo can
ounces,2048,16,16.0 oz
ounces,2049,16,16.0 ounce
ounces,2050,16,16.0 oz.
ounces,2051,16,16.0 oz.
ounces,2052,16,16.0 oz.
ounces,2053,16,16.0 ounce
ounces,2054,16,16.0 oz.
ounces,2055,16,16.0 oz.
ounces,2056,16,16.0 oz
ounces,2057,16,16.0 oz
ounces,2058,16,16.0 ounce
ounces,2059,16,16.0 oz. alumi-tek
ounces,2060,16,16.0 oz
ounces,2061,16,16.0 oz
ounces,2062,16,16.0 oz
ounces,2063,16,16.0 oz.
ounces,2064,16,16.0 oz
