abv,ibu,is_ipa,has_error,error_type,true_ibu
0.0800295787811779,0.6662920554718953,0,0,,0.6662920554718953
2.8800159556665608,0.2808587806291694,0,1,semantic,1.8996785349686183
1.4063389152005699,-0.6441810789933728,0,1,semantic,0.08814214320780642
-1.1725959056149144,-0.02748783924501136,0,0,,-0.02748783924501136
-0.8041766454984164,-0.9525276988675536,0,1,semantic,-0.9910710263518262
-0.8041766454984164,-0.9910710263518262,0,0,,-0.9910710263518262
-0.8041766454984164,21.510756870472846,0,1,syntactic,-0.9910710263518262
0.7431842469908744,1.0517253303146212,1,0,,1.0517253303146212
0.7431842469908744,1.0517253303146212,1,0,,1.0517253303146212
0.7431842469908744,39.95087250363244,1,1,syntactic,1.0517253303146212
1.8484420273403674,0.3579454355977146,0,0,,0.3579454355977146
2.732648251619962,20.414125003201814,1,1,syntactic,1.9767651899371634
-1.1725959056149144,0.0,0,1,syntactic,-0.02748783924501136
1.4063389152005699,0.08814214320780642,0,0,,0.08814214320780642
0.5958165429442751,21.26122019136558,0,1,syntactic,0.8590086928932583
1.7010743232937682,-0.2972911316349195,0,0,,-0.2972911316349195
0.7431842469908744,0.0,1,1,syntactic,0.8590086928932583
-0.8041766454984164,-0.9910710263518262,0,0,,-0.9910710263518262
0.7431842469908744,1.5142452601258924,1,0,,1.5142452601258924
-1.8357505738246098,-1.2223309912574618,0,0,,-1.2223309912574618
-1.0989120535916148,-1.1452443362889166,0,1,semantic,-0.9525276988675536
-0.7304927934751168,-0.8754410438990085,0,1,semantic,-0.5670944240248277
-0.7304927934751168,0.08814214320780642,1,0,,0.08814214320780642
0.6695003949675747,0.8590086928932583,1,0,,0.8590086928932583
2.2168612874568647,0.2808587806291694,0,0,,0.2808587806291694
-1.0252282015683152,-1.0681576813203715,0,0,,-1.0681576813203715
-0.583125089428518,-0.9525276988675536,0,0,,-0.9525276988675536
-0.06733812526542132,2.130938499874254,1,1,semantic,1.2444419677359841
-0.4357573853819188,-0.9910710263518262,0,1,semantic,-0.49000776905628246
-0.4357573853819188,-0.49000776905628246,0,0,,-0.49000776905628246
1.7747581753170678,1.5142452601258924,1,0,,1.5142452601258924
-0.36207353335861925,-0.6441810789933728,0,0,,-0.6441810789933728
-0.36207353335861925,-0.6441810789933728,0,0,,-0.6441810789933728
0.3747649868743763,0.0,1,1,syntactic,0.3579454355977146
-1.319963609661513,-1.1452443362889166,0,0,,-1.1452443362889166
-1.0989120535916148,0.0,0,1,syntactic,-0.9910710263518262
1.6273904712704688,20.30608551175834,1,1,syntactic,0.9746386753460761
-0.7304927934751168,-0.8754410438990085,0,0,,-0.8754410438990085
1.4800227672238695,0.9746386753460761,1,0,,0.9746386753460761
4.7957961082723495,1.4371586051573473,0,0,,1.4371586051573473
1.2589712111539706,-0.6827244064776454,0,0,,-0.6827244064776454
-1.319963609661513,-0.2972911316349195,0,1,semantic,-0.02748783924501136
-0.7304927934751168,-0.6827244064776454,0,0,,-0.6827244064776454
0.44844883889767595,-0.913984371383281,0,1,semantic,-0.8368977164147359
-1.4673313137081123,-0.9525276988675536,0,1,semantic,-1.1452443362889166
-0.36207353335861925,-1.2223309912574618,0,1,semantic,-0.9910710263518262
1.185287359130671,0.9746386753460761,1,0,,0.9746386753460761
-0.6568089414518177,-0.8368977164147359,0,1,semantic,-0.18166114918210174
0.006345726757878289,0.0,1,1,syntactic,0.8590086928932583
-0.7304927934751168,-0.8754410438990085,0,0,,-0.8754410438990085
-0.5094412374052185,-0.2972911316349195,0,0,,-0.2972911316349195
-0.7304927934751168,-0.2972911316349195,0,0,,-0.2972911316349195
-0.583125089428518,-0.3743777866034647,0,0,,-0.3743777866034647
-1.4673313137081123,-0.8754410438990085,0,0,,-0.8754410438990085
-0.5094412374052185,-0.2587478041506469,0,0,,-0.2587478041506469
1.6273904712704688,2.3236551372956167,1,0,,2.3236551372956167
-0.5094412374052185,-0.10457449421355655,0,0,,-0.10457449421355655
-0.5094412374052185,-0.9525276988675536,0,0,,-0.9525276988675536
0.1537134308044775,0.0,1,1,syntactic,0.011055488239261235
-0.21470582931202004,-1.1452443362889166,0,0,,-1.1452443362889166
-0.2883896813353196,-1.4921342836473699,0,0,,-1.4921342836473699
0.7431842469908744,1.4371586051573473,1,0,,1.4371586051573473
-0.14102197728872043,-1.0681576813203715,0,0,,-1.0681576813203715
-0.21470582931202004,-1.106701008804644,0,1,semantic,-1.1452443362889166
-0.36207353335861925,-0.6827244064776454,0,0,,-0.6827244064776454
-0.14102197728872043,-1.0681576813203715,0,0,,-1.0681576813203715
-0.2883896813353196,-1.4921342836473699,0,0,,-1.4921342836473699
-0.21470582931202004,-1.1452443362889166,0,0,,-1.1452443362889166
0.6695003949675747,-1.4150476286788247,0,0,,-1.4150476286788247
0.7431842469908744,0.4735754180505324,1,1,semantic,1.4371586051573473
-0.14102197728872043,-1.0681576813203715,0,0,,-1.0681576813203715
-0.2883896813353196,-1.4921342836473699,0,0,,-1.4921342836473699
-0.36207353335861925,-0.5670944240248277,0,0,,-0.5670944240248277
0.816868099014173,1.2444419677359841,1,0,,1.2444419677359841
-0.9515443495450157,0.0,0,1,syntactic,-0.913984371383281
0.006345726757878289,-0.7598110614461906,0,0,,-0.7598110614461906
0.006345726757878289,0.4735754180505324,0,0,,0.4735754180505324
0.1537134308044775,-0.9910710263518262,0,0,,-0.9910710263518262
2.3642289915034636,0.2808587806291694,0,0,,0.2808587806291694
-0.6568089414518177,-0.8754410438990085,0,0,,-0.8754410438990085
-0.583125089428518,-1.2608743187417344,0,0,,-1.2608743187417344
0.7431842469908744,0.08814214320780642,1,0,,0.08814214320780642
-2.0568021298945087,40.18706927635188,0,1,syntactic,-0.6056377515091003
-0.5094412374052185,-0.6441810789933728,0,0,,-0.6441810789933728
0.006345726757878289,1.0131820028303486,1,0,,1.0131820028303486
-0.2883896813353196,-1.029614353836099,0,1,semantic,-0.6056377515091003
0.7431842469908744,0.0,1,1,syntactic,0.9360953478618035
-0.21470582931202004,-0.10457449421355655,0,0,,-0.10457449421355655
1.6273904712704688,0.2808587806291694,1,1,semantic,3.6726715992451577
0.1537134308044775,37.54037819253694,0,1,syntactic,-0.2972911316349195
0.006345726757878289,-0.7983543889304632,0,1,semantic,-0.2972911316349195
1.1116035071073713,19.412153887987678,1,1,syntactic,2.786175067106888
-0.36207353335861925,-1.1837876637731892,0,0,,-1.1837876637731892
-1.0989120535916148,-1.106701008804644,0,1,semantic,-1.3379609737102796
-0.7304927934751168,15.810500907055864,1,1,syntactic,0.7433787104404405
-0.7304927934751168,-1.1837876637731892,0,0,,-1.1837876637731892
-0.9515443495450157,-0.02748783924501136,0,0,,-0.02748783924501136
-0.2883896813353196,-1.2608743187417344,0,0,,-1.2608743187417344
