Attribute,Index,Clean Value,Dirty Value
Clump Thickness,275,3,2
Clump Thickness,125,5,3
Clump Thickness,142,2,22
Clump Thickness,313,8,empty
Clump Thickness,170,1,empty
Clump Thickness,418,1,11
Clump Thickness,512,5,empty
Clump Thickness,172,1,11
Clump Thickness,582,5,1
Clump Thickness,226,1,empty
Clump Thickness,671,3,6
Clump Thickness,481,5,55
Clump Thickness,514,3,empty
Clump Thickness,594,5,55
Clump Thickness,448,5,55
Clump Thickness,659,7,77
Clump Thickness,37,10,1a0
Clump Thickness,254,6,7
Clump Thickness,60,9,empty
Clump Thickness,504,4,44
Clump Thickness,267,10,1
Clump Thickness,352,2,empty
Clump Thickness,451,4,8
Clump Thickness,523,10,1
Clump Thickness,420,2,empty
Clump Thickness,443,1,empty
Clump Thickness,622,6,empty
Clump Thickness,198,5,6
Clump Thickness,294,10,empty
Clump Thickness,130,1,11
Clump Thickness,233,8,88
Clump Thickness,623,7,empty
Clump Thickness,503,4,3
Clump Thickness,201,9,99
Clump Thickness,419,5,3
Clump Thickness,499,4,empty
Clump Thickness,680,2,empty
Clump Thickness,493,4,3
Clump Thickness,462,3,7
Clump Thickness,340,8,88
Clump Thickness,346,1,empty
Clump Thickness,167,5,3
Clump Thickness,647,1,empty
Clump Thickness,475,5,empty
Clump Thickness,253,6,5
Clump Thickness,103,4,44
Uniformity of Cell Size,150,8,88
Uniformity of Cell Size,125,4,empty
Uniformity of Cell Size,606,5,1
Uniformity of Cell Size,480,8,88
Uniformity of Cell Size,412,1,10
Uniformity of Cell Size,512,1,3
Uniformity of Cell Size,399,2,1
Uniformity of Cell Size,51,5,empty
Uniformity of Cell Size,375,1,3
Uniformity of Cell Size,446,1,3
Uniformity of Cell Size,630,1,empty
Uniformity of Cell Size,75,6,66
Uniformity of Cell Size,140,1,empty
Uniformity of Cell Size,598,1,11
Uniformity of Cell Size,263,8,empty
Uniformity of Cell Size,587,10,empty
Uniformity of Cell Size,622,3,1
Uniformity of Cell Size,148,1,11
Uniformity of Cell Size,144,1,empty
Uniformity of Cell Size,395,2,22
Uniformity of Cell Size,372,1,empty
Uniformity of Cell Size,220,1,3
Uniformity of Cell Size,506,3,5
Uniformity of Cell Size,407,2,22
Uniformity of Cell Size,33,7,empty
Uniformity of Cell Size,41,6,empty
Uniformity of Cell Size,338,1,empty
Uniformity of Cell Size,566,7,empty
Uniformity of Cell Size,14,1,empty
Uniformity of Cell Size,253,3,33
Uniformity of Cell Size,344,1,empty
Uniformity of Cell Size,21,3,4
Uniformity of Cell Shape,532,2,1
Uniformity of Cell Shape,351,1,4
Uniformity of Cell Shape,334,6,1
Uniformity of Cell Shape,645,1,empty
Uniformity of Cell Shape,480,7,empty
Uniformity of Cell Shape,435,7,1
Uniformity of Cell Shape,155,1,empty
Uniformity of Cell Shape,539,1,11
Uniformity of Cell Shape,617,1,empty
Uniformity of Cell Shape,46,1,11
Uniformity of Cell Shape,676,4,10
Uniformity of Cell Shape,371,2,1
Uniformity of Cell Shape,600,4,6
Uniformity of Cell Shape,68,4,3
Uniformity of Cell Shape,153,8,empty
Uniformity of Cell Shape,104,3,33
Uniformity of Cell Shape,524,6,66
Uniformity of Cell Shape,620,1,empty
Uniformity of Cell Shape,39,4,empty
Uniformity of Cell Shape,648,1,empty
Uniformity of Cell Shape,97,1,empty
Uniformity of Cell Shape,629,1,empty
Uniformity of Cell Shape,36,1,7
Uniformity of Cell Shape,597,2,empty
Uniformity of Cell Shape,379,1,7
Uniformity of Cell Shape,419,2,empty
Uniformity of Cell Shape,15,5,2
Uniformity of Cell Shape,252,4,empty
Uniformity of Cell Shape,697,10,1
Uniformity of Cell Shape,653,1,11
Uniformity of Cell Shape,206,10,8
Uniformity of Cell Shape,563,1,empty
Uniformity of Cell Shape,309,7,2
Marginal Adhesion,145,1,empty
Marginal Adhesion,466,7,1
Marginal Adhesion,313,10,1
Marginal Adhesion,412,1,empty
Marginal Adhesion,58,1,empty
Marginal Adhesion,95,1,empty
Marginal Adhesion,643,1,empty
Marginal Adhesion,452,1,11
Marginal Adhesion,686,1,empty
Marginal Adhesion,640,3,1
Marginal Adhesion,27,1,empty
Marginal Adhesion,264,10,empty
Marginal Adhesion,602,1,empty
Marginal Adhesion,581,1,empty
Marginal Adhesion,408,1,2
Marginal Adhesion,152,1,11
Marginal Adhesion,469,1,11
Marginal Adhesion,37,8,1
Marginal Adhesion,267,3,empty
Marginal Adhesion,360,4,3
Marginal Adhesion,124,1,8
Marginal Adhesion,550,7,77
Marginal Adhesion,537,1,empty
Marginal Adhesion,510,1,empty
Marginal Adhesion,497,1,empty
Marginal Adhesion,646,1,11
Marginal Adhesion,554,1,empty
Marginal Adhesion,270,1,11
Marginal Adhesion,683,1,empty
Marginal Adhesion,244,1,empty
Marginal Adhesion,414,1,11
Marginal Adhesion,131,1,2
Marginal Adhesion,436,1,empty
Single Epithelial Cell Size,4,3,2
