Baseline,Dataset,时间（单位 s）,传统清洗的F1值,r_edr,hybrid_distance,edr,col_avg_rmse,col_avg_f1,P_do_nothing,P_demand_clean,P_repair_all,upper_bound_dirty,upper_bound_cleaned,upper_bound_clean,upper_bound_improvement,真值使用单元格数,ML_1,ML_2,ML_3,ML_4,ML_5,ML_6
Demandclean_v7,har,27059.20,0.028041452537110285,-0.6427687229213946,0.28017363720184435,-0.9113520408163265,,,0.523812589595373,0.8170256150001302,0.6875855528743158,0.523812589595373,0.8170256150001302,0.6875855528743158,1.7903628262825555,0,"KMeans
    silhouette      : 0.817026","Agglomerative
    (no data)","Spectral
    (no data)",,,
Demandclean_v7,mercedes,7751.60,0.32211595693267564,0.0,0.47630196116843926,-0.16321617717862302,,,0.3599827689119728,0.39863120753539827,0.3936883946813713,71.728610989802,85.22405962873117,71.00816887300775,-18.73217615174961,94,"RF
    mse            : 113.666628
    r2             : 0.398631","LR
    mse            : 122.963009
    r2             : 0.349447","RIDGE
    mse            : 123.066586
    r2             : 0.348899","LASSO
    mse            : 137.962316
    r2             : 0.270092","KNN
    mse            : 145.132286
    r2             : 0.232158","GB
    mse            : 105.782452
    r2             : 0.440344"
Demandclean_v7,nasa,154.33,0.005281690125225803,-2.268041237113402,0.3113773767470022,-9.695876288659793,,,-0.001071,0.095858,0.531992,28.88795953614174,24.068507061114907,17.223797781209107,0.4131846399496941,2,"RF
    mse            : 19.864083
    r2             : 0.582110","LR
    mse            : 42.977692
    r2             : 0.095858","RIDGE
    mse            : 47.418472
    r2             : 0.002435","LASSO
    mse            : 47.580691
    r2             : -0.000978","KNN
    mse            : 39.654851
    r2             : 0.165762","GB
    mse            : 24.684724
    r2             : 0.480696"
Demandclean_v7,smartfactory,1913.45,0.07710501416317173,-1.6871770784405824,0.16349149018819772,-3.7280413339596055,,,0.9617255233664622,0.9668005920913513,0.9663776696976105,0.9383236418583287,0.9523404948732732,0.9534784607806388,0.9249106232678016,53,"RF
    accuracy       : 0.966801
    f1             : 0.966464
    precision      : 0.966633
    recall         : 0.966801","LR
    accuracy       : 0.762952
    f1             : 0.666608
    precision      : 0.788542
    recall         : 0.762952","SVM
    accuracy       : 0.766124
    f1             : 0.672690
    precision      : 0.815303
    recall         : 0.766124","KNN
    accuracy       : 0.814760
    f1             : 0.808256
    precision      : 0.805488
    recall         : 0.814760","DT
    accuracy       : 0.951787
    f1             : 0.951928
    precision      : 0.952114
    recall         : 0.951787","GB
    accuracy       : 0.796363
    f1             : 0.738898
    precision      : 0.820335
    recall         : 0.796363"
Demandclean_v7,soilmoisture,7327.65,0.4956913325792319,0.004524886877828055,0.17169913798550143,0.27969661610268376,,,0.854402,0.910267,0.941308,2.7058391546880474,1.893599955157575,0.5130331404968388,0.3704108773297292,0,"RF
    mse            : 1.197587
    r2             : 0.919396","LR
    mse            : 2.481581
    r2             : 0.832976","RIDGE
    mse            : 2.569827
    r2             : 0.827036","LASSO
    mse            : 8.595412
    r2             : 0.421481","KNN
    mse            : 2.392022
    r2             : 0.839004","GB
    mse            : 1.333223
    r2             : 0.910267"
Demandclean_v8,adult,5615.70,0.0,-1.216931216931217,0.01108567977217442,-1.2774838330393885,,,0.8505086245024326,0.8505086245024326,0.8542680229986731,0.8184291476911966,0.8184291476911966,0.8523286315486308,0.0,0,"RF
    accuracy       : 0.849420
    f1             : 0.847322
    precision      : 0.845963
    recall         : 0.849420","LR
    accuracy       : 0.822222
    f1             : 0.809256
    precision      : 0.810640
    recall         : 0.822222","SVM
    accuracy       : 0.849088
    f1             : 0.841905
    precision      : 0.842037
    recall         : 0.849088","KNN
    accuracy       : 0.819016
    f1             : 0.818030
    precision      : 0.817155
    recall         : 0.819016","DT
    accuracy       : 0.768601
    f1             : 0.775452
    precision      : 0.786262
    recall         : 0.768601","GB
    accuracy       : 0.866335
    f1             : 0.860789
    precision      : 0.861221
    recall         : 0.866335"
Demandclean_v8,beers,491.82,0.0,0.0,0.07874378304479088,-0.31130690161527164,,,0.3796680497925311,0.27835051546391754,0.38589211618257263,0.2605809128630705,0.3048969072164948,0.25809128630705397,-17.800257731959228,0,"RF
    accuracy       : 0.360825
    f1             : 0.308117
    precision      : 0.282408
    recall         : 0.360825","LR
    accuracy       : 0.268041
    f1             : 0.173411
    precision      : 0.141246
    recall         : 0.268041","SVM
    accuracy       : 0.268041
    f1             : 0.143745
    precision      : 0.103026
    recall         : 0.268041","KNN
    accuracy       : 0.237113
    f1             : 0.177131
    precision      : 0.148394
    recall         : 0.237113","DT
    accuracy       : 0.298969
    f1             : 0.270850
    precision      : 0.279676
    recall         : 0.298969","GB
    accuracy       : 0.309278
    f1             : 0.282147
    precision      : 0.286351
    recall         : 0.309278"
Demandclean_v8,bike,2848.52,0.0,-0.02834319526627219,70.58577232370533,-0.29347531811208377,,,0.929398,0.663230,0.961849,1825.2803032229554,1825.2803032229554,25.4989040055832,-0.0,0,"RF
    mse            : 1367.074771
    r2             : 0.956828","LR
    mse            : 10663.949812
    r2             : 0.663230","RIDGE
    mse            : 10665.716568
    r2             : 0.663175","LASSO
    mse            : 10653.582294
    r2             : 0.663558","KNN
    mse            : 5885.947089
    r2             : 0.814121","GB
    mse            : 1752.622787
    r2             : 0.944652"
Demandclean_v8,breast_cancer,20.60,0.0,-0.5714285714285714,0.3486201534044543,-2.0286259541984735,,,0.964286,0.942857,0.985714,0.9170811921891058,0.9356526207605345,0.9556731757451182,0.48122503328894944,0,"RF
    accuracy       : 0.964286
    f1             : 0.964179
    precision      : 0.964184
    recall         : 0.964286","LR
    accuracy       : 0.942857
    f1             : 0.942117
    precision      : 0.943195
    recall         : 0.942857","SVM
    accuracy       : 0.935714
    f1             : 0.935897
    precision      : 0.936187
    recall         : 0.935714","KNN
    accuracy       : 0.942857
    f1             : 0.943174
    precision      : 0.943916
    recall         : 0.942857","DT
    accuracy       : 0.921429
    f1             : 0.920685
    precision      : 0.920918
    recall         : 0.921429","GB
    accuracy       : 0.935714
    f1             : 0.935521
    precision      : 0.935437
    recall         : 0.935714"
Demandclean_v8,har,27899.13,0.23091355169191902,-0.687422710409544,0.21839858672106144,-0.7672375655691083,,,0.523812589595373,0.6842515236394585,0.6875855528743158,0.523812589595373,0.6842515236394585,0.6875855528743158,0.9796423709499678,6318,"KMeans
    silhouette      : 0.684252","Agglomerative
    (no data)","Spectral
    (no data)",,,
Demandclean_v8,mercedes,14368.39,0.0020310049153692182,0.0,0.47950116582928415,-0.4709990458208986,,,0.3599827689119728,0.3659757198991417,0.3936883946813713,71.728610989802,65.88835624553464,71.00816887300775,8.106487125231881,3207,"RF
    mse            : 119.838946
    r2             : 0.365976","LR
    mse            : 124.538790
    r2             : 0.341111","RIDGE
    mse            : 124.493294
    r2             : 0.341351","LASSO
    mse            : 146.091701
    r2             : 0.227082","KNN
    mse            : 161.570826
    r2             : 0.145188","GB
    mse            : 105.953456
    r2             : 0.439439"
Demandclean_v8,nasa,29.91,0.0,-7.316666666666666,0.2857982203375222,-25.9,,,-0.001071,0.199359,0.531992,28.88795953614174,25.48140167595384,17.223797781209107,0.2920533795535978,0,"RF
    mse            : 19.930019
    r2             : 0.580723","LR
    mse            : 38.057841
    r2             : 0.199359","RIDGE
    mse            : 47.379541
    r2             : 0.003254","LASSO
    mse            : 47.595956
    r2             : -0.001299","KNN
    mse            : 39.154607
    r2             : 0.176286","GB
    mse            : 20.910659
    r2             : 0.560093"
Demandclean_v8,smartfactory,887.51,0.07366280885523174,-1.6635060129509713,0.16569495535825723,-3.6970397779833486,,,0.9617255233664622,0.9651089025163883,0.9663776696976105,0.9383236418583287,0.9545359903599445,0.9534784607806388,1.0697817364052356,0,"RF
    accuracy       : 0.965109
    f1             : 0.964767
    precision      : 0.964897
    recall         : 0.965109","LR
    accuracy       : 0.762318
    f1             : 0.665900
    precision      : 0.774198
    recall         : 0.762318","SVM
    accuracy       : 0.765912
    f1             : 0.672215
    precision      : 0.815024
    recall         : 0.765912","KNN
    accuracy       : 0.814971
    f1             : 0.808657
    precision      : 0.805892
    recall         : 0.814971","DT
    accuracy       : 0.955805
    f1             : 0.955966
    precision      : 0.956197
    recall         : 0.955805","GB
    accuracy       : 0.801438
    f1             : 0.752380
    precision      : 0.812690
    recall         : 0.801438"
Demandclean_v8,soilmoisture,204.89,0.0,0.0,0.3787513022164406,-0.0016543649783659965,,,0.854402,0.857905,0.941308,2.7058391546880474,2.6759987574161412,0.5130331404968388,0.013608316047469622,0,"RF
    mse            : 1.608350
    r2             : 0.891749","LR
    mse            : 5.907418
    r2             : 0.602398","RIDGE
    mse            : 5.914608
    r2             : 0.601914","LASSO
    mse            : 11.466902
    r2             : 0.228214","KNN
    mse            : 6.144552
    r2             : 0.586438","GB
    mse            : 2.111190
    r2             : 0.857905"
Demandclean_ngt,adult,15739.45,0.005908910232026758,-25.84179104477612,0.24483098533759529,-165.72935323383084,,,0.8518518518518519,0.8473189607517966,0.8564953012714207,0.8143957962029418,0.8603572343774367,0.8499982307137097,1.29096335141334,0,"RF
    accuracy       : 0.847319
    f1             : 0.847615
    precision      : 0.847930
    recall         : 0.847319","LR
    accuracy       : 0.814815
    f1             : 0.810621
    precision      : 0.808301
    recall         : 0.814815","SVM
    accuracy       : 0.844334
    f1             : 0.840516
    precision      : 0.839044
    recall         : 0.844334","KNN
    accuracy       : 0.818574
    f1             : 0.819807
    precision      : 0.821251
    recall         : 0.818574","DT
    accuracy       : 0.801658
    f1             : 0.806820
    precision      : 0.815586
    recall         : 0.801658","GB
    accuracy       : 0.859923
    f1             : 0.858321
    precision      : 0.857291
    recall         : 0.859923"
Demandclean_ngt,beers,165.55,0.2979089085909191,0.0,0.2052006757991215,-2.392118226600985,,,0.31524008350730687,0.34029227557411273,0.35490605427974947,0.267711937716263,0.32457708573625527,0.3368055555555555,0.8230159282186826,0,"RF
    accuracy       : 0.340292
    f1             : 0.271493
    precision      : 0.277898
    recall         : 0.340292","LR
    accuracy       : 0.225470
    f1             : 0.124973
    precision      : 0.126926
    recall         : 0.225470","SVM
    accuracy       : 0.185804
    f1             : 0.058227
    precision      : 0.034523
    recall         : 0.185804","KNN
    accuracy       : 0.173278
    f1             : 0.141502
    precision      : 0.136222
    recall         : 0.173278","DT
    accuracy       : 0.244259
    f1             : 0.236271
    precision      : 0.254850
    recall         : 0.244259","GB
    accuracy       : 0.302714
    f1             : 0.252153
    precision      : 0.242680
    recall         : 0.302714"
Demandclean_ngt,bike,4858.39,0.0908509276647399,-0.03970917225950783,0.3140580775184334,-0.07196315486470926,,,0.929398,0.949491,0.961849,1407.3185645978879,2317.557967157298,12.546433417093743,-0.6526079652801886,0,"RF
    mse            : 163.441613
    r2             : 0.994799","LR
    mse            : 1587.241156
    r2             : 0.949491","RIDGE
    mse            : 1592.632339
    r2             : 0.949320","LASSO
    mse            : 1587.707824
    r2             : 0.949477","KNN
    mse            : 2988.486180
    r2             : 0.904902","GB
    mse            : 294.615919
    r2             : 0.990625"
Demandclean_ngt,breast_cancer,43.82,0.21035598700504185,0.11570247933884298,0.10039668761973428,0.0031645569620253164,,,0.964286,0.985714,0.985714,0.9450659781985082,0.9660299735527476,0.9569994262765347,1.7567424953095676,0,"RF
    accuracy       : 0.978571
    f1             : 0.978312
    precision      : 0.979196
    recall         : 0.978571","LR
    accuracy       : 0.985714
    f1             : 0.985602
    precision      : 0.985994
    recall         : 0.985714","SVM
    accuracy       : 0.971429
    f1             : 0.971429
    precision      : 0.971429
    recall         : 0.971429","KNN
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","DT
    accuracy       : 0.950000
    f1             : 0.950183
    precision      : 0.950480
    recall         : 0.950000","GB
    accuracy       : 0.978571
    f1             : 0.978650
    precision      : 0.978848
    recall         : 0.978571"
Demandclean_ngt,har,78818.78,0.019839106977127777,-0.881791756726541,0.26807402213239157,-1.1740486190658013,,,0.523812589595373,0.7412662382844024,0.6875855528743158,0.523812589595373,0.7412662382844024,0.6875855528743158,1.3277750144793812,0,"KMeans
    silhouette      : 0.741266","Agglomerative
    (no data)","Spectral
    (no data)",,,
Demandclean_ngt,mercedes,7525.16,0.2057291993988202,0.0,0.47849798792075754,-0.2890003967262736,,,0.3599827689119728,0.39173521984259285,0.3936883946813713,71.728610989802,69.80802879411745,71.00816887300775,2.66583831082859,0,"RF
    mse            : 114.970061
    r2             : 0.391735","LR
    mse            : 122.053115
    r2             : 0.354261","RIDGE
    mse            : 122.086971
    r2             : 0.354082","LASSO
    mse            : 161.462426
    r2             : 0.145761","KNN
    mse            : 147.608600
    r2             : 0.219057","GB
    mse            : 108.020654
    r2             : 0.428502"
Demandclean_ngt,nasa,72.57,0.005312084977732549,-2.284974093264249,0.3042958608947429,-9.699481865284975,,,-0.001071,0.001334,0.531992,28.88795953614174,23.245592575381558,17.223797781209107,0.48373531500230554,0,"RF
    mse            : 20.164841
    r2             : 0.575783","LR
    mse            : 47.470813
    r2             : 0.001334","RIDGE
    mse            : 47.531968
    r2             : 0.000047","LASSO
    mse            : 47.587359
    r2             : -0.001118","KNN
    mse            : 38.829584
    r2             : 0.183124","GB
    mse            : 21.699767
    r2             : 0.543492"
Demandclean_ngt,smartfactory,1890.26,0.012261580375684977,-18.906091370558375,0.07027653305769738,-31.32741116751269,,,0.9617255233664622,0.9471347007824065,0.9663776696976105,0.9383236418583287,0.9254997562164797,0.9534784607806388,-0.8461919411633742,0,"RF
    accuracy       : 0.947135
    f1             : 0.946125
    precision      : 0.946769
    recall         : 0.947135","LR
    accuracy       : 0.761472
    f1             : 0.664341
    precision      : 0.762703
    recall         : 0.761472","SVM
    accuracy       : 0.764855
    f1             : 0.669831
    precision      : 0.813495
    recall         : 0.764855","KNN
    accuracy       : 0.801015
    f1             : 0.793191
    precision      : 0.789761
    recall         : 0.801015","DT
    accuracy       : 0.934236
    f1             : 0.934514
    precision      : 0.934881
    recall         : 0.934236","GB
    accuracy       : 0.799323
    f1             : 0.747055
    precision      : 0.814593
    recall         : 0.799323"
Demandclean_ngt,soilmoisture,380.49,0.22460163556319204,0.007371007371007371,0.2578824188694725,-0.15468312547722066,,,0.854402,0.93704,0.941308,2.7058391546880474,1.5672099338590777,0.5130331404968388,0.5192567028091356,0,"RF
    mse            : 1.031982
    r2             : 0.930542","LR
    mse            : 3.076700
    r2             : 0.792921","RIDGE
    mse            : 3.100083
    r2             : 0.791347","LASSO
    mse            : 12.115763
    r2             : 0.184542","KNN
    mse            : 2.939461
    r2             : 0.802158","GB
    mse            : 0.935436
    r2             : 0.937040"
