Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: datetime, MSE: 0.5127771676442977, Jaccard: 0.517304189435337
Attribute: soil_temperature, MSE: 0.0056152003809612, Jaccard: 0.5358540372670808
Attribute: 454, MSE: 0.020473880354368024, Jaccard: 0.6035087719298246
Attribute: 458, MSE: 0.020229107444066658, Jaccard: 0.4476744186046512
Attribute: 462, MSE: 0.01875285140865907, Jaccard: 0.47916666666666663
Attribute: 466, MSE: 0.02617870672309034, Jaccard: 0.5531135531135531
Attribute: 470, MSE: 0.019332004826713062, Jaccard: 0.45681381957773515
Attribute: 474, MSE: 0.017218083337786592, Jaccard: 0.5415162454873645
Attribute: 478, MSE: 0.018842513917019136, Jaccard: 0.5398550724637681
Attribute: 482, MSE: 0.01751268327842371, Jaccard: 0.37875751503006017
Attribute: 486, MSE: 0.014207119525399721, Jaccard: 0.4405458089668616
Attribute: 490, MSE: 0.020375543105289058, Jaccard: 0.5266055045871559
Attribute: 494, MSE: 0.016732107975412754, Jaccard: 0.6377551020408163
Attribute: 498, MSE: 0.018323329552804718, Jaccard: 0.44140625
Attribute: 502, MSE: 0.020184249316700844, Jaccard: 0.4751908396946565
Attribute: 506, MSE: 0.026359778097715905, Jaccard: 0.514018691588785
Attribute: 510, MSE: 0.013497968927501817, Jaccard: 0.5302752293577981
Attribute: 514, MSE: 0.010635371722937333, Jaccard: 0.3450413223140496
Attribute: 518, MSE: 0.014798532575806307, Jaccard: 0.6036036036036037
Attribute: 522, MSE: 0.02810097172271871, Jaccard: 0.5251396648044693
Attribute: 526, MSE: 0.025304465773718667, Jaccard: 0.48571428571428577
Attribute: 530, MSE: 0.0193183696447943, Jaccard: 0.4906015037593985
Attribute: 534, MSE: 0.029887737506488418, Jaccard: 0.6306306306306306
Attribute: 538, MSE: 0.02063520145242296, Jaccard: 0.4808429118773946
Attribute: 542, MSE: 0.023034518009867857, Jaccard: 0.5168539325842696
Attribute: 546, MSE: 0.027215133205856962, Jaccard: 0.5494505494505495
Attribute: 550, MSE: 0.011684979404340644, Jaccard: 0.4953271028037384
Attribute: 554, MSE: 0.024614772569751496, Jaccard: 0.6032315978456014
Attribute: 558, MSE: 0.015301068092714788, Jaccard: 0.44487427466150875
Attribute: 562, MSE: 0.020492539437706, Jaccard: 0.4597249508840865
Attribute: 566, MSE: 0.021511241718465895, Jaccard: 0.4011976047904192
Attribute: 570, MSE: 0.016436149473217226, Jaccard: 0.5657657657657658
Attribute: 574, MSE: 0.02124335295601446, Jaccard: 0.5246800731261426
Attribute: 578, MSE: 0.02162324756344396, Jaccard: 0.3762575452716298
Attribute: 582, MSE: 0.014629789688778278, Jaccard: 0.4390715667311412
Attribute: 586, MSE: 0.013331856431137283, Jaccard: 0.5151515151515151
Attribute: 590, MSE: 0.025770330735209294, Jaccard: 0.5626168224299065
Attribute: 594, MSE: 0.02315388537201076, Jaccard: 0.4737864077669903
Attribute: 598, MSE: 0.01823970626304855, Jaccard: 0.5660714285714286
Attribute: 602, MSE: 0.02824846271473462, Jaccard: 0.6829679595278246
Attribute: 606, MSE: 0.04287582035434793, Jaccard: 0.46292585170340683
Attribute: 610, MSE: 0.019055506932157056, Jaccard: 0.40792079207920795
Attribute: 614, MSE: 0.025180175303417124, Jaccard: 0.4896421845574388
Attribute: 618, MSE: 0.015082151044220986, Jaccard: 0.5009633911368016
Attribute: 622, MSE: 0.015178931760933573, Jaccard: 0.48576850094876656
Attribute: 626, MSE: 0.01970060796316736, Jaccard: 0.4337349397590361
Attribute: 630, MSE: 0.027190727167935257, Jaccard: 0.5949820788530467
Attribute: 634, MSE: 0.025714190845972592, Jaccard: 0.4876190476190476
Attribute: 638, MSE: 0.03905996531039868, Jaccard: 0.46108949416342415
Attribute: 642, MSE: 0.022217093522726758, Jaccard: 0.4032258064516129
Attribute: 646, MSE: 0.019062539451674437, Jaccard: 0.5397412199630314
Attribute: 650, MSE: 0.023750509906240617, Jaccard: 0.460348162475822
Attribute: 654, MSE: 0.015336811430983319, Jaccard: 0.42829076620825146
Attribute: 658, MSE: 0.022533993612617362, Jaccard: 0.4564796905222437
Attribute: 662, MSE: 0.01906114662525898, Jaccard: 0.4501915708812261
Attribute: 666, MSE: 0.018505218610885724, Jaccard: 0.5241779497098646
Attribute: 670, MSE: 0.011225289812292052, Jaccard: 0.5412844036697247
Attribute: 674, MSE: 0.016627816041772943, Jaccard: 0.423828125
Attribute: 678, MSE: 0.01712528500740379, Jaccard: 0.5492700729927007
Attribute: 682, MSE: 0.017606474072367324, Jaccard: 0.5415860735009671
Attribute: 686, MSE: 0.01377364043604862, Jaccard: 0.4305555555555556
