index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
507,1419,Caldera Pale Ale,American Pale Ale (APA),13.577976338729767,0.0606319018404908,55.0,155.0,Caldera Brewing Company,Ashland,OR
508,878,Lawnmower Lager,American Adjunct Lager,13.577976338729767,0.039,16.0,155.0,Caldera Brewing Company,Ashland,OR
1796,1071,Hop Shock IPA,American IPA,13.577976338729767,0.07,85.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1802,317,Hop Shock IPA (2010),American IPA,13.577976338729767,0.07,85.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1819,1503,Oak Aged Cider,Cider,13.577976338729767,0.065,44.601941747572816,394.0,Schilling & Company,Seattle,WA
1821,1245,Schilling Hard Cider,Cider,13.577976338729767,0.065,44.601941747572816,394.0,Schilling & Company,Seattle,WA
1830,1416,Dry Cider,Cider,13.577976338729767,0.065,44.601941747572816,411.0,Seattle Cider Company,Seattle,WA
1831,1415,Dry Hard Cider,Cider,13.577976338729767,0.065,44.601941747572816,411.0,Seattle Cider Company,Seattle,WA
1838,1765,Golden Ratio IPA,American IPA,13.577976338729767,0.07,68.0,183.0,Seventh Son Brewing Company,Columbus,OH
1841,1539,Monkey Fist IPA,American IPA,13.577976338729767,0.0606319018404908,65.0,385.0,Shipyard Brewing Company,Portland,ME
1846,2239,Torpedo,American IPA,13.577976338729767,0.072,65.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1862,2090,Bengali,American IPA,13.577976338729767,0.065,62.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1864,1696,Hi-Res,American Double / Imperial IPA,13.577976338729767,0.099,111.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1870,1385,Bengali Tiger,American IPA,13.577976338729767,0.064,62.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1881,422,Bengali Tiger (2011),American IPA,13.577976338729767,0.064,62.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1884,1521,Modus Hoperandi,American IPA,13.577976338729767,0.0606319018404908,65.0,264.0,Ska Brewing Company,Durango CO,MS
1893,67,Modus Hoperandi,American IPA,13.577976338729767,0.068,65.0,264.0,Ska Brewing Company,Durango,CO
1895,1609,Initial Point India Pale Ale,American IPA,13.577976338729767,0.071,92.0,313.0,Slanted Rock Brewing Company,Meridian,ID
1900,1588,Sly Fox Christmas Ale 2013,Winter Warmer,13.577976338729767,0.055,16.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1904,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,13.577976338729767,0.055,16.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1905,894,Odyssey Imperial IPA,American Double / Imperial IPA,13.577976338729767,0.084,90.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1907,24,113 IPA,American IPA,13.577976338729767,0.07,113.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1924,1596,Dagger Falls IPA,American IPA,13.577976338729767,0.063,100.0,309.0,Sockeye Brewing Company,Boise,ID
1925,1595,Dagger Falls IPA,American IPA,13.577976338729767,0.063,100.0,309.0,Sockeye Brewing Company,Boise,ID
1938,879,Dagger Falls IPA,American IPA,13.577976338729767,0.063,100.0,309.0,Sockeye Brewing Company,Boise,ID
1945,1282,Nice Rack IPA,American IPA,13.577976338729767,0.055,65.0,436.0,Southern Oregon Brewing Company,Medford,OR
1946,2362,2014 IPA Cicada Series,American IPA,13.577976338729767,0.075,72.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1947,2346,Sinister Minister Black IPA,American IPA,13.577976338729767,0.077,65.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1949,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),13.577976338729767,0.058,60.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1954,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),13.577976338729767,0.058,60.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1955,2387,Pine Belt Pale Ale,American Pale Ale (APA),13.577976338729767,0.065,45.0,118.0,Southern Star Brewing Company,Conroe,TX
1957,1740,Le Mort Vivant,Bière de Garde,13.577976338729767,0.069,23.0,118.0,Southern Star Brewing Company,Conroe,TX
1958,1728,Red Cockaded Ale,American Double / Imperial IPA,13.577976338729767,0.085,110.0,118.0,Southern Star Brewing Company,Conroe,TX
1959,1497,Valkyrie Double IPA,American Double / Imperial IPA,13.577976338729767,0.092,100.0,118.0,Southern Star Brewing Company,Conroe,TX
1962,856,Bombshell Blonde,American Blonde Ale,13.577976338729767,0.05,20.000000000000004,118.0,Southern Star Brewing Company,Conroe,TX
1963,853,PRO-AM (2012) (2012),American Double / Imperial IPA,13.577976338729767,0.099,100.0,118.0,Southern Star Brewing Company,Conroe,TX
1964,691,Walloon (2014),Saison / Farmhouse Ale,13.577976338729767,0.055,44.601941747572816,118.0,Southern Star Brewing Company,Conroe,TX
1965,555,Le Mort Vivant (2011),Bière de Garde,13.577976338729767,0.069,23.0,118.0,Southern Star Brewing Company,Conroe,TX
1967,45,Pine Belt Pale Ale,American Pale Ale (APA),13.577976338729767,0.065,45.0,118.0,Southern Star Brewing Company,Conroe,TX
1968,44,Bombshell Blonde,American Blonde Ale,13.577976338729767,0.05,20.000000000000004,118.0,Southern Star Brewing Company,Conroe,TX
1969,2486,Baby Daddy Session IPA,American IPA,13.577976338729767,0.047,35.0,78.0,Speakasy Ales & Lagers,San Francisco,CA
