index,x,y,z,gt
11610,-5.8010864,0.08106995000000002,8.27644850161751,stand
4661,-5.804657,0.30958557,8.261505,stand
49597,0.4283447299999996,-0.45332336000000006,10.193176,sit
35300,-7.1662292,0.4543427962211195,7.960384455516351,stand
649,-5.983185,0.26197815,7.97348,stand
32561,-6.139099,0.3321991,8.046082,stand
58243,0.3033752399999998,-0.55329895,10.275299,sit
16244,-6.1105347,0.2549782940202405,8.000113632874415,stand
40190,-2.933593153,0.5989990292048044,8.263029949181405,sit
45991,0.4295348999999997,0.11038415546902149,10.15271,sit
55683,0.42001343,-0.5092621,10.230072,sit
13107,-5.853453746947163,0.07273865,8.247223,stand
6015,-5.851422731794312,0.16852222279332552,8.205566,stand
45200,0.42596436000000004,-0.47712708,10.233332321539017,sit
43552,0.36645508000000016,-0.49617004,10.319336,sit
48290,0.37954711999999935,-0.51878357,10.227692,sit
4549,-5.786804,0.2917328,6.802786744323113,stand
19059,-6.130768,0.18223572,8.094879,stand
13035,-5.720154,0.045364379999999996,8.274597,stand
33351,-6.1402893,0.44764709999999996,8.015137,stand
62138,0.37579932317550613,-0.49378967,10.297913,sit
48200,0.37954711999999935,-0.5247345,10.280429353108158,sit
15707,-5.9498596,0.5523834,8.075836,stand
23855,-5.992797944433393,0.025131225999999993,8.071075,stand
47761,0.3926391599999999,-0.52116394,10.238403,sit
36375,-6.1414795,0.31791686999999996,8.016327,stand
19529,-6.098633,0.1667633,7.9056396,stand
56970,0.3759765599999998,-0.52830505,10.28006,sit
69767,0.37240600000000024,-0.5092621,10.551422,sit
23588,-6.105007316516113,0.31077576,8.048462,stand
4060,-5.8070374,0.32624816999999995,8.254364,stand
36007,-6.028412,0.34767149999999997,8.054413,stand
69022,0.38435144716208347,-0.48664855999999995,10.227692,sit
15937,-6.2509766,0.2805303583275689,8.128166370375851,stand
44746,0.4128723000000001,-0.57710266,10.190796,sit
13756,-5.8141785,0.07154846,8.22937,stand
6989,-4.549013236267829,0.19514873119773674,8.312683,stand
9124,-5.848694,0.24412537,8.234131,stand
14056,-5.7106323,0.41835476391753057,8.29245,stand
16112,-6.3021545,-0.23623345462589385,7.7818604,stand
10419,-5.76062,0.20663610042744496,8.25473704759292,stand
22590,-6.1593323,0.34648132,7.9746704,stand
62749,0.6175841999999996,-0.6330414,10.248376572867446,sit
35212,-6.111725,0.31386138309801315,7.950090528009122,stand
54750,0.34979248000000007,-0.48664855999999995,10.288391,sit
49023,0.3926391599999999,-0.54377747,7.278561710419358,sit
33120,-6.118866,0.37980652,7.980704254461003,stand
6234,0.4334671379672401,-0.18822326286966634,10.159505926404538,stand
6254,-5.82489,0.23287743997130317,8.268646,stand
43956,0.46524047999999985,-0.64375305,10.227692,sit
28170,-6.189087000000001,0.31791686999999996,8.003235,stand
30420,-7.1662292,0.40003967,8.0329895,stand
15259,-5.536865,0.39646912,8.341248,stand
9862,-5.8796387,0.31553649999999994,8.2127075,stand
30577,-6.1783744459266385,0.34648132,7.9425354,stand
61348,0.3914489699999999,-0.49259949999999997,10.319336,sit
60606,0.33312988,-0.5640106,10.251495,sit
10264,-5.8141785,0.2152728351435063,8.275787,stand
38097,-6.183136,0.0739505047055468,7.958008,stand
31828,-6.093872,0.3726653999999999,7.956818828309251,stand
42119,0.3640746999999993,-0.5197550489088371,10.21817,sit
6740,-5.8131936204795505,0.27030945,8.279358,stand
1390,-5.7998962,0.3000641,8.299591,stand
18692,-6.259308,0.19294739,7.9104004,stand
27621,-6.1560308552242295,0.34291077000000003,7.9365845,stand
16581,-6.083418871590207,0.2862693840134352,8.017517,stand
63844,0.33908080000000007,-0.58543396,10.211029,sit
37198,-6.0641174,0.45240784,8.029419,stand
5558,-5.851881697044224,0.16621533169986885,8.218658,stand
11299,-5.818937985057396,0.07987975999999998,8.236511,stand
61831,0.8068237299999996,-0.4866488231615293,10.200317,sit
27256,-6.1986084,0.28102112,7.9830017,stand
769,-5.9046326,1.1665192,8.09845,stand
59248,0.4616699200000003,-0.54615784,10.195557,sit
26877,-6.068878,0.25483704,7.9294434,stand
9265,-5.792755,0.2584076,8.222229,stand
62277,0.37835693000000026,-0.4878429293112363,10.27887,sit
67013,-0.3534067266458014,-0.5747223,10.2907715,sit
12493,-5.7510986,0.2795004250120141,8.254364,stand
52556,0.36050415000000013,-0.48664855999999995,10.259827,sit
53166,0.4370220776972862,-0.48902893,10.186035,sit
5079,-5.6929390694472115,0.26078796,8.248413,stand
38147,-4.161935824540971,0.2929456792366074,7.8984985,stand
43631,0.3176574699999999,-0.44603286601135744,9.066230803013653,sit
36087,-5.998657,0.36671448000000006,8.1484375,stand
43331,0.5247497599999997,-0.6709899481956887,10.270538,sit
15074,-5.643982,0.17866516000000005,8.305542,stand
37145,-6.055786,0.40361023,7.9483579645231135,stand
37168,-6.189087000000001,0.324884118786979,7.2587131395931,stand
22511,-6.1867065,0.19651794,7.887787,stand
43862,0.39107082270768156,-0.5287011216486409,10.233643,sit
59989,0.3950195299999999,-0.5425873,10.251495,sit
54714,0.30218811708789417,-0.5318756,10.199127,sit
2251,-4.312278492596338,0.3000641,8.23056,stand
42701,0.36050415000000013,-0.4628448499999999,10.212220660530974,sit
56103,0.8068237299999996,-0.598526,10.240784,sit
1443,-5.857025,0.24888611,8.235321,stand
42484,0.38787841999999983,-0.51997375,10.241974,sit
66529,0.32598876999999993,-0.53663635,10.236023,sit
20229,-6.184326,0.35422550685902576,7.917604769010972,stand
56859,0.33908080000000007,-0.5510431435823573,10.252686,sit
34761,-6.1355286,-0.04451487362687488,7.9437256,sit
23894,-6.136721437375847,0.31910706,7.9294434,stand
2490,-5.9296265,0.0537085280605223,8.168671,stand
22342,-6.1152954,0.27149963,8.049649958525913,stand
69285,0.33670044,-0.5413971,10.255066,sit
30339,-6.285492,0.270367961725072,7.316951831902795,stand
13986,-5.767761,0.07392883000000001,8.351959,stand
28502,-6.233124,0.25483704,8.025848,stand
15260,-5.5380554,1.1665192,8.41861,stand
59960,0.33312988,-0.515213,10.234833,sit
4706,-5.8641663,0.24531555,8.22937,stand
3320,-5.816559,0.28935242,8.272217,stand
37885,-6.2128906,0.20895675939864072,7.902069,stand
15602,-5.8129883,0.9308623999999999,8.173431,stand
60026,0.3176574699999999,-0.4438018799999999,10.259827,sit
4080,-5.835602,0.1888447263290814,8.278168,stand
43617,0.37359620000000016,-0.54377747,10.161041,sit
8762,-5.8534546,0.21437073,8.22937,stand
5134,-5.786804,0.34291077000000003,8.03901413113011,stand
21823,-6.279541,0.40122986,7.8270874,stand
49703,0.3938293500000003,-0.48069763,10.193176,sit
1801,-5.8736877,0.2839087433658675,8.1805725,stand
23847,-6.0772095,0.21080017,8.031799,stand
19487,-5.985100466577633,0.12748717999999998,9.736876021183512,stand
13378,-7.1662292,0.013229370000000004,8.266266,stand
36981,-6.165283,0.27149963,7.990143,stand
27443,-6.101013,0.36790466,8.003235,stand
40995,0.2931490224473574,-0.6371089193548075,10.246735,sit
60151,0.4069213999999999,-0.47593690000000005,10.222931,sit
49239,0.3021850600000002,-0.48545837,10.178894,sit
912,-5.9474792,0.27983093,8.152008,stand
63409,0.3450317399999996,-0.5318756,10.309814,sit
48119,0.36526489999999967,-0.534256,10.29305667540737,sit
64879,0.06771850600000029,-0.7699127,10.120575,sit
44021,0.39859009999999984,-0.6151886,10.301483,sit
68311,0.43429565000000014,-0.5175934,10.191986,sit
44393,0.3521728500000001,-0.5330658,10.27887,sit
22060,-6.09800033720253,0.36195374,7.9544373,stand
1772,-5.8605957,0.25126648,8.196045,stand
20327,-6.048645,0.24769592,7.8592224,stand
9642,-5.843933,0.2655487,8.2258,stand
62440,0.36883544999999973,-0.5330658,10.332428,sit
28909,-6.099823,0.26435852,8.010499756846135,stand
12365,-5.851074,0.14653015000000003,8.197235,stand
13207,-5.7951355,0.023941039999999997,8.275787,stand
31653,-6.189087000000001,0.8338912649091974,7.933014,stand
2596,-5.8605957,0.23428558398655192,8.581397447269728,stand
7640,-5.752289,0.25959778,8.305542,stand
2443,-5.874878,0.32624816999999995,8.154787498508483,stand
46225,0.46047974000000025,-0.46998596,10.220661007240198,sit
17680,-7.1662292,0.07987975999999998,7.881836,stand
31364,-6.120056,0.26035942863480666,7.9437256,stand
2650,-6.0997676103687235,0.29411316,8.193665,stand
25976,-6.1605225,0.31910706,8.055603,stand
1808,-5.883209,0.31196594,8.182953,stand
41486,0.33551025,-0.6247101,10.269348,sit
2862,-5.792755,0.26197815,8.1651,stand
30854,-6.030792,0.4059906,8.027039,stand
64854,0.24505614999999992,-0.9965769696252036,10.174133,sit
52425,0.28195190000000014,-0.53663635,10.3550415,sit
8898,-5.8855896,0.29649353,8.242801684647432,stand
25696,-6.1724243,0.3131561299999999,7.9484863,stand
919,-5.864849881329215,0.27626038,8.1805725,stand
25754,-6.747437031972365,0.3405304,7.9175415,stand
17142,-6.241455,0.121536255,7.9949036,stand
15559,-5.8605957,0.9356231699999998,8.172657197115297,stand
56051,0.35931396000000015,-0.48902893,10.190796,sit
23858,-6.124817,0.4488252804418782,8.044891,stand
52469,0.36050415000000013,-0.5235443,10.210848639099984,sit
62347,0.44091716134994385,-0.52830505,10.21579,sit
18371,-6.0914917,0.20127868999999998,7.9996643,stand
11607,-5.786804,0.13938903999999996,8.285309,stand
66422,0.33908080000000007,-0.6092377,10.233643,sit
44040,0.3640746999999993,-0.5842438,10.244354,sit
63004,0.3962097199999999,-0.512902079966766,10.250305,sit
30705,-6.035553,0.2334137,8.791584814430736,stand
45497,0.4295348999999997,-0.47712708,10.21936,sit
67326,0.35098267000000005,-0.5913849,10.228882,sit
18578,-6.352129411889295,0.0014096559773482675,7.890167,stand
4620,-5.7487183,0.24769592,8.249603,stand
67193,-0.040681215640167245,-0.53782654,10.2717285,sit
47092,0.3152771000000003,-0.5009307999999999,10.236023,sit
24196,-6.133148,0.25126648,8.030181296287308,stand
51763,0.3569336000000001,-0.49021912,10.232452,sit
27232,-6.1605225,0.27983093,8.059174,stand
20049,-6.310485999999999,0.28578186,7.919922,stand
2159,-5.8594055,0.15724182000000003,8.156834215773909,stand
57368,-2.6146029993688957,-0.51283264,10.551422,sit
47519,0.33074950000000003,-0.46165466,10.238403,sit
64709,0.4331054700000001,-0.6808916350203154,10.21936,sit
62650,0.39859009999999984,-0.45451354999999993,10.21698,sit
67704,0.37835693000000026,-0.49154395074997703,10.256256,sit
733,-5.95105,0.28816223,8.10202,stand
40016,-6.152496219533846,0.021560669000000005,7.9353943,stand
24468,-6.0903015,0.32382816278768567,8.030609,stand
62699,0.3914489699999999,-0.5457696250894172,10.258636,sit
65989,0.20816040000000013,-0.45570374,10.250305,sit
61460,0.3152771000000003,-0.5707609503549368,10.24960124337435,sit
59493,0.40930175999999996,-0.5497283999999999,10.305054,sit
33108,-6.1474304,0.20616654372333626,8.012756,stand
7063,-5.772522,0.17866516000000005,8.237701,stand
23349,-6.151001,0.29296311857115725,7.946106,stand
49040,0.42477417000000006,-0.5259247,10.275299,sit
9378,-5.914154,0.27149963,8.223419,stand
