index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
477,2607,"the Kimmie, the Yink and the Holy Gose",American Black Ale,16.0,0.068,34.458403865803675,24.0,Wynkoop Brewing Company,York,WY
1178,1666,"the Kimmie, the Yink and the Holy Gose",Hefeweizen,12.0,0.06,10.0,102.0,Wynkoop Brewing Company,York,MN
1383,337,"the Kimmie, the Yink and the Holy Gose",English Brown Ale,24.0,0.06,46.88565523304422,547.0,Wynkoop Brewing Company,York,WY
608,1695,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.063,30.970733969766865,141.0,Wynkoop Brewing Company,York,WY
2196,948,"the Kimmie, the Yink and the Holy Gose",Czech Pilsener,16.0,0.045,35.0,17.00000000000003,Wynkoop Brewing Company,York,WY
2112,765,"the Kimmie, the Yink and the Holy Gose",Milk / Sweet Stout,16.0,0.05,20.000000000000004,44.99999999999997,Wynkoop Brewing Company,York,WY
311,1547,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.059,60.0,382.0,Wynkoop Brewing Company,York,WY
2115,537,"the Kimmie, the Yink and the Holy Gose",Tripel,16.0,0.085,25.0170492539671,44.99999999999997,Wynkoop Brewing Company,York,WY
2366,430,"the Kimmie, the Yink and the Holy Gose",American Double / Imperial IPA,12.0,0.082,100.0,361.0,Wynkoop Brewing Company,York,WY
722,1201,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.052,26.0,237.0,Wynkoop Brewing Company,York,WY
1271,1672,"the Kimmie, the Yink and the Holy Gose",American Blonde Ale,12.0,0.06,25.0,346.0,Wynkoop Brewing Company,York,WY
183,2593,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,38.45996377198164,34.0,Wynkoop Brewing Company,York,WY
1702,339,"the Kimmie, the Yink and the Holy Gose",American Amber / Red Ale,12.0,0.058,27.0,487.0,Wynkoop Brewing Company,York,WY
