Attribute,Index,Dirty Value,Cleaned Value,Clean Value
frequency,22,22..,22..00,2500
frequency,30,2200,220000,200
frequency,31,225500..,225500..00,250
frequency,44,000000..,1000,5000
frequency,50,22..00,22..,250
frequency,71,220000..,220000,2000
frequency,74,44000000..00,500,4000
frequency,78,0,00..,10000
frequency,82,0,00..,400
frequency,86,11,10000,1000
frequency,87,550000,550000..,1250
frequency,107,55..,55,3150
frequency,109,0,00..,5000
frequency,118,112255..,1122..00,1250
frequency,126,8800..,8800..00,8000
frequency,131,0,00..,630
frequency,132,0,00..,800
frequency,155,550000..,550000,5000
frequency,160,0,00..,500
frequency,169,00..,0,4000
frequency,175,55,5000,250
frequency,180,8800..00,8800..,800
frequency,181,0000..00,000000..,1000
frequency,183,1166..,11660000..,1600
frequency,208,1100,11..00,1250
frequency,210,220000,2200,2000
frequency,219,00..00,00..,630
frequency,230,1155,1155..00,315
frequency,238,empty,315,2000
frequency,239,..00,0,2500
frequency,243,663300..00,663300,6300
frequency,249,112255..00,11225500,1250
frequency,252,00..00,00..,2500
frequency,264,00..00,00..,1250
frequency,305,6600..00,6633,1600
frequency,321,110000,1100..00,1000
frequency,333,5500..,5500,500
frequency,340,..00,0,2500
frequency,343,0,00..,5000
frequency,350,6633,6600..00,630
frequency,364,8800,8800..,800
frequency,393,331155,331155..,315
frequency,394,440000,4000,400
frequency,415,11225500,112255..00,1250
frequency,416,6600,66..00,1600
frequency,424,5500,55..,250
frequency,428,663300,663300..00,630
frequency,432,11000000,11000000..00,1600
frequency,439,220000..,220000,200
frequency,447,225500..00,225500..,1250
frequency,460,225500..,225500..00,2500
frequency,477,3355..,33115500,3150
frequency,479,empty,315,5000
frequency,480,3300,3300..00,6300
frequency,493,11550000,1155..00,3150
frequency,516,..00,0,1600
frequency,525,11000000,11000000..00,12500
frequency,536,0,00..,4000
frequency,540,11000000..00,11000000,10000
frequency,547,..00,0,1250
frequency,559,1100..,1100..00,1000
frequency,567,..00,0,6300
frequency,586,66..00,6600,630
frequency,596,66330000,663300..00,6300
frequency,614,3355..,33115500,315
frequency,631,55..,55,250
frequency,634,0,00..,500
frequency,642,5500,55..,3150
frequency,649,0,00..,400
frequency,659,00..,0,4000
frequency,665,0,00..,400
frequency,679,5500,55..,250
frequency,686,1155..00,1155,1250
frequency,687,11660000..,1166..,1600
frequency,727,11000000,11000000..00,1000
frequency,734,550000,550000..,5000
frequency,740,0,00..,1000
frequency,743,220000..00,2255,2000
frequency,750,1100000000,11000000..00,10000
frequency,752,0,00..,800
frequency,758,1155,1155..00,3150
frequency,762,0000..00,000000..,8000
frequency,773,00..,0,5000
frequency,803,0,00..,2000
frequency,819,00..,0,5000
frequency,832,0,00..,500
frequency,841,44000000,44000000..00,4000
frequency,856,..00,0,200
frequency,893,0,00..,800
frequency,894,110000..00,110000..,1000
frequency,897,0,00..,2000
frequency,904,55..,55,250
frequency,915,5500,55..,3150
frequency,946,55000000,630,2500
frequency,956,110000..,110000..00,1000
frequency,964,1100..00,110000,3150
frequency,976,44000000..00,500,4000
frequency,978,0,00..,6300
frequency,1002,00..,0,5000
frequency,1008,00..00,00..,2000
frequency,1028,11225500,112255..00,12500
frequency,1030,0000..,0000..00,20000
frequency,1035,11..00,1100,1250
frequency,1044,0,00..,10000
frequency,1049,5500..00,550000,1250
frequency,1054,44000000,44000000..00,4000
frequency,1071,3300,3300..00,630
frequency,1096,55..,55,5000
frequency,1102,550000,550000..,500
frequency,1115,1155..00,1155,315
frequency,1116,00..00,00..,400
frequency,1146,880000,8800..00,8000
frequency,1147,1100000000,11000000..00,10000
frequency,1166,2255,220000..00,250
frequency,1170,00..,0,630
frequency,1171,00..,0,800
frequency,1189,1122..00,112255..,1250
frequency,1234,11225500,112255..00,1250
frequency,1240,0,00..,5000
frequency,1268,22550000,250,12500
frequency,1301,3300..00,3300,3150
frequency,1313,225500..,225500..00,2500
frequency,1332,000000..,1000,10000
frequency,1342,..00,0,5000
frequency,1347,110000,1100..00,1000
frequency,1354,66330000,663300..00,630
frequency,1355,8800,8800..,800
frequency,1361,0,00..,400
frequency,1366,0,00..,1250
frequency,1393,66330000,663300..00,6300
frequency,1409,330000,3300..00,6300
frequency,1432,880000,8800..00,800
frequency,1447,33..,3150,630
frequency,1476,33115500,3355..,315
frequency,1486,331155..,331155,3150
frequency,1496,5500..00,550000,1250
frequency,1501,0000..00,000000..,4000
angle,1,0,..99,0
angle,2,0,..99,0
angle,3,0,..99,0
angle,4,0,..99,0
angle,5,0,..99,0
angle,6,0,..99,0
angle,7,0,..99,0
angle,8,0,..99,0
angle,9,0,..99,0
angle,10,0,..99,0
angle,11,0,..99,0
angle,12,0,..99,0
angle,15,0,..99,0
angle,16,0,..99,0
angle,17,0,..99,0
angle,18,0,..99,0
angle,19,0,..99,0
angle,20,0,..99,0
angle,21,00..,00..00,0
angle,22,0,..99,0
angle,23,0,..99,0
angle,24,0,..99,0
angle,25,0,..99,0
angle,26,0,..99,0
angle,27,0,..99,0
angle,29,0,..99,0
angle,30,0,..99,0
angle,31,0,..99,0
angle,32,0,..99,0
angle,33,0,..99,0
angle,34,0,..99,0
angle,35,0,..99,0
angle,36,0,..99,0
angle,37,0,..99,0
angle,38,0,..99,0
angle,39,0,..99,0
angle,40,0,..99,0
angle,41,0,..99,0
angle,42,0,..99,0
angle,43,empty,22..00,0
angle,44,0,..99,0
angle,45,0,..99,0
angle,46,0,..99,0
angle,47,0,..99,0
angle,48,0,..99,0
angle,49,0,..99,0
angle,50,0,..99,0
angle,51,0,..99,0
angle,52,0,..99,0
angle,53,00..00,1.5,0
angle,54,0,..99,0
angle,55,0,..99,0
angle,56,0,..99,0
angle,57,0,..99,0
angle,58,0,..99,0
angle,59,0,..99,0
angle,60,0,..99,0
angle,61,0,..99,0
angle,62,0,..99,0
angle,63,0,..99,0
angle,64,0,..99,0
angle,65,0,..99,0
angle,66,0,..99,0
angle,79,11..55,11..77,1.5
angle,80,..,..00,1.5
angle,92,11..,11,1.5
angle,96,11..55,11..77,1.5
angle,98,3,2277,3
angle,99,3,2277,3
angle,100,3,2277,3
angle,101,3,2277,3
angle,102,3,2277,3
angle,103,3,2277,3
angle,104,3,2277,3
angle,105,3,2277,3
angle,106,3,2277,3
angle,107,3,2277,3
angle,108,3,2277,3
angle,109,3,2277,3
angle,110,3,2277,3
angle,111,3300,33..,3
angle,112,33..,3300,3
angle,113,3,2277,3
angle,114,3,2277,3
angle,115,3,2277,3
angle,116,3,2277,3
angle,117,3,2277,3
angle,118,3,2277,3
angle,119,3,2277,3
angle,120,3,2277,3
angle,121,33..,3300,3
angle,122,3,2277,3
angle,123,3,2277,3
angle,124,3300,33..,3
angle,125,3,2277,3
angle,126,3,2277,3
angle,127,0,..99,3
angle,128,3,2277,3
angle,129,3,2277,3
angle,130,empty,22..00,3
angle,131,3,2277,3
angle,132,3,2277,3
angle,133,..00,..22,3
angle,134,3,2277,3
angle,135,3,2277,3
angle,136,3,2277,3
angle,137,3,2277,3
angle,138,3,2277,3
angle,139,3,2277,3
angle,140,3,2277,3
angle,141,3,2277,3
angle,142,3,2277,3
angle,143,3,2277,3
angle,144,3,2277,3
angle,145,3,2277,3
angle,146,3,2277,3
angle,147,empty,22..00,3
angle,148,3,2277,3
angle,149,3,2277,3
angle,150,33..,3300,3
angle,151,3,2277,3
angle,152,3,2277,3
angle,153,3,2277,3
angle,154,3,2277,3
angle,155,3,2277,3
angle,156,3,2277,3
angle,157,4,3300,4
angle,158,4,3300,4
angle,159,4,3300,4
angle,160,4,3300,4
angle,161,4,3300,4
angle,162,4,3300,4
angle,163,4,3300,4
angle,164,4,3300,4
angle,165,4400,44..88,4
angle,166,4,3300,4
angle,167,4,3300,4
angle,168,4,3300,4
angle,169,4,3300,4
angle,170,4,3300,4
angle,171,4,3300,4
angle,172,44..00,44,4
angle,173,4,3300,4
angle,174,4,3300,4
angle,175,4,3300,4
angle,176,4,3300,4
angle,177,4,3300,4
angle,178,4,3300,4
angle,179,4,3300,4
angle,180,4,3300,4
angle,181,4,3300,4
angle,182,4,3300,4
angle,183,4,3300,4
angle,184,4,3300,4
angle,185,4,3300,4
angle,186,4,3300,4
angle,187,0,..99,4
angle,188,4,3300,4
angle,189,0,..99,0
angle,190,0,..99,0
angle,191,0,..99,0
angle,192,0,..99,0
angle,193,0,..99,0
angle,195,0,..99,0
angle,196,0,..99,0
angle,197,0,..99,0
angle,198,0,..99,0
angle,199,0,..99,0
angle,200,0,..99,0
angle,201,0,..99,0
angle,202,..,..00,0
angle,203,empty,22..00,0
angle,204,0,..99,0
angle,205,0,..99,0
angle,206,0,..99,0
angle,207,0,..99,0
angle,208,0,..99,0
angle,209,0,..99,0
angle,210,0,..99,0
angle,211,0,..99,0
angle,212,00..,00..00,0
angle,213,0,..99,0
angle,214,0,..99,0
angle,216,0,..99,0
angle,217,0,..99,0
angle,218,0,..99,0
angle,219,0,..99,0
angle,220,0,..99,0
angle,221,0,..99,0
angle,222,0,..99,0
angle,223,0,..99,0
angle,224,0,..99,0
angle,225,0,..99,0
angle,226,0,..99,0
angle,227,00..,00..00,0
angle,228,0,..99,0
angle,229,..00,..22,0
angle,230,0,..99,0
angle,231,0,..99,0
angle,232,0,..99,0
angle,233,0,..99,0
angle,234,0,..99,0
angle,235,0,..99,0
angle,236,0,..99,0
angle,237,0,..99,0
angle,238,0,..99,0
angle,239,0,..99,0
angle,240,0,..99,0
angle,241,0,..99,0
angle,242,0,..99,0
angle,243,0,..99,0
angle,244,2,19.7,2
angle,245,2,19.7,2
angle,246,2,19.7,2
angle,247,2,19.7,2
angle,248,2,19.7,2
angle,249,2,19.7,2
angle,251,2,19.7,2
angle,252,2,19.7,2
angle,253,2,19.7,2
angle,254,2,19.7,2
angle,255,..00,..22,2
angle,256,2,19.7,2
angle,258,2,19.7,2
angle,260,2,19.7,2
angle,261,2,19.7,2
angle,262,2,19.7,2
angle,263,2,19.7,2
angle,264,2,19.7,2
angle,265,2,19.7,2
angle,266,2,19.7,2
angle,267,2,19.7,2
angle,268,2,19.7,2
angle,269,2,19.7,2
angle,270,2,19.7,2
angle,271,2,19.7,2
angle,272,2,19.7,2
angle,273,2,19.7,2
angle,275,2,19.7,2
angle,276,2,19.7,2
angle,277,2,19.7,2
angle,278,2,19.7,2
angle,280,2,19.7,2
angle,281,2,19.7,2
angle,282,2,19.7,2
angle,283,2,19.7,2
angle,284,22..00,22..,2
angle,285,2,19.7,2
angle,286,2,19.7,2
angle,287,2,19.7,2
angle,289,2,19.7,2
angle,290,2,19.7,2
angle,291,2,19.7,2
angle,292,2,19.7,2
angle,293,2,19.7,2
angle,294,2,19.7,2
angle,295,2,19.7,2
angle,296,2,19.7,2
angle,297,2,19.7,2
angle,298,22..00,22..,2
angle,299,2,19.7,2
angle,300,4,3300,4
angle,301,4,3300,4
angle,302,4,3300,4
angle,303,4,3300,4
angle,304,4,3300,4
angle,305,4,3300,4
angle,306,4,3300,4
angle,307,4,3300,4
angle,308,4,3300,4
angle,309,4,3300,4
angle,310,0,..99,4
angle,311,4,3300,4
angle,312,4,3300,4
angle,314,4,3300,4
angle,315,4,3300,4
angle,316,4,3300,4
angle,317,4,3300,4
angle,318,0,..99,4
angle,319,4,3300,4
angle,320,4,3300,4
angle,321,4,3300,4
angle,322,4,3300,4
angle,323,4,3300,4
angle,324,4,3300,4
angle,325,4,3300,4
angle,326,4,3300,4
angle,327,4,3300,4
angle,328,4,3300,4
angle,329,4,3300,4
angle,330,4,3300,4
angle,333,4,3300,4
angle,335,4,3300,4
