index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3220,363560.33489956654,4.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.94,0.0,2.0,4.0,6.0
14198,368376.97440950514,3.0,1.0,8.0,18.0,1.0,0.0,0.0,2.0,0.64,0.5909,0.78,0.10450000000000001,86.0,291.0,377.0
6283,359951.15,3.207808521315382,0.0,9.0,8.0,1.0,6.0,0.0,2.0,0.58,0.5455,0.514320033,0.0896,19.0,102.0,121.0
16020,368408.766559878,4.0,1.0,11.0,4.0,0.0,1.0,1.0,2.0,0.3,0.2879,0.52,0.2537,5.0,11.0,16.0
7450,359399.0,4.0,0.0,9.0,1.7763568394002505e-15,1.0,6.0,0.0,1.0,0.24,0.24239999999999998,0.6,0.1343,12.0,51.999999999999986,64.0
9993,368615.13768305036,4.0,1.0,2.0,9.0,57.0,0.0,0.0,1.0,0.22000000000000003,0.2121,0.47,0.2239,11.0,76.0,87.0
1194,359399.0,4.0,0.0,2.0,18.0,58.0,2.0,1.0,1.0,0.22000000000000003,0.22730000000000003,0.47,0.1343,6.0,161.0,167.0
46,359769.3390255117,4.0,0.0,1.0,22.0,1.0,0.0,0.0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9.0
7845,361861.80423038127,1.0000000000000036,0.0,1.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.10450000000000001,-223.54524320000002,165.0,178.0
977,362062.9563701882,4.0,0.0,2.0,8.0,1.0,0.0,0.0,2.0,0.22000000000000003,0.22730000000000003,0.64,0.194,-376.0837215,11.0,12.0
12510,368375.1,4.0,1.0,6.0,10.0,1.0,0.0,0.0,1.0,0.76,0.6818,0.4,0.10450000000000001,148.0,265.0,413.0
7782,360054.7255626776,2.3022772421254984,0.0,9.0,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.0896,19.0,76.0,95.0
5675,360002.00580756157,3.0,0.0,6.0,21.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.53,0.194,34.0,168.0,202.0
6787,359607.0596988908,4.0,0.0,1.0,8.0,0.8203630997840108,6.0,0.0,2.976428534,0.46,0.4545,0.59,-0.15988478699999997,24.0,101.0,125.0
13582,368647.65510168375,4.0,1.0,7.0,2.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.2239,1.0,11.0,12.0
