index,x,y,z,gt
11610,-5.8010864,0.08106995000000002,8.27644850161751,stand
4661,-5.804657,0.30958557,8.261505,stand
49597,0.4283447299999996,-0.45332336000000006,10.193176,sit
649,-5.983185,0.26197815,7.97348,stand
32561,-6.139099,0.3321991,8.046082,stand
58243,0.3033752399999998,-0.55329895,10.275299,sit
16244,-6.1105347,1.610429199,8.007039577055895,stand
45991,0.4295348999999997,-0.497738277550597,10.15271,sit
55683,0.42001343,-0.5092621,10.230072,sit
45200,0.42596436000000004,-0.47712708,10.250467258273838,sit
43552,0.36645508000000016,-0.49617004,10.319336,sit
48290,0.37954711999999935,-0.51878357,10.227692,sit
4549,-5.786804,0.2917328,7.715549453207888,stand
19059,-6.130768,0.18223572,8.094879,stand
13035,-5.720154,0.045364379999999996,8.274597,stand
33351,-6.1402893,0.44764709999999996,8.015137,stand
23855,-5.10676290071866,0.025131225999999993,8.071075,stand
47761,0.3926391599999999,-0.52116394,10.238403,sit
36375,-6.1414795,0.31791686999999996,8.016327,stand
19529,-6.098633,0.1667633,7.9056396,stand
56970,0.3759765599999998,-0.52830505,10.28006,sit
4060,-5.8070374,0.32624816999999995,8.254364,stand
36007,-6.028412,0.34767149999999997,8.054413,stand
44746,0.4128723000000001,-0.57710266,10.190796,sit
13756,-5.8141785,0.07154846,8.22937,stand
6989,-5.749645697236874,0.2976834831938456,8.312683,stand
9124,-5.848694,0.24412537,8.234131,stand
14056,-5.7106323,0.09961905676628778,8.29245,stand
22590,-6.1593323,0.34648132,7.9746704,stand
62749,0.6175841999999996,-0.6330414,10.24162055314967,sit
35212,-6.111725,0.46430969999999994,7.834424054047464,stand
54750,0.34979248000000007,-0.48664855999999995,10.288391,sit
49023,0.3926391599999999,-0.54377747,10.08780497732707,sit
33120,-6.118866,0.37980652,7.997802105826478,stand
43956,0.46524047999999985,-0.64375305,10.227692,sit
28170,-6.189087000000001,0.31791686999999996,8.003235,stand
15259,-5.536865,0.39646912,8.341248,stand
9862,-5.8796387,0.31553649999999994,8.2127075,stand
61348,0.3914489699999999,-0.49259949999999997,10.319336,sit
60606,0.33312988,-0.5640106,10.251495,sit
10264,-5.8141785,0.1229556689810191,8.275787,stand
38097,-6.183136,0.07392962146021852,7.958008,stand
31828,-6.093872,0.3726653999999999,7.956819153055299,stand
42119,0.3640746999999993,-0.5243760218393563,10.21817,sit
6740,-5.815922857101228,0.27030945,8.279358,stand
1390,-5.7998962,0.3000641,8.299591,stand
18692,-6.259308,0.19294739,7.9104004,stand
16581,0.8068237299999996,0.4184851421922046,8.017517,stand
63844,0.33908080000000007,-0.58543396,10.211029,sit
37198,-6.0641174,0.45240784,8.029419,stand
27256,-6.1986084,0.28102112,7.9830017,stand
769,-5.9046326,1.1665192,8.09845,stand
59248,0.4616699200000003,-0.54615784,10.195557,sit
26877,-6.068878,0.25483704,7.9294434,stand
9265,-5.792755,0.2584076,8.222229,stand
12493,-5.7510986,0.18114523878495165,8.254364,stand
52556,0.36050415000000013,-0.48664855999999995,10.259827,sit
36087,-5.998657,0.36671448000000006,8.1484375,stand
43331,0.5247497599999997,-0.5171543748253091,10.270538,sit
15074,-5.643982,0.17866516000000005,8.305542,stand
22511,-6.1867065,0.19651794,7.887787,stand
59989,0.3950195299999999,-0.5425873,10.251495,sit
2251,-5.843577404831729,0.3000641,8.23056,stand
42701,0.36050415000000013,-0.4628448499999999,10.212214980942786,sit
1443,-5.857025,0.24888611,8.235321,stand
42484,0.38787841999999983,-0.51997375,10.241974,sit
66529,0.32598876999999993,-0.53663635,10.236023,sit
56859,0.33908080000000007,-0.5584925395246643,10.252686,sit
34761,-6.1355286,-0.4062367666143286,7.9437256,sit
2490,-5.9296265,0.053707013882237836,8.168671,stand
22342,-6.1152954,0.27149963,8.049649315363583,stand
69285,0.33670044,-0.5413971,10.255066,sit
13986,-5.767761,0.07392883000000001,8.351959,stand
28502,-6.233124,0.25483704,8.025848,stand
59960,0.33312988,-0.49686129614169366,10.234833,sit
4706,-5.8641663,0.24531555,8.22937,stand
3320,-5.816559,0.28935242,8.272217,stand
37885,-6.2128906,0.5160834201052098,7.902069,stand
15602,-5.8129883,0.9308623999999999,8.173431,stand
60026,0.3176574699999999,-0.4438018799999999,10.259827,sit
4080,-5.835602,0.26158553543369006,8.278168,stand
43617,0.37359620000000016,-0.54377747,10.161041,sit
8762,-5.8534546,0.21437073,8.22937,stand
5134,-5.786804,0.34291077000000003,8.134914719633521,stand
21823,-6.279541,0.40122986,7.8270874,stand
49703,0.3938293500000003,-0.48069763,10.193176,sit
23847,-6.0772095,0.21080017,8.031799,stand
19487,-5.930555110096037,0.12748717999999998,8.188218302403573,stand
36981,-6.165283,0.27149963,7.990143,stand
27443,-6.101013,0.36790466,8.003235,stand
60151,0.4069213999999999,-0.47593690000000005,10.222931,sit
49239,0.3021850600000002,-0.48545837,10.178894,sit
912,-5.9474792,0.27983093,8.152008,stand
63409,0.3450317399999996,-0.5318756,10.309814,sit
48119,0.36526489999999967,-0.4818941525172455,10.287478873694868,sit
44021,0.39859009999999984,-0.6151886,10.301483,sit
68311,0.43429565000000014,-0.5175934,10.191986,sit
44393,0.3521728500000001,-0.5330658,10.27887,sit
1772,-5.8605957,0.25126648,8.196045,stand
20327,-6.048645,0.24769592,7.8592224,stand
9642,-5.843933,0.2655487,8.2258,stand
62440,0.36883544999999973,-0.5330658,10.332428,sit
12365,-5.851074,0.14653015000000003,8.197235,stand
13207,-5.7951355,0.023941039999999997,8.275787,stand
31653,-6.189087000000001,0.44740887032668086,7.933014,stand
7640,-5.752289,0.25959778,8.305542,stand
2443,-5.874878,0.32624816999999995,7.620970778,stand
46225,0.46047974000000025,-0.46998596,10.247669329230135,sit
25976,-6.1605225,0.31910706,8.055603,stand
1808,-5.883209,0.31196594,8.182953,stand
41486,0.33551025,-0.6247101,10.269348,sit
2862,-5.792755,0.26197815,8.1651,stand
30854,-6.030792,0.4059906,8.027039,stand
64854,0.24505614999999992,-0.5479676006136079,10.174133,sit
52425,0.28195190000000014,-0.53663635,10.3550415,sit
25696,-6.1724243,0.3131561299999999,7.9484863,stand
919,-5.861663305342566,0.27626038,8.1805725,stand
17142,-6.241455,0.121536255,7.9949036,stand
56051,0.35931396000000015,-0.48902893,10.190796,sit
23858,-6.124817,0.4488252804418782,8.044891,stand
18371,-6.0914917,0.20127868999999998,7.9996643,stand
11607,-5.786804,0.13938903999999996,8.285309,stand
66422,0.33908080000000007,-0.6092377,10.233643,sit
44040,0.3640746999999993,-0.5842438,10.244354,sit
63004,0.3962097199999999,-0.5128299382501796,10.250305,sit
45497,0.4295348999999997,-0.47712708,10.21936,sit
67326,0.35098267000000005,-0.5913849,10.228882,sit
4620,-5.7487183,0.24769592,8.249603,stand
47092,0.3152771000000003,-0.5009307999999999,10.236023,sit
24196,-6.133148,0.25126648,7.9689148884842815,stand
51763,0.3569336000000001,-0.49021912,10.232452,sit
27232,-6.1605225,0.27983093,8.059174,stand
20049,-6.310485999999999,0.28578186,7.919922,stand
2159,-5.8594055,0.15724182000000003,8.156768237190816,stand
47519,0.33074950000000003,-0.46165466,10.238403,sit
64709,0.4331054700000001,-0.6808916350203154,10.21936,sit
62650,0.39859009999999984,-0.45451354999999993,10.21698,sit
67704,0.37835693000000026,-0.05266781738140379,10.256256,sit
62699,0.3914489699999999,-0.5381625093163607,10.258636,sit
65989,0.20816040000000013,-0.45570374,10.250305,sit
61460,0.3152771000000003,-0.5639510025678506,21.44660267,sit
59493,0.40930175999999996,-0.5497283999999999,10.305054,sit
33108,-6.1474304,0.061625469932646296,8.012756,stand
7063,-5.772522,0.17866516000000005,8.237701,stand
23349,-6.151001,0.2929275724239634,7.946106,stand
49040,0.42477417000000006,-0.5259247,10.275299,sit
9378,-5.914154,0.27149963,8.223419,stand
8569,-5.842743,0.2584076,8.125824,stand
19654,-6.048645,0.3549816373696664,8.896424662299166,stand
14316,-5.7903748,0.07392883000000001,8.29245,stand
42311,0.45452879999999984,-0.5164114866557726,10.246735,sit
59201,0.4009704599999999,-0.49634195030609346,10.28363,sit
18832,-7.1662292,0.09654236000000001,7.893738,stand
24787,-6.0379333,0.37147522,8.015137,stand
34192,-6.1426697,0.34172058,8.004425,stand
24638,-6.114587855493044,0.34172058,7.946106,stand
61278,0.3843078599999994,-0.54377747,10.319336,sit
7937,-5.8260803,0.20603942999999997,8.237701,sit
62834,0.4212036000000001,-0.5195178644403615,10.258636,sit
64981,0.39739990000000036,-0.6723175,10.227692,sit
60660,0.3616943400000001,-0.48902893,10.274109,sit
10862,-5.855835,0.08702087399999998,8.254364,stand
8477,-5.851074,0.23936461999999997,8.156769,stand
65229,0.36764525999999975,-0.5092621,10.34552,sit
7578,-5.7891846,0.30244446,8.81618017439898,stand
30790,-6.086272091384653,0.3726653999999999,7.9818115,stand
21266,-6.174804700000001,0.35600279999999995,8.040131,stand
38151,-6.2057495,0.36076355,7.8223267,stand
48287,0.41168213,1.179201562,10.289581,sit
44695,0.4045410199999995,-0.55329895,10.257446,sit
37715,-5.7451477,0.22627258,8.194855,stand
24488,-6.1533813,0.2905426,7.9425354,stand
51616,0.37359620000000016,-0.5509186,10.265778,sit
68250,0.49142455999999957,-0.54377747,10.21698,sit
31702,-6.1593323,0.3881378200000001,7.9806213,stand
11998,-5.8653564,0.10725403000000001,8.237701,stand
61550,0.40930175999999996,-0.50450134,10.277679,sit
19897,-6.1045837,0.108444214,8.004425,stand
49220,0.46405030000000025,-0.5675812,10.2146,sit
67664,0.46405030000000025,-0.5735321,10.551422,sit
64493,0.4128723000000001,-0.5806732,10.149139,sit
38318,-6.1557617,0.33815002,7.9865723,stand
61916,0.37835693000000026,-0.52116394,10.224121881274828,sit
59770,0.37954711999999935,-0.53663635,10.263398620607239,sit
56899,0.39025880000000024,-0.5360010229761184,10.168182,sit
40666,-6.2902527,0.3888926651277787,7.966339,sit
56802,0.38668822999999986,-0.5723419,10.266968,sit
25317,-6.054596,0.20365906,8.0972595,stand
39307,-6.4057007,-0.010679586035675148,7.7687683,stand
67658,0.4021606400000004,-0.6211395,10.308624,sit
54236,0.38073729999999983,-0.49497986000000005,10.300293,sit
41422,0.24029540999999988,-0.6840607920579789,10.189606,sit
54222,0.37954711999999935,-0.49497986000000005,10.270538,sit
8911,-5.880829,0.23198482699069656,8.24780562859161,stand
35351,-6.035553,0.44050597999999996,7.953247,stand
19593,-3.766918172299276,0.12272644,8.198050596527485,stand
29139,-6.114105,0.46073913999999994,8.005615,sit
36876,-6.185516400000001,0.37742615000000007,7.944916,stand
35131,-6.067688,0.4690704299999999,8.146057,stand
38956,-6.137909,0.36790466,7.9699097,stand
18420,-6.1224365,0.14653015000000003,7.902069,stand
36606,-6.120056,0.3000641,7.991333,stand
35991,-6.545311094469943,0.41789246,8.121063,stand
46548,0.4414367700000006,-0.5009307999999999,10.2146,sit
57821,0.33312988,-0.5252942488526179,10.199127,sit
30170,-6.1033936,0.31791686999999996,8.03537,stand
12619,-6.557451770579517,0.19651794,8.16153,stand
