index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,359399.01666666666,1.0,0.0,1.0,0.0,-3.469446951953614e-18,6.0,0.0,1.0,0.24,0.2879,0.81,0.0,3.0,13.0,16.0
2,359399.01666666666,1.0,0.0,1.0,1.0,-3.469446951953614e-18,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,8.0,32.000000000000014,40.0
3,359399.01666666666,1.0,0.0,1.0,2.0,-3.469446951953614e-18,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,5.0,27.0,32.0
4,359399.01666666666,1.0,0.0,1.0,3.0,-3.469446951953614e-18,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,3.0,10.0,13.0
5,359399.01666666666,1.0,0.0,1.0,3.999999999999999,-3.469446951953614e-18,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,0.0,1.0,1.0
6,359399.01666666666,1.0,0.0,1.0,5.0,-3.469446951953614e-18,6.0,0.0,2.0,0.24,0.25760000000000005,0.75,0.0896,0.0,1.0,1.0
7,359399.01666666666,1.0,0.0,1.0,6.0,-3.469446951953614e-18,6.0,0.0,1.0,0.21999999999999997,0.2727,0.8,0.0,2.0,0.0,2.0
8,359399.01666666666,1.0,0.0,1.0,7.0,-3.469446951953614e-18,6.0,0.0,1.0,0.2,0.25760000000000005,0.86,0.0,1.0,2.0,3.0
9,359399.01666666666,1.0,0.0,1.0,8.0,-3.469446951953614e-18,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,1.0,7.0,8.0
10,359399.01666666666,1.0,0.0,1.0,9.0,-3.469446951953614e-18,6.0,0.0,1.0,0.32,0.3485,0.76,0.0,8.0,6.0,14.0
11,359399.01666666666,1.0,0.0,1.0,10.0,-3.469446951953614e-18,6.0,0.0,1.0,0.38,0.3939,0.76,0.2537,12.0,24.0,36.0
12,359399.01666666666,1.0,0.0,1.0,11.0,-3.469446951953614e-18,6.0,0.0,1.0,0.36,0.3333,0.81,0.2836,26.0,30.0,56.0
13,359399.01666666666,1.0,0.0,1.0,12.0,-3.469446951953614e-18,6.0,0.0,1.0,0.42,0.4242,0.77,0.2836,29.0,55.0,84.0
14,359399.01666666666,1.0,0.0,1.0,13.0,-3.469446951953614e-18,6.0,0.0,2.0,0.46,0.4545,0.72,0.2985,47.0,47.0,94.0
15,359399.01666666666,1.0,0.0,1.0,14.0,-3.469446951953614e-18,6.0,0.0,2.0,0.46,0.4545,0.72,0.2836,35.0,71.0,106.0
16,359399.01666666666,1.0,0.0,1.0,15.0,-3.469446951953614e-18,6.0,0.0,2.0,0.44,0.4394,0.77,0.2985,40.0,70.0,110.0
17,359399.01666666666,1.0,0.0,1.0,16.0,-3.469446951953614e-18,6.0,0.0,2.0,0.42,0.4242,0.82,0.2985,41.0,52.0,93.0
18,359399.01666666666,1.0,0.0,1.0,17.0,-3.469446951953614e-18,6.0,0.0,2.0,0.44,0.4394,0.82,0.2836,15.0,52.0,67.0
19,359399.01666666666,1.0,0.0,1.0,18.0,-3.469446951953614e-18,6.0,0.0,3.0,0.42,0.4242,0.88,0.2537,9.0,26.0,35.0
20,359399.01666666666,1.0,0.0,1.0,19.0,-3.469446951953614e-18,6.0,0.0,3.0,0.42,0.4242,0.88,0.2537,6.0,31.000000000000014,37.0
21,359399.01666666666,1.0,0.0,1.0,20.0,-3.469446951953614e-18,6.0,0.0,2.0,0.4,0.4091,0.87,0.2537,10.999999999999996,25.0,36.0
22,359399.01666666666,1.0,0.0,1.0,21.0,-3.469446951953614e-18,6.0,0.0,2.0,0.4,0.4091,0.87,0.194,3.0,31.000000000000014,34.0
23,359399.01666666666,1.0,0.0,1.0,22.0,-3.469446951953614e-18,6.0,0.0,2.0,0.4,0.4091,0.94,0.2239,10.999999999999996,17.0,28.0
24,359399.01666666666,1.0,0.0,1.0,23.0,-3.469446951953614e-18,6.0,0.0,2.0,0.46,0.4545,0.88,0.2985,15.0,24.0,39.0
25,359423.01666666666,1.0,0.0,1.0,0.0,-3.469446951953614e-18,0.0,0.0,2.0,0.46,0.4545,0.88,0.2985,4.0000000000000036,13.0,17.0
