Attribute,Index,Dirty Value,Clean Value
Clump Thickness,275,2,3
Clump Thickness,671,6,3
Clump Thickness,254,7,6
Clump Thickness,451,8,4
Clump Thickness,523,1,10
Clump Thickness,198,6,5
Clump Thickness,503,3,4
Clump Thickness,419,3,5
Clump Thickness,493,3,4
Clump Thickness,462,7,3
Clump Thickness,167,3,5
Uniformity of Cell Size,625,11,1
Uniformity of Cell Size,512,3,1
Uniformity of Cell Size,399,1,2
Uniformity of Cell Size,375,3,1
Uniformity of Cell Size,446,3,1
Uniformity of Cell Size,622,1,3
Uniformity of Cell Size,506,5,3
Uniformity of Cell Size,407,22,2
Uniformity of Cell Size,21,4,3
Uniformity of Cell Shape,532,1,2
Uniformity of Cell Shape,351,4,1
Uniformity of Cell Shape,371,1,2
Uniformity of Cell Shape,600,6,4
Uniformity of Cell Shape,68,3,4
Uniformity of Cell Shape,15,2,5
Uniformity of Cell Shape,309,2,7
Marginal Adhesion,466,1,7
Marginal Adhesion,640,1,3
Marginal Adhesion,408,2,1
Marginal Adhesion,37,1,8
Marginal Adhesion,124,8,1
Marginal Adhesion,131,2,1
Single Epithelial Cell Size,226,22,2
Single Epithelial Cell Size,535,22,2
Single Epithelial Cell Size,404,22,2
Single Epithelial Cell Size,620,5,2
Single Epithelial Cell Size,39,22,2
Single Epithelial Cell Size,424,22,2
Single Epithelial Cell Size,144,22,2
Single Epithelial Cell Size,551,4,2
Single Epithelial Cell Size,283,2,4
Single Epithelial Cell Size,684,6,2
Single Epithelial Cell Size,207,2,7
Single Epithelial Cell Size,566,3,5
Single Epithelial Cell Size,271,2,3
Bare Nuclei,262,1,10
Bare Nuclei,286,3,10
Bare Nuclei,426,1,10
Bare Nuclei,283,1,10
Bare Nuclei,569,1,10
Bare Nuclei,595,1,10
Bare Nuclei,367,1,10
Bland Chromatin,13,3,4
Bland Chromatin,51,9,2
Bland Chromatin,514,1,2
Bland Chromatin,458,3,10
Bland Chromatin,528,1,3
Bland Chromatin,152,1,5
Bland Chromatin,135,1,2
Bland Chromatin,231,5,7
Bland Chromatin,277,1,2
Normal Nucleoli,368,9,10
Normal Nucleoli,58,1,4
Normal Nucleoli,223,3,1
Normal Nucleoli,670,1,10
Normal Nucleoli,27,11,1
Normal Nucleoli,398,3,1
Normal Nucleoli,162,1,2
Normal Nucleoli,190,3,1
Mitoses,145,4,1
class,698,2,4
class,38,4,2
class,233,4,2
