Attribute,Index,Dirty Value,Clean Value
angle,443,77,7.3
angle,1396,8899,8.9
chord_length,984,225544,0.0254
chord_length,625,11552244,0.1524
chord_length,281,22228866,0.2286
chord_length,1227,2244,0.0254
chord_length,63,33004488,0.3048
velocity,377,33,39.6
velocity,56,3311,31.7
velocity,604,77,71.3
velocity,1037,66,39.6
velocity,106,77,71.3
velocity,303,11,71.3
velocity,717,3366,39.6
velocity,1162,33,71.3
velocity,610,1133,71.3
velocity,724,99,39.6
velocity,1385,771133,71.3
velocity,358,77,31.7
velocity,1121,7711,71.3
velocity,213,555555,55.5
velocity,348,33,31.7
velocity,1,33,71.3
velocity,895,55,55.5
velocity,58,3311,31.7
velocity,365,1133,71.3
velocity,235,1177,31.7
velocity,1445,33,39.6
velocity,891,55,55.5
velocity,418,5555,55.5
velocity,1114,77,71.3
velocity,191,11,71.3
thickness,1478,5599,0.0437259
thickness,899,2222,0.0271925
thickness,1224,2211441188,0.0214178
thickness,28,223388,0.00283081
thickness,48,33113388,0.00310138
thickness,820,662299,0.00566229
thickness,308,33,0.00400603
thickness,1344,2211443355,0.00251435
thickness,250,223311,0.00293031
thickness,1097,44992211,0.00449821
thickness,1109,3377,0.00461377
thickness,446,112277,0.0132672
thickness,83,332211,0.00392107
thickness,709,44883355,0.0483159
thickness,1450,882266,0.0408268
thickness,361,994422,0.0051942
thickness,638,0,0.0193001
thickness,1310,2211,0.002211
thickness,339,0,0.00473801
thickness,935,441188,0.0341183
thickness,445,3377,0.0132672
thickness,279,33,0.00346574
thickness,676,2233,0.0233328
thickness,285,66557744,0.00346574
thickness,1078,3388,0.0043284
thickness,972,22,0.000400682
thickness,408,110066,0.0111706
thickness,1337,22553355,0.00251435
thickness,1259,33998833,0.00131983
thickness,640,993311,0.0193001
thickness,1159,44,0.016104
thickness,153,55229911,0.00529514
thickness,1335,225511000000,0.00251435
thickness,1216,221144000000,0.0214178
